Loc,NIR Sample Number,Analysis Date,ID,Variety,Cutting,DM,Cprot,ADF,aNDF,Ash,Fat,Ligin,dNDF30,IVTDMD30,dNDF48,IVTDMD48,Ca,P,K,Mg,Su_ES,Su_WS,Starc
ID_19,2,10/28/2019,21013,Higest 360,2,93.48934,24.72583,34.13339,40.69195,9.35127,2.53796,6.10024,16.92297,75.09589,19.37886,81.22901,1.25847,0.44537,2.47279,0.45895,6.84254,7.18654,2.11307
ID_19,26,10/29/2019,21104,Vernal FD2,2,93.92653,22.34152,34.13872,40.86516,9.29976,2.34485,5.95262,17.03800,76.42574,19.74677,79.30669,1.12840,0.38708,2.95178,0.37329,4.77472,5.11464,3.02572
ID_19,7,10/28/2019,21109,Higest 360,2,93.55698,25.07744,34.25396,41.84379,9.61059,2.61634,5.72050,16.68785,75.68072,19.72094,81.62541,1.24830,0.45221,2.66287,0.41560,6.67944,6.94982,2.07370
ID_19,44,10/29/2019,20103,Higest 360,3,94.61911,20.91365,34.33816,41.55318,10.67111,1.84809,6.37451,17.67498,76.46781,19.30653,77.72809,1.49455,0.37101,2.67445,0.38161,5.51890,6.80009,3.55927
ID_19,38,10/29/2019,20105,Vernal FD2,3,94.52766,19.46439,36.83187,43.72393,10.53020,1.94383,6.66262,18.14229,73.70187,19.71299,76.48432,1.54443,0.35403,2.51385,0.41641,5.50528,6.45478,2.75161
ID_19,29,10/29/2019,20106,Archer FD5,3,94.77692,21.51425,34.27254,42.26369,11.48085,1.76715,6.23587,18.31125,76.31840,20.41927,78.24380,1.53585,0.38765,2.82295,0.39144,5.00083,6.70862,3.33670
ID_19,32,10/29/2019,20117,Legend FD4,3,94.49774,21.93590,33.95178,41.82814,11.32810,1.60595,6.58757,17.77576,75.85741,20.57662,77.75301,1.59582,0.39097,2.80522,0.38227,5.48255,7.16551,3.81887
ID_19,36,10/29/2019,20203,Vernal FD2,3,94.48292,21.14005,34.69505,41.13903,10.56663,1.79974,6.29597,16.60666,75.34135,18.82201,77.52082,1.42959,0.35634,2.82432,0.34962,5.75409,6.89623,3.17098
ID_19,30,10/29/2019,20212,144:22277_ 5246 FD3,3,94.62892,21.89614,31.77952,38.54581,10.85088,2.03801,5.83276,16.71327,79.32368,18.89581,80.19671,1.59700,0.37415,2.67148,0.38445,5.80131,7.20323,3.67116
ID_19,45,10/29/2019,20213,Higest 360,3,94.45405,21.51794,32.37952,40.45282,11.57541,1.77927,6.19655,17.48993,77.59747,20.28316,79.41320,1.72324,0.37942,2.70702,0.41359,6.09778,7.97709,3.94831
ID_19,35,10/29/2019,20314,Vernal FD2,3,94.54147,23.61653,31.15672,38.18535,11.45816,1.98480,5.21979,16.39240,77.82689,18.35880,80.54807,1.53473,0.38409,2.55996,0.42183,5.82596,7.41640,3.17289
ID_19,46,10/29/2019,20320,Higest 360,3,94.63245,21.00379,34.23201,41.78423,11.00873,1.86080,6.46600,17.78723,76.35732,19.51627,77.75340,1.55363,0.37358,2.65603,0.39012,5.63322,6.95174,3.55009
ID_19,50,10/29/2019,20405,Higest 360,3,94.57975,20.52389,34.33261,42.89858,11.36370,1.68445,6.56216,17.94423,75.35211,20.49859,77.37469,1.59137,0.37124,2.81413,0.38267,5.67241,7.46445,3.51239
ID_19,40,10/29/2019,20411,Vernal FD2,3,94.47085,20.80973,34.75829,41.43119,10.57485,1.96102,6.24752,17.98939,75.77224,19.75935,78.38049,1.53873,0.36684,2.67284,0.42532,5.59435,6.47840,2.85899
ID_19,28,10/29/2019,20419,ABI 700 FD6,3,94.57144,21.20760,34.12391,42.48673,11.87929,1.64931,6.49073,18.38143,75.52222,21.34292,77.93359,1.76933,0.38280,2.66833,0.42173,5.43463,7.32626,3.80159
ID_19,48,10/29/2019,20502,Higest 360,3,94.48305,23.89031,30.57458,35.82953,11.46941,2.06102,5.13921,16.26144,79.96794,17.95278,82.03950,1.61211,0.39054,2.72967,0.45331,5.98534,6.82420,3.13497
ID_19,33,10/29/2019,20504,Vernal FD2,3,94.30376,21.13698,34.35925,40.75354,10.54115,1.99762,6.16074,17.69663,76.20152,19.53424,78.76366,1.55319,0.36921,2.61851,0.44157,5.66220,6.43771,2.95411
ID_19,42,10/29/2019,20615,Vernal FD2,3,94.68908,19.83757,37.27090,44.32498,10.42380,1.80577,6.74465,18.77774,73.60376,20.33900,76.27320,1.35651,0.36818,2.79940,0.39630,5.23845,6.01333,2.70206
ID_19,51,10/29/2019,20616,Higest 360,3,94.21265,24.49960,29.85493,34.65297,10.96145,2.15046,5.07803,16.09140,81.08141,17.78130,83.07641,1.64568,0.39128,2.58896,0.46690,6.23938,6.89418,3.07869
ID_19,31,10/29/2019,20618,Maverick FD1,3,94.55988,22.69144,34.53863,42.67550,11.17292,1.80856,6.53825,19.25330,77.41341,21.60574,79.00147,1.58617,0.41491,2.67364,0.44272,5.04265,6.76140,3.07010
ID_19,52,10/29/2019,20714,Higest 360,3,94.45393,19.96693,35.41208,41.64028,10.33724,1.99406,6.25930,17.17272,74.56036,18.95112,77.35523,1.40932,0.35350,2.66775,0.39157,5.77821,6.52991,2.95552
ID_19,43,10/29/2019,20720,Vernal FD2,3,94.65397,21.46169,34.56118,43.42106,11.77606,1.78641,6.48189,19.02308,75.69260,21.82852,77.99570,1.48040,0.40661,2.98664,0.42631,4.94205,6.77884,2.99614
ID_19,37,10/29/2019,20811,Vernal FD2,3,94.53059,21.16691,33.64903,40.37683,10.74649,1.91768,6.07956,16.43633,76.23270,18.84337,78.52940,1.52347,0.34512,2.77847,0.36095,5.66609,6.97469,3.13146
ID_19,49,10/29/2019,20816,Higest 360,3,94.17551,21.29932,34.57384,40.73132,10.22510,2.01027,6.21486,17.36615,76.29832,19.43453,78.72721,1.44406,0.36912,2.67914,0.40195,5.55956,6.09769,2.98212
ID_19,39,10/29/2019,20913,Vernal FD2,3,94.54366,22.36320,32.85781,39.69141,11.23151,1.95446,5.71775,17.16364,76.59085,18.90725,79.35984,1.53228,0.38196,2.55006,0.42488,5.75399,7.22671,2.98491
ID_19,47,10/29/2019,20919,Higest 360,3,94.32518,20.70993,32.61762,38.62960,11.00195,1.90369,5.85958,14.89159,75.92451,17.17910,78.00094,1.42574,0.32550,2.88808,0.33247,6.33931,7.53329,3.38852
ID_19,41,10/29/2019,21004,Vernal FD2,3,94.54420,21.42128,34.93827,43.42525,11.49904,1.76813,6.63065,19.32721,76.04578,21.66108,78.08583,1.57727,0.40064,2.80664,0.40914,4.93520,6.76946,3.29364
ID_19,54,10/29/2019,21013,Higest 360,3,94.62328,20.42263,33.32778,39.31427,10.69537,1.87352,5.98226,15.05055,75.35649,17.23997,77.33236,1.40653,0.32580,2.92474,0.31627,6.28839,7.49311,3.33659
ID_19,34,10/29/2019,21104,Vernal FD2,3,94.58885,18.93758,38.24242,45.39682,10.57684,1.89654,6.91879,18.69826,72.50102,20.86575,75.95221,1.44142,0.34940,2.60010,0.39189,4.91175,5.64269,2.53446
ID_19,53,10/29/2019,21109,Higest 360,3,94.61225,19.42700,35.49032,41.72745,10.36137,1.79359,6.43917,15.79080,74.03078,17.87305,75.91793,1.31927,0.32317,2.86164,0.30632,6.14905,7.19500,3.27401
ID_19,82,10/29/2019,20103,Higest 360,4,94.64126,28.93436,24.58188,28.74973,12.02615,1.91817,3.66885,14.92994,85.81435,16.77831,87.64017,1.50421,0.41596,2.93656,0.42203,7.12977,8.50729,2.40126
ID_19,67,10/29/2019,20105,Vernal FD2,4,94.69801,25.76637,28.19081,32.98804,11.66123,1.88921,4.45536,16.23571,83.17931,17.79909,84.80732,1.36558,0.40509,3.14391,0.38945,6.03149,7.38078,2.25363
ID_19,56,10/29/2019,20106,Archer FD5,4,94.78051,26.86194,27.14988,31.90981,11.82750,1.83255,4.25587,15.45442,83.48376,17.22384,85.08382,1.33680,0.40403,3.24426,0.36814,6.62150,7.88929,2.32850
ID_19,60,10/29/2019,20117,Legend FD4,4,94.92636,26.43289,27.91785,32.87761,12.03119,1.89273,4.45508,16.22973,83.66975,17.79467,84.88689,1.47860,0.40765,3.20404,0.38655,6.15803,7.60965,2.37497
ID_19,66,10/29/2019,20203,Vernal FD2,4,94.66231,28.32463,25.63818,30.16426,11.67894,1.96581,3.97888,16.34353,86.36799,17.84606,87.45924,1.45137,0.43350,2.99610,0.44140,6.17116,7.52436,2.56311
ID_19,58,10/29/2019,20212,144:22277_ 5246 FD3,4,94.90221,26.21263,27.80435,32.82596,11.93770,1.92366,4.36758,16.03499,82.94952,17.60843,84.78223,1.46978,0.40213,3.03407,0.39823,6.35408,7.92310,2.51609
ID_19,77,10/29/2019,20213,Higest 360,4,94.79047,26.15112,27.26894,32.29724,11.78531,1.89434,4.31612,15.32735,82.77846,17.33748,84.64655,1.39932,0.39356,3.06666,0.38298,6.81996,8.26338,2.55769
ID_19,65,10/29/2019,20314,Vernal FD2,4,94.72039,28.10906,25.55984,30.59935,11.32309,2.03474,4.05214,16.28525,86.42201,17.99681,87.52872,1.49526,0.42679,2.89040,0.43889,6.27163,7.60267,2.56392
ID_19,76,10/29/2019,20320,Higest 360,4,94.73463,24.93492,28.84465,34.20883,11.93799,1.90335,4.61588,15.79725,81.69141,17.53144,83.54703,1.45891,0.38975,3.15262,0.35554,6.00898,7.69667,2.55513
ID_19,79,10/29/2019,20405,Higest 360,4,94.88849,26.43861,27.25908,32.15977,12.28579,1.91542,3.95893,15.15900,82.74036,16.67845,84.79117,1.51002,0.39340,2.93376,0.38479,6.79911,8.78389,2.90844
ID_19,69,10/29/2019,20411,Vernal FD2,4,94.71552,26.14177,27.85398,32.50457,11.70370,1.90994,4.39952,16.05727,83.51614,17.90598,85.00391,1.34623,0.40786,3.19309,0.38258,6.01448,7.27937,2.32635
ID_19,57,10/29/2019,20419,ABI 700 FD6,4,94.70555,26.23680,28.69258,33.33986,11.23266,1.77699,4.61687,15.57792,81.61024,17.66380,83.95500,1.47076,0.39156,2.92673,0.39728,6.82863,7.99262,2.38159
ID_19,80,10/29/2019,20502,Higest 360,4,94.78722,25.10344,27.78006,32.73754,11.45179,1.84443,4.47234,15.26569,82.31171,16.97430,83.81337,1.36061,0.38274,2.99728,0.36969,6.96281,8.42315,2.97373
ID_19,70,10/29/2019,20504,Vernal FD2,4,94.76760,25.93825,27.90046,33.56279,11.87128,1.84476,4.48033,15.96746,82.71182,17.94543,84.38947,1.40164,0.40109,3.07986,0.37290,6.11076,7.85312,2.58357
ID_19,71,10/29/2019,20615,Vernal FD2,4,95.02724,26.75665,28.26651,34.21231,13.25459,1.86709,3.98740,16.37605,82.70606,17.87572,84.70390,1.50943,0.41119,2.97615,0.37615,5.36674,7.54895,2.75787
ID_19,81,10/29/2019,20616,Higest 360,4,94.95815,26.88133,27.67050,32.53460,11.49622,1.94580,4.37849,16.15358,84.31042,17.67258,85.35573,1.44346,0.41055,2.98865,0.39262,6.30524,7.70809,2.51522
ID_19,59,10/29/2019,20618,Maverick FD1,4,94.49088,30.05651,22.86285,26.44427,12.24007,2.00466,3.33353,14.16106,87.98885,15.94125,89.23780,1.61750,0.41706,2.82466,0.44576,7.64206,9.21112,2.10414
ID_19,75,10/29/2019,20714,Higest 360,4,94.73145,25.78997,28.21916,33.65948,12.10752,1.86928,4.37492,15.60759,82.04124,17.33771,83.78671,1.45690,0.39395,3.04756,0.36194,6.48961,8.29498,2.84462
ID_19,64,10/29/2019,20720,Vernal FD2,4,95.00543,26.90873,27.84287,33.80452,13.20864,1.82945,3.92339,16.34035,82.81438,17.48604,84.96700,1.47895,0.41345,2.95942,0.39259,5.45127,7.75390,2.71289
ID_19,63,10/29/2019,20811,Vernal FD2,4,94.81694,25.43981,29.74064,35.38686,11.70722,1.67744,4.73519,16.85124,80.94007,18.60077,83.32898,1.36410,0.39998,3.15629,0.36916,6.27901,7.87274,2.23525
ID_19,74,10/29/2019,20816,Higest 360,4,94.85303,27.74924,27.17424,31.72141,11.70254,1.81838,4.10668,16.02243,84.09789,17.51405,85.72997,1.41471,0.41337,2.89063,0.41553,6.65947,8.00237,2.47165
ID_19,62,10/29/2019,20913,Vernal FD2,4,94.80743,25.45459,29.54261,35.08020,11.89392,1.67889,4.63500,16.74852,81.10809,18.61685,83.46835,1.34479,0.39926,3.26131,0.36312,6.05142,7.57930,2.36774
ID_19,73,10/29/2019,20919,Higest 360,4,94.73188,25.37587,27.27948,31.71457,11.45219,1.85355,4.41806,15.23339,83.17125,16.84957,84.63660,1.38219,0.38760,2.96627,0.38254,7.10116,8.47789,2.90612
ID_19,61,10/29/2019,21004,Vernal FD2,4,94.95528,26.75267,28.15114,34.27129,12.80181,1.82795,4.12209,16.43347,82.57916,17.82777,84.74922,1.47528,0.41145,3.00262,0.38288,5.55815,7.76009,2.49132
ID_19,72,10/29/2019,21013,Higest 360,4,94.67629,29.31084,24.66317,28.92006,11.45226,1.94851,3.84669,14.94691,86.24133,16.84958,87.47170,1.47916,0.42257,2.94251,0.42548,7.04960,8.10849,2.64640
ID_19,68,10/29/2019,21104,Vernal FD2,4,94.71766,28.13774,26.07469,31.22964,12.10388,1.78039,3.91974,15.18645,83.91762,17.25127,85.95014,1.49946,0.40364,3.01414,0.39402,6.75963,8.29087,2.64104
ID_19,78,10/29/2019,21109,Higest 360,4,94.84509,28.17016,25.77980,30.10802,12.21391,1.90252,3.83766,15.29387,84.89050,17.03522,86.54217,1.50361,0.41168,3.08512,0.41104,6.80476,8.18176,2.67204
