Year,ID,Gen,Variety,Moist,DM,Cprot,Psolu,ADICP,ADICP_pct,NDICP,CP_Av,ADF,aNDF,aNDFo,Ligin,Starc,Su_WS,Su_ES,Ash,Ca,P,Mg,K,S,Fat,T_NDFd30,T_NDFd48,NDFD120,NDFD240,S_NDFd24,S_NDFd30,NDF_I,NDF_Kd,TTNDFD,S_NDFd48,uNDF30,uNDF120,uNDF240,RUP,NDF_D,RFV,T_RFQ,S_RFQ,TTNDFD,NFC,T_Milk30_TDN,T_Milk30_NEL,T_Milk30_NEG,T_Milk30_NEM,T_Milk30,T_Milk48_TDN,T_Milk48_NEL,T_Milk48_NEG,T_Milk48_NEM,T_Milk48_S,S_Milk30_TDN,S_Milk30_NEL,S_Milk30_NEG,S_Milk30_NEM,S_Milk30,S_Milk48_TDN,S_Milk48_NEL,S_Milk48_NEG,S_Milk48_NEM,S_Milk48_S,Lig_TDN,Lig_NEL,Lig_NEG,Lig_NEM,NRC,Cal_TDN,ADF_TDN,ADF_NEL,ADF_NEG,ADF_NEM
18,10820,194,SW4351,4.76,95.24,20.13,28.35,0.54,2.71,0.93,19.58,36.04,43.38,39.84,7.63,1.86,6.39,5.07,9.87,1.36,0.26,0.37,1.91,0.27,1.78,42.03,49.72,52.98,56.8,26.6,29.58,43.2,3.25,34.6,42.59,25.15,20.4,18.74,22.59,5.33,130,126.4,118.06,36.16,25.76,57.02,0.58,0.3,0.56,2490.59,55.73,0.58,0.28,0.54,2522.75,54.16,0.57,0.25,0.51,2285.11,54.92,0.57,0.27,0.52,2438.26,57.29,0.63,0.31,0.57,2.25,,,,,
18,10901,97,467939,5.16,94.84,20.17,28.96,0.49,2.43,0.65,19.68,34.39,42.45,39.98,7.13,1.35,6.75,5.73,8.6,1.28,0.28,0.31,2.52,0.26,1.94,45.29,57.43,58.49,59.54,29.62,32.41,40.46,3.16,35.9,45.16,23.23,17.62,17.17,22.24,5.41,136,151.34,130.4,38.25,27.49,60.21,0.61,0.36,0.62,2713,60.14,0.61,0.36,0.62,2809.93,57.45,0.6,0.31,0.57,2511.78,57.7,0.6,0.31,0.57,2643.21,59.64,0.66,0.35,0.61,2.35,,,,,
18,10902,31,467964,4.42,95.58,18.12,24.62,0.56,3.08,0.77,17.56,36.35,44.63,41.12,7.61,1.93,6.72,5.96,9.61,1.24,0.26,0.3,2.43,0.24,1.79,44.47,52.45,54,57.81,28.1,30.75,42.19,3.36,35.8,44.14,24.78,20.53,18.83,23.06,5.47,126,128.22,117.04,37.4,26.63,57.73,0.58,0.32,0.57,2510.59,56.26,0.57,0.29,0.55,2537.92,54.31,0.57,0.26,0.51,2280.3,55.07,0.57,0.27,0.52,2434.66,57.06,0.62,0.3,0.56,2.21,,,,,
18,10903,63,244317,4.82,95.18,19.21,26.97,0.49,2.57,0.74,18.72,33.25,40.83,38.38,6.83,3.18,7.32,6.67,8.34,1.15,0.28,0.33,2.17,0.27,2.12,46.71,55.1,56.59,58.09,30.98,32.99,41.91,3.54,36.8,46.03,21.76,17.72,17.11,25.23,5.79,144,154.54,141.12,38.87,30.24,62.21,0.63,0.39,0.66,2865.53,60.8,0.63,0.37,0.63,2895.51,59.26,0.62,0.34,0.6,2652.96,59.53,0.62,0.35,0.61,2786.24,61.07,0.66,0.37,0.64,2.33,,,,,
18,10904,110,22333_Sutter,4.67,95.33,19.71,27.24,0.57,2.88,0.99,19.14,35.09,42.68,39.4,7.44,2.4,6.91,6.39,8.82,1.23,0.26,0.34,1.97,0.26,1.96,42.86,50.17,51.83,55.92,26.52,29.54,44.08,3.29,34.3,42.23,24.39,20.56,18.82,26.94,5.39,134,133.13,122.92,35.84,27.82,59.05,0.6,0.34,0.6,2652.72,57.58,0.6,0.31,0.57,2675.92,55.87,0.59,0.28,0.54,2430.06,56.5,0.59,0.29,0.55,2576.9,59.01,0.65,0.34,0.6,2.32,,,,,
18,10905,184,5364,4.69,95.31,20.88,27.71,0.49,2.34,0.91,20.39,33.65,40.86,38.1,6.94,1.74,6.97,5.5,9.19,1.32,0.28,0.35,2.19,0.28,2.03,45.55,55.62,57.16,58.71,28.51,31.28,41.29,3.5,37,45.24,22.25,17.5,16.87,21.76,5.56,143,153.36,137.02,38.33,27.94,60.77,0.62,0.37,0.63,2759.3,60.01,0.61,0.35,0.62,2821.32,57.47,0.6,0.31,0.57,2528.68,58.3,0.61,0.33,0.58,2688.95,60.06,0.66,0.35,0.62,2.33,,,,,
18,10906,16,467960,4.6,95.4,19.53,25.64,0.51,2.63,0.97,19.01,35.16,42.43,38.96,7.36,2.22,6.63,5.56,9.16,1.19,0.27,0.32,2.32,0.27,2.08,43.8,53.81,54.8,55.78,30.07,32.41,44.22,3.68,35.9,44.76,23.84,19.18,18.76,24.58,5.93,135,142.32,129.26,37.81,27.77,59.42,0.61,0.34,0.61,2669.03,58.77,0.6,0.33,0.59,2735.59,57.31,0.6,0.31,0.57,2498.91,57.42,0.6,0.31,0.57,2622.79,59.07,0.65,0.34,0.6,2.32,,,,,
18,10907,201,22338_VernalFD2,4.93,95.07,19.84,26.2,0.5,2.53,0.93,19.33,32.29,40.19,37.58,6.56,2.66,7.47,7.38,8.48,1.16,0.27,0.31,2.24,0.27,2.13,47.47,58.65,59.62,60.59,30,33.13,39.41,3.26,37,46.24,21.11,16.23,15.84,25.03,5.47,148,166.18,144.57,39.18,30.29,62.76,0.64,0.4,0.67,2903.72,62.2,0.63,0.39,0.66,2977.27,59.64,0.62,0.35,0.61,2681.22,59.91,0.63,0.35,0.61,2814.97,61.56,0.66,0.38,0.64,2.35,,,,,
18,10908,55,340116,4.94,95.06,19.53,25.83,0.51,2.6,1.01,19.02,34.7,42.85,39.4,7,2.42,6.89,6.43,8.94,1.25,0.27,0.35,1.99,0.26,1.97,45.75,54.53,56.26,60.53,25.81,28.49,39.47,2.85,34.7,42.54,23.25,18.74,16.91,24.09,4.88,134,142.37,122.72,36.32,27.73,60.13,0.61,0.36,0.62,2698.37,58.88,0.6,0.33,0.6,2736.78,55.15,0.59,0.27,0.53,2388.75,56.44,0.59,0.29,0.55,2568.49,59.48,0.66,0.34,0.61,2.33,,,,,
18,10909,4,172982,4.81,95.19,19.43,24.89,0.54,2.75,0.96,18.9,33.4,41.35,38.57,6.93,2.8,7.66,7.44,8.83,1.24,0.25,0.33,2.06,0.25,1.98,46.48,55.3,56.78,58.26,27.43,29.48,41.74,3.23,35.4,43.54,22.13,17.87,17.26,25.49,5.3,141,151.23,131.8,36.93,29.36,61.29,0.62,0.38,0.64,2789.73,60.04,0.62,0.35,0.62,2827.64,56.67,0.6,0.3,0.55,2494.77,57.79,0.61,0.32,0.57,2667.78,60.13,0.65,0.36,0.62,2.31,,,,,
18,10910,202,Hi-Gest360,4.74,95.26,21.67,30.08,0.51,2.37,0.94,21.15,32.54,40.45,37,6.58,2.01,7.02,6.73,8.8,1.13,0.3,0.28,2.62,0.28,2.1,50.04,61.24,61.59,61.94,30.82,34.51,38.06,3.42,38.6,47.92,20.21,15.54,15.39,25.56,5.59,146,170.26,146.17,40.61,27.93,63.25,0.63,0.41,0.68,2904.88,62.47,0.63,0.39,0.66,2969.41,59.73,0.62,0.35,0.61,2664.35,59.93,0.62,0.35,0.61,2796.16,61.12,0.67,0.37,0.64,2.37,,,,,
18,10911,102,22328_Ranger,4.72,95.28,20.9,29.39,0.51,2.46,0.86,20.39,32.79,39.87,36.98,6.67,2.27,7.22,7,9.01,1.18,0.29,0.33,2.4,0.29,1.95,48.01,59.13,60.31,61.49,30.12,34.09,38.51,3.66,39.5,48.15,20.73,15.83,15.36,22.43,5.71,148,166.93,148.61,40.82,29.12,62.32,0.63,0.39,0.66,2857.6,61.7,0.63,0.38,0.65,2928.4,59.46,0.62,0.34,0.61,2647.73,59.94,0.62,0.35,0.61,2793.43,60.77,0.66,0.37,0.63,2.35,,,,,
18,10912,7,467962,4.87,95.13,18.47,25.37,0.42,2.29,0.6,18.04,33.13,41.34,37.85,6.64,2.79,7.46,7.09,8.75,1.17,0.26,0.3,2.2,0.25,2.02,46.04,57.11,58.79,60.48,28.28,31.96,39.52,3.48,38,46.14,22.31,17.03,16.34,24.33,5.48,142,155.69,137.69,39.18,30.02,61.11,0.62,0.37,0.64,2780.15,60.62,0.62,0.36,0.63,2856.52,57.88,0.61,0.32,0.58,2554.54,58.71,0.61,0.33,0.59,2715.38,60.62,0.65,0.36,0.63,2.31,,,,,
18,10913,132,452500,4.61,95.39,19.11,26.28,0.53,2.78,1.15,18.58,37.39,46.46,43.45,7.63,2.04,6.03,5.19,9.2,1.16,0.29,0.3,2.25,0.24,2.03,45.58,53.95,55.04,58.18,29.05,31.46,41.82,2.85,33.4,43.12,25.29,20.89,19.43,26.9,5.22,120,126.38,109.63,36.54,24.35,58.12,0.58,0.32,0.58,2522.94,56.64,0.57,0.3,0.55,2551.87,54.46,0.57,0.26,0.51,2284.08,54.44,0.57,0.26,0.51,2400,57.31,0.63,0.31,0.57,2.24,,,,,
18,10914,122,467918,4.55,95.45,18.3,24.07,0.51,2.81,0.84,17.78,35.4,43.47,41.03,7.32,2.76,7.12,6.83,9.55,1.18,0.26,0.31,2.27,0.24,1.87,45.85,53.27,54.95,57.25,27.66,29.72,42.75,3.33,35.3,43.46,23.54,19.58,18.59,25.9,5.42,131,135.17,120.57,36.82,27.65,59.12,0.59,0.34,0.6,2607.88,57.37,0.59,0.31,0.57,2621.84,54.65,0.57,0.26,0.52,2325.32,55.67,0.58,0.28,0.53,2492.11,58.06,0.63,0.32,0.58,2.26,,,,,
18,10915,173,AFX018,4.78,95.22,21.74,29.26,0.48,2.22,0.89,21.26,31.97,39.18,36.21,6.47,2.01,7.49,6.68,8.87,1.21,0.29,0.32,2.31,0.29,2.07,49.12,60.33,61.12,61.9,29.14,33.1,38.1,3.37,38.4,46.99,19.93,15.23,14.92,23.36,5.44,152,174.14,150.09,39.91,29.03,63.35,0.64,0.41,0.68,2932.23,62.67,0.64,0.4,0.66,3000.85,59.64,0.62,0.35,0.61,2679.44,60.18,0.63,0.36,0.62,2827.23,61.61,0.67,0.38,0.65,2.38,,,,,
18,10916,155,Robin,4.42,95.58,20.81,26.88,0.52,2.51,1.11,20.29,33.81,41.12,38.66,6.91,2.42,7.13,6,9.36,1.25,0.28,0.35,2.01,0.28,2.07,47.02,56.36,57.59,58.82,27.46,29.89,41.18,3.62,37.6,45.15,21.78,17.44,16.93,24.55,5.53,142,153.88,135.59,38.28,27.75,61.23,0.62,0.37,0.64,2776.07,60.11,0.61,0.36,0.62,2821.04,56.63,0.6,0.3,0.55,2481.77,58.12,0.6,0.32,0.58,2674.49,59.92,0.67,0.35,0.61,2.37,,,,,
18,10917,86,430564,4.82,95.18,22.77,32.41,0.58,2.56,1.2,22.18,31.94,39.46,36.43,6.64,2.15,6.99,6.55,8.88,1.21,0.31,0.33,2.21,0.29,2.23,47.74,57.93,58.7,59.48,32.93,36.37,40.52,3.71,38.4,48.31,20.62,16.3,15.99,27.58,6.07,151,167.35,152.41,40.83,27.86,62.95,0.64,0.4,0.67,2918.54,62.08,0.64,0.39,0.65,2975.77,61.33,0.63,0.38,0.64,2768.4,60.78,0.63,0.37,0.63,2863.79,61.49,0.68,0.38,0.64,2.39,,,,,
18,10918,20,502481,4.77,95.23,18.74,26.21,0.51,2.71,0.82,18.23,35.03,44.3,41.94,7.31,2.41,7.1,6.92,8.74,1.09,0.27,0.27,2.33,0.23,2.01,46.06,54.53,55.68,56.84,29.07,31.05,43.16,3.08,33.8,43.16,23.89,19.63,19.12,28.45,5.41,129,136.77,118.48,36.5,27.04,59.73,0.6,0.35,0.61,2655.81,58.29,0.59,0.32,0.58,2686.44,55.78,0.58,0.28,0.54,2400.51,55.99,0.58,0.29,0.54,2527.56,58.78,0.65,0.33,0.59,2.29,,,,,
18,10919,175,AFX020,4.36,95.64,20.43,27.77,0.51,2.5,0.88,19.92,34.54,41.82,38.57,7.1,2.02,7.01,5.9,9.35,1.15,0.28,0.33,2.24,0.27,1.95,47.04,56.98,57.99,59,27.66,31.18,41,4.17,40,47.05,22.15,17.57,17.15,24.44,5.9,138,151.63,136.16,39.91,27.33,60.66,0.61,0.36,0.63,2724.9,59.71,0.61,0.35,0.61,2779.02,56.61,0.59,0.3,0.55,2459.54,58.17,0.6,0.32,0.58,2656.68,59.24,0.66,0.34,0.6,2.34,,,,,
18,10920,187,SW3406,4.79,95.21,19.87,27.75,0.48,2.42,0.76,19.39,31.92,39.94,37.61,6.43,3.28,7.02,6.43,8.44,1.11,0.26,0.3,2.12,0.27,2.15,46.34,57.23,58.55,61.38,26.26,30.07,38.62,2.91,35.6,43.6,21.43,16.55,15.43,26.77,4.96,149,163.96,139.72,37.24,30.36,62.42,0.64,0.39,0.66,2891.55,61.87,0.63,0.38,0.65,2964.57,58.28,0.62,0.32,0.58,2617.5,59.1,0.62,0.34,0.6,2776.2,61.85,0.67,0.38,0.65,2.36,,,,,
18,11001,49,467963,5.21,94.79,20.39,29.78,0.55,2.71,0.95,19.84,33.83,41.58,38.44,7.22,2.48,6.66,6.61,8.87,1.1,0.28,0.3,2.43,0.27,2.12,45.14,54.38,54.63,54.88,34.25,36.42,45.12,4.13,37,46.91,22.81,18.87,18.76,28.04,6.7,140,148.11,138.53,39.62,27.98,60.7,0.62,0.37,0.63,2758.75,59.69,0.61,0.35,0.61,2808.01,60.08,0.62,0.36,0.62,2659.48,58.96,0.61,0.34,0.6,2726.77,59.83,0.67,0.35,0.61,2.36,,,,,
18,11002,92,340123,5.36,94.64,20.63,30.33,0.53,2.58,0.67,20.1,34.6,42.89,40.68,7.48,1.44,6.88,6.26,7.8,1.23,0.27,0.32,2.23,0.27,1.89,43.65,54.18,55.42,56.67,27.6,30.59,43.33,3.1,33.8,42.54,24.17,19.12,18.58,26.92,5.33,134,143.21,124.19,36.08,27.45,59.99,0.61,0.35,0.62,2721.49,59.52,0.61,0.35,0.61,2797.23,56.97,0.6,0.3,0.56,2507.93,57.18,0.6,0.31,0.56,2634.26,59.76,0.67,0.35,0.61,2.36,,,,,
18,11003,198,SW4107,5.5,94.5,21.06,32.13,0.47,2.25,0.58,20.59,31.46,40.03,37.07,6.53,2.21,7.3,6.43,8.19,1.11,0.28,0.28,2.25,0.27,2.07,46.61,57.14,59.1,61.06,28.01,31.77,38.94,2.74,34.4,43.73,21.37,16.37,15.59,27.64,5,150,163.3,139.55,37.26,29.24,62.48,0.64,0.39,0.66,2891.81,61.78,0.63,0.38,0.65,2957.86,59.03,0.62,0.34,0.6,2653.14,59.07,0.62,0.34,0.6,2772.99,61.81,0.67,0.38,0.65,2.38,,,,,
18,11004,96,467903,5.18,94.82,18.8,27.44,0.48,2.53,0.66,18.33,34.44,43.42,40.83,7.08,2.24,7.15,6.88,8.93,1.15,0.27,0.3,2.14,0.24,1.88,46.24,54.96,56.59,59.38,29.69,32.73,40.62,3.7,38.3,46.76,23.34,18.85,17.64,26.17,5.76,133,140.49,129.19,39.59,27.63,59.81,0.6,0.35,0.61,2661.33,58.47,0.6,0.33,0.59,2696.18,56.74,0.59,0.3,0.56,2446.49,57.45,0.59,0.31,0.57,2601.02,58.99,0.65,0.34,0.6,2.3,,,,,
18,11005,57,452479,5.56,94.44,21.48,32.34,0.48,2.24,0.74,21,33.11,41.39,38.34,6.72,1.65,6.94,6.39,8.28,1.15,0.31,0.3,2.34,0.26,2.1,48.61,60.44,61.14,61.84,30.71,34.16,38.16,3.2,37.4,47.08,21.27,16.08,15.79,25.03,5.45,142,164.81,140.7,39.9,27.49,62.64,0.63,0.4,0.66,2871.01,62.17,0.63,0.39,0.66,2950.38,59.44,0.62,0.34,0.61,2647.7,59.51,0.62,0.35,0.61,2772.39,61.11,0.67,0.37,0.64,2.37,,,,,
18,11006,1,170532,5.35,94.65,21.37,31.2,0.5,2.35,0.79,20.87,33.12,41.45,39.06,7.03,1.8,6.99,6.82,8.05,1.2,0.29,0.32,2.15,0.28,1.95,45.03,54.86,54.99,58.02,28.83,32.14,41.98,3.14,34.8,44,22.79,18.66,17.4,27.42,5.41,142,151,133.56,37.3,27.97,61.19,0.63,0.37,0.64,2803.07,60.38,0.62,0.36,0.62,2862.67,58.48,0.61,0.33,0.59,2602.63,58.43,0.61,0.33,0.59,2718.49,60.72,0.66,0.37,0.63,2.35,,,,,
18,11007,166,Hi-Gest660,5.8,94.2,22.89,33.9,0.5,2.2,0.81,22.38,31.04,38.15,34.71,6.28,1.84,6.39,5.47,9.19,1.23,0.31,0.34,2.43,0.31,1.97,46.72,59.24,60.06,64.67,31.16,36.74,35.33,3.22,39.3,49.15,20.33,15.24,13.48,23.67,5.46,158,175.56,159.28,41.78,28.61,62.39,0.64,0.39,0.66,2886,62.32,0.64,0.39,0.66,2983.94,61.37,0.63,0.38,0.64,2764.96,60.94,0.63,0.37,0.63,2867.11,61.72,0.68,0.38,0.65,2.4,,,,,
18,11008,101,467914,5.36,94.64,20.3,29.95,0.5,2.46,0.71,19.8,33.06,41.72,39.35,6.91,2.36,7,6.32,7.81,1.1,0.27,0.28,2.19,0.26,2.03,45.61,55.83,56.25,59.36,29.03,33.09,40.64,2.75,33.5,43.51,22.69,18.25,16.95,27.56,5.16,141,152.91,131.97,36.98,28.84,61.64,0.63,0.38,0.65,2832.55,60.9,0.63,0.37,0.63,2896.35,59.14,0.62,0.34,0.6,2643.02,58.44,0.62,0.33,0.59,2726.13,61.08,0.66,0.37,0.64,2.35,,,,,
18,11009,178,LS605,5.4,94.6,22,32.49,0.49,2.22,0.87,21.51,32.03,39.77,36.5,6.35,2.08,7.06,6.12,8.58,1.13,0.31,0.31,2.34,0.28,2.16,49.83,60.64,62.37,64.11,30.49,35.74,35.89,2.95,37.4,47.51,19.95,14.97,14.28,26.27,5.26,150,172.77,149.13,40.43,28.36,63.72,0.64,0.41,0.68,2951.05,62.84,0.64,0.4,0.67,3010.45,60.92,0.63,0.37,0.63,2744.84,60.39,0.63,0.36,0.62,2840.35,61.94,0.68,0.39,0.65,2.39,,,,,
18,11010,21,502482,5.57,94.43,21.66,30.79,0.47,2.18,0.86,21.19,29.79,37.69,35.1,6.09,2.66,7.62,6.92,8.34,1.11,0.3,0.3,2.28,0.28,2.19,49.45,60.97,61.13,61.29,35.74,39.75,38.71,4.29,42,51.93,19.05,14.65,14.59,25.3,6.61,162,185.63,171.56,43.96,30.97,64.83,0.66,0.43,0.7,3060.93,64.25,0.66,0.42,0.69,3133.95,64.16,0.66,0.42,0.69,2955.71,63.29,0.65,0.41,0.68,3039.01,63.25,0.69,0.41,0.68,2.42,,,,,
18,11011,88,430561,4.99,95.01,20.13,26.34,0.48,2.4,1.04,19.64,31.86,39.47,35.73,6.5,3,8.01,7.13,9.63,1.15,0.28,0.3,2.07,0.27,2.06,50.24,57.91,58.26,58.61,35.66,36.87,41.39,4.49,40.8,50.31,19.64,16.48,16.34,25.5,6.77,151,165.02,154.85,42.5,29.74,63.04,0.63,0.4,0.67,2888.32,61.17,0.62,0.37,0.64,2897.03,60.66,0.62,0.36,0.63,2701.42,60.56,0.62,0.36,0.63,2820.81,60.72,0.66,0.37,0.63,2.34,,,,,
18,11012,142,464773,5.07,94.93,18.25,23.49,0.5,2.72,0.83,17.75,34.47,42.33,39.56,7.07,2.66,7.34,6.41,8.74,1.23,0.26,0.31,2.24,0.23,2.09,46.56,57.86,58.01,58.17,33.36,35.67,41.83,3.46,36.5,47.02,22.62,17.77,17.71,24.26,5.99,136,153.45,135.72,39.65,29.43,61.05,0.62,0.37,0.64,2765.34,60.58,0.62,0.36,0.63,2843.43,59.44,0.61,0.34,0.61,2618.65,58.72,0.61,0.33,0.59,2705.41,59.83,0.66,0.35,0.61,2.33,,,,,
18,11013,85,430563,5.33,94.67,22.19,33.21,0.54,2.41,0.84,21.66,32.56,39.49,36.35,6.84,2.04,7.25,6.63,7.96,1.08,0.31,0.3,2.34,0.28,2.21,47.89,57.61,57.97,58.34,33.85,37.83,41.66,3.79,38,48.34,20.58,16.6,16.45,26.97,6.31,150,168.3,154.08,40.87,28.98,63.73,0.65,0.41,0.68,2982.49,62.68,0.64,0.4,0.66,3031.4,62.72,0.64,0.4,0.67,2862.61,61.48,0.64,0.38,0.64,2924.82,62.04,0.68,0.39,0.65,2.4,,,,,
18,11014,15,467959,5.21,94.79,21.14,29.76,0.49,2.3,0.73,20.66,32.28,40.35,37.74,6.71,1.89,7.06,6.67,8.06,1.16,0.28,0.29,2.31,0.28,2.04,46.56,59.43,59.92,60.4,29.38,33.4,39.6,3.11,36.1,45.51,21.56,16.17,15.98,25.18,5.37,147,167.75,142.41,38.63,29.13,62.46,0.64,0.39,0.66,2890.88,62.52,0.64,0.4,0.66,2994.87,59.81,0.63,0.35,0.61,2691.97,59.69,0.62,0.35,0.61,2805.72,61.59,0.67,0.38,0.65,2.37,,,,,
18,11015,148,RedFalcon,5.15,94.85,21.08,30.35,0.44,2.09,0.63,20.64,31.61,39.34,37.1,6.38,2.39,7.41,7.18,8.87,1.11,0.29,0.28,2.48,0.27,2.13,49.49,61.7,61.71,61.71,29.23,32.67,38.29,2.96,36.1,45.45,19.87,15.06,15.06,25.26,5.19,152,176.78,145.64,38.62,29.22,63.4,0.64,0.41,0.68,2929.44,63,0.64,0.4,0.67,3012.31,59.3,0.62,0.34,0.6,2658.19,59.51,0.62,0.35,0.61,2788.28,61.69,0.67,0.38,0.65,2.38,,,,,
18,11016,202,Hi-Gest360,5.31,94.69,20.46,30.43,0.53,2.58,0.82,19.93,32.23,40.48,37.69,6.6,2.6,7.72,6.95,8.46,1.07,0.29,0.29,2.18,0.27,2.03,49.33,59.29,60.45,61.61,31.2,35.59,38.39,3.86,40.5,49.3,20.51,16.01,15.54,27.88,5.93,147,165.94,149.87,41.77,29.39,63.21,0.64,0.41,0.67,2912.04,62.09,0.63,0.39,0.65,2959.22,60.5,0.62,0.36,0.63,2710.82,60.65,0.63,0.36,0.63,2841.85,61.26,0.66,0.37,0.64,2.35,,,,,
18,11017,59,278705_FERAX,5.53,94.47,23.09,33.39,0.46,2.01,0.95,22.62,30.48,37.85,35.59,6.07,2.29,7.12,6.92,8.76,1.15,0.32,0.32,2.27,0.29,2.28,50.26,62.66,63.07,63.48,33.43,38.32,36.52,3.36,39.3,49.98,18.83,13.98,13.82,26.2,5.76,160,188.11,165.1,42.33,28.97,64.74,0.65,0.43,0.7,3041.02,64.35,0.65,0.42,0.69,3124.53,63.11,0.65,0.4,0.67,2888.98,62.24,0.64,0.39,0.66,2970.2,63.01,0.69,0.4,0.67,2.44,,,,,
18,11018,105,WL325HQ,5.11,94.89,22.14,31.45,0.5,2.27,0.82,21.64,32.58,39.72,36.78,6.68,1.66,6.96,6.38,8.74,1.2,0.29,0.32,2.29,0.29,1.98,47.58,59.21,60.58,61.95,27.73,32.65,38.05,3.43,38.7,46.71,20.82,15.66,15.11,23.81,5.4,149,168.45,146.57,39.76,28.24,62.44,0.63,0.39,0.66,2874.78,62.02,0.63,0.39,0.65,2955.26,59.07,0.62,0.34,0.6,2639.58,59.73,0.62,0.35,0.61,2793.2,61.13,0.67,0.37,0.64,2.37,,,,,
18,11019,201,22338_VernalFD2,4.89,95.11,18.91,25.91,0.44,2.32,0.51,18.47,32.84,41.29,39.08,6.66,2.37,7.65,7.09,8.32,1.09,0.27,0.25,2.45,0.24,2.06,49.14,60.56,60.6,60.63,30.21,33.88,39.37,3.44,37.9,47,21,16.27,16.25,23.73,5.61,143,165.5,140.82,39.82,29.93,62.84,0.63,0.4,0.67,2879.73,62.19,0.63,0.39,0.66,2950.39,59.28,0.62,0.34,0.6,2638.82,59.45,0.62,0.34,0.61,2768.63,61.06,0.66,0.37,0.64,2.33,,,,,
18,11020,153,Wren,5.34,94.66,19.4,29.94,0.47,2.4,0.52,18.94,31.03,39.93,37.17,6.31,3.07,7.66,6.85,8.01,1.05,0.27,0.28,2.09,0.25,2.13,47.73,57.14,58.03,61.93,30.15,34.72,38.07,3.24,37.7,47.16,20.87,16.76,15.2,27.81,5.47,151,164.58,148.68,40.04,31.04,63.28,0.64,0.41,0.68,2944.58,62.14,0.64,0.39,0.66,2988.65,60.82,0.63,0.37,0.63,2754.53,60.64,0.63,0.36,0.63,2867.39,62.33,0.67,0.39,0.66,2.37,,,,,
18,11101,167,CiscoII,5.54,94.46,20.63,30.93,0.49,2.4,0.69,20.13,32.74,41.3,39.12,6.59,2.1,7.26,6.68,8.05,1.13,0.29,0.32,2.14,0.27,1.97,47.45,58.05,61.34,64,27.13,32.37,36,2.85,36.7,45.32,21.71,15.97,14.87,25.95,4.95,143,159.49,137.25,38.78,28.75,62.28,0.63,0.39,0.66,2859.11,61.51,0.63,0.38,0.64,2922.73,58.68,0.62,0.33,0.59,2615.54,59,0.62,0.34,0.6,2750.78,61.32,0.67,0.38,0.64,2.36,,,,,
18,11102,202,Hi-Gest360,5.42,94.58,24.25,34.13,0.47,1.94,0.86,23.78,28.44,35.71,32.83,5.77,1.98,8.35,8.17,8.25,1.14,0.33,0.32,2.31,0.31,2.13,54.12,64.23,64.51,64.79,33.57,38.38,35.21,3.65,41.6,51.59,16.39,12.67,12.57,25.54,5.88,174,205.61,182.3,43.71,30.51,67.33,0.68,0.47,0.75,3222.85,66.02,0.67,0.45,0.72,3261.06,64.43,0.67,0.43,0.7,3005.67,64.09,0.66,0.42,0.69,3114.02,64.38,0.71,0.43,0.7,2.49,,,,,
18,11103,134,452490,5.37,94.63,20.06,29.11,0.41,2.07,0.5,19.64,30.68,39.2,37.02,6.14,2.7,8.03,7.44,7.82,1.03,0.28,0.28,2.3,0.27,2.1,49.95,62.06,62.75,63.44,30.53,35.7,36.56,3.1,37.9,47.73,19.62,14.6,14.33,25.59,5.37,154,181.06,154.03,40.57,31.32,64.64,0.65,0.43,0.7,3030.18,64.17,0.65,0.42,0.69,3109.82,61.8,0.64,0.38,0.65,2821.32,61.36,0.64,0.38,0.64,2921.55,63.02,0.68,0.4,0.67,2.4,,,,,
18,11104,152,GoldFinch,5.54,94.46,20.61,30.94,0.42,2.04,0.56,20.19,29.09,37.72,34.79,5.77,3.15,7.85,7,8.21,1,0.29,0.26,2.31,0.26,2.29,52.65,63.02,63.31,63.59,35.57,40.14,36.41,4.32,43.7,53.41,17.86,13.84,13.73,27.08,6.5,163,191.28,175.52,45.24,31.74,66.21,0.67,0.45,0.73,3132.9,65.01,0.66,0.44,0.71,3177.36,64.49,0.66,0.43,0.7,2976.51,63.92,0.66,0.42,0.69,3076.33,63.86,0.69,0.42,0.69,2.42,,,,,
18,11105,2,170543,5.45,94.55,20.8,29.8,0.5,2.4,0.84,20.31,32.75,41.5,39.23,6.63,2.29,7.4,6.78,7.97,1.18,0.28,0.35,1.83,0.27,1.96,48.02,57.84,60.1,62.95,25.87,30.33,37.05,3.09,37.5,44.99,21.57,16.56,15.37,26.52,5.01,142,158.35,135.92,38.47,28.62,62.56,0.63,0.4,0.66,2873.82,61.48,0.63,0.38,0.64,2922.58,57.69,0.61,0.31,0.57,2568.35,58.92,0.62,0.34,0.6,2747.87,61.32,0.67,0.38,0.64,2.36,,,,,
18,11106,109,Alfagraze,5.4,94.6,19.35,28.57,0.46,2.38,0.54,18.89,32.77,41.48,38.59,6.73,2.57,7.41,6.54,7.95,1.06,0.27,0.29,2.16,0.26,1.99,46.46,56.05,56.63,60.7,27.14,31.14,39.3,2.85,34.8,43.56,22.21,17.99,16.3,26.98,5.02,142,154.05,132.65,37.15,29.77,61.88,0.63,0.38,0.65,2840.16,60.87,0.62,0.37,0.63,2890.34,58.05,0.61,0.32,0.58,2585.37,58.35,0.61,0.33,0.59,2717.45,61.16,0.66,0.37,0.64,2.34,,,,,
