Year,ID,Gen,Variety,Moist,DM,Cprot,Psolu,ADICP,ADICP_pct,NDICP,CP_Av,ADF,aNDF,aNDFo,Ligin,Starc,Su_WS,Su_ES,Ash,Ca,P,Mg,K,S,Fat,T_NDFd30,T_NDFd48,NDFD120,NDFD240,S_NDFd24,S_NDFd30,NDF_I,NDF_Kd,TTNDFD,S_NDFd48,uNDF30,uNDF120,uNDF240,RUP,NDF_D,RFV,T_RFQ,S_RFQ,TTNDFD,NFC,T_Milk30_TDN,T_Milk30_NEL,T_Milk30_NEG,T_Milk30_NEM,T_Milk30,T_Milk48_TDN,T_Milk48_NEL,T_Milk48_NEG,T_Milk48_NEM,T_Milk48_S,S_Milk30_TDN,S_Milk30_NEL,S_Milk30_NEG,S_Milk30_NEM,S_Milk30,S_Milk48_TDN,S_Milk48_NEL,S_Milk48_NEG,S_Milk48_NEM,S_Milk48_S,Lig_TDN,Lig_NEL,Lig_NEG,Lig_NEM,NRC,Cal_TDN,ADF_TDN,ADF_NEL,ADF_NEG,ADF_NEM
18,30602,116,467906,4.75,95.25,22.43,37.6,0.57,2.53,0.78,21.86,33.95,41.11,37.64,6.67,1.4,6.44,5.77,10.26,1.27,0.35,0.3,2.78,0.27,2.04,48.51,59.09,61.4,65.1,29.86,34.2,34.9,2.91,37.7,47.34,21.17,15.87,14.35,25,5.11,141,157.79,137.93,40.32,24.95,60.7,0.61,0.37,0.63,2705.13,59.83,0.6,0.35,0.61,2764.72,57.59,0.59,0.31,0.57,2485.41,57.73,0.59,0.32,0.57,2613.96,59.18,0.67,0.34,0.6,2.36,,,,,
18,30603,60,262544,5.13,94.87,23.63,37.7,0.54,2.29,1,23.09,34.09,40.87,38.13,6.66,1.29,6.09,5.17,10.29,1.23,0.37,0.32,2.84,0.29,2.12,49.41,60.78,62.39,64.99,29.4,34.74,35.01,2.96,38,47.43,20.68,15.37,14.31,25.74,5.15,142,163.26,139.48,40.44,24.1,61.28,0.61,0.38,0.64,2743.13,60.61,0.61,0.36,0.63,2812.53,58.11,0.6,0.32,0.58,2519.65,58.02,0.6,0.32,0.58,2636.89,59.47,0.68,0.34,0.61,2.39,,,,,
18,30604,156,Swift,4.94,95.06,24.06,39.22,0.54,2.25,0.78,23.52,30.88,37.67,34.18,6.11,1.56,7.19,6.54,10.11,1.27,0.36,0.31,2.61,0.29,2.23,49.91,59.74,61.4,65.55,31.56,36.17,34.45,3.31,40.3,49.96,18.87,14.54,12.98,26.06,5.47,160,177.7,162.13,42.42,26.7,63.16,0.64,0.41,0.67,2909.64,62.04,0.63,0.39,0.65,2955.13,60.69,0.62,0.37,0.63,2715.92,60.79,0.62,0.37,0.63,2845.13,61.48,0.68,0.38,0.64,2.41,,,,,
18,30605,188,55Q28,4.7,95.3,24.72,38.77,0.57,2.29,0.93,24.15,32.35,39.26,36.59,6.37,1.01,7.07,5.83,9.79,1.28,0.36,0.32,2.73,0.29,2.13,50.8,60.93,63.4,66.22,30.35,34.53,33.78,2.72,37.2,47.35,19.32,14.37,13.26,25.39,4.99,151,172.7,148.18,40.36,25.03,63.02,0.63,0.4,0.67,2877.72,61.86,0.62,0.38,0.65,2923.68,59.32,0.61,0.34,0.6,2626.26,59.3,0.61,0.34,0.6,2747.09,60.85,0.68,0.37,0.63,2.4,,,,,
18,30606,140,464793,4.66,95.34,23.13,36.27,0.53,2.31,0.96,22.6,34.24,40.51,36.89,6.81,1.43,6.52,5.24,10.3,1.24,0.36,0.33,2.76,0.28,2.09,49.57,59.81,61.32,62.83,32.28,36.79,37.17,3.61,40.1,49.78,20.43,15.67,15.06,25.78,5.83,143,162.51,146.51,42.18,24.93,61.48,0.61,0.38,0.64,2758.48,60.43,0.61,0.36,0.62,2809.52,59.26,0.6,0.34,0.6,2581.05,59.01,0.6,0.34,0.6,2692.69,59.34,0.67,0.34,0.6,2.38,,,,,
18,30607,76,452476,4.66,95.34,23.73,37.85,0.59,2.48,1.05,23.14,35.08,41.62,38.62,6.99,1.03,5.79,4.54,10.76,1.26,0.36,0.31,3.05,0.28,2.05,48.76,61.6,62.46,63.32,32.81,37.71,36.68,3.46,39.7,49.88,21.33,15.63,15.27,24.88,5.77,138,160.45,140.43,42.27,22.89,60.13,0.6,0.36,0.62,2651.22,59.98,0.6,0.35,0.62,2746.36,58.65,0.59,0.33,0.59,2509.88,57.97,0.59,0.32,0.58,2601.58,58.22,0.66,0.32,0.58,2.34,,,,,
18,30608,109,Alfagraze,4.71,95.29,22.7,36.04,0.57,2.52,0.83,22.13,33.49,40.03,36.62,6.86,1.6,6.54,5.96,9.5,1.16,0.34,0.29,2.74,0.28,2.12,46.58,58.05,59.72,61.39,28.17,33.05,38.61,3.12,36.7,45.54,21.38,16.12,15.45,27.97,5.27,146,162.57,140.97,38.78,26.48,61.29,0.62,0.38,0.64,2789.73,60.9,0.62,0.37,0.63,2871.15,58.49,0.61,0.33,0.59,2582.88,58.55,0.61,0.33,0.59,2705.61,60.17,0.67,0.36,0.62,2.36,,,,,
18,30609,101,467914,4.9,95.1,24.04,38.03,0.56,2.33,0.93,23.48,33.4,39.75,36.81,6.8,0.98,6.45,5.12,10.27,1.31,0.36,0.32,2.68,0.29,2.08,47.41,57.79,59.35,62.35,31.48,36.35,37.65,3.22,37.9,48.02,20.91,16.16,14.97,25.26,5.56,147,161.23,146.05,40.73,24.79,60.93,0.61,0.37,0.63,2746.89,60.14,0.61,0.36,0.62,2808.15,59.41,0.61,0.34,0.61,2602.32,58.76,0.6,0.33,0.59,2692.58,59.6,0.68,0.35,0.61,2.4,,,,,
18,30610,185,54VQ52,4.76,95.24,23.49,40.54,0.59,2.53,1.28,22.9,32.73,39.44,36.13,6.85,1.68,6.87,6.65,9.07,1.17,0.35,0.31,2.52,0.28,2.05,45.97,54.68,57.04,61.34,29.1,33.41,38.66,3.17,37,46.08,21.31,16.94,15.25,28.14,5.36,150,158.54,146.37,39.16,27.23,61.86,0.63,0.38,0.65,2850.1,60.69,0.63,0.37,0.63,2889.74,59.55,0.62,0.35,0.61,2665.75,59.62,0.62,0.35,0.61,2789.83,60.85,0.67,0.37,0.63,2.38,,,,,
18,30611,146,Dove,4.88,95.12,23.78,38.16,0.6,2.52,0.84,23.18,32.2,38.37,35.36,6.79,1.27,6.72,5.7,10.29,1.36,0.33,0.35,2.53,0.3,2.12,43.97,53.71,56.92,60.13,31.08,35.48,39.87,3.14,36.1,46.35,21.5,16.53,15.3,25.42,5.56,155,158.53,149.24,39.28,26.28,60.28,0.62,0.36,0.62,2741.5,59.6,0.61,0.35,0.61,2804.96,59.73,0.61,0.35,0.61,2645.07,58.94,0.61,0.34,0.6,2726.05,60.03,0.67,0.35,0.62,2.37,,,,,
18,30612,202,Hi-Gest360,4.86,95.14,24.15,39.39,0.53,2.2,0.84,23.62,30.83,38.42,34.8,6.06,1.77,7.28,6.97,9.75,1.18,0.36,0.3,2.45,0.29,2.16,50.43,60.37,62.25,66.77,30.66,35.55,33.23,3.28,40.9,50.11,19.05,14.5,12.77,27.37,5.36,157,175.89,159.14,42.63,26.37,63.32,0.63,0.41,0.68,2912.41,62.16,0.63,0.39,0.66,2957.15,60.3,0.62,0.36,0.62,2693.32,60.75,0.62,0.37,0.63,2839.43,61.6,0.68,0.38,0.65,2.41,,,,,
18,30613,129,467931,4.79,95.21,22.85,37.14,0.54,2.37,0.76,22.3,33.31,40.23,37.18,6.83,1.24,6.96,5.46,10.15,1.24,0.34,0.32,2.64,0.28,2.04,46.69,57.05,58.71,61.89,31.52,35.77,38.11,3.57,39.3,48.75,21.44,16.61,15.33,24.76,5.76,146,157.22,145.49,41.3,25.5,60.45,0.61,0.36,0.62,2714.76,59.7,0.61,0.35,0.61,2777.67,58.91,0.6,0.34,0.6,2569.9,58.79,0.6,0.33,0.59,2686.74,59.41,0.67,0.34,0.61,2.38,,,,,
18,30614,87,426208,4.89,95.11,23.1,37.83,0.62,2.7,0.81,22.48,31.31,38.09,34.17,6.55,2.07,6.96,6.78,10.35,1.3,0.32,0.33,2.45,0.28,2.09,45.49,55.84,57.25,61.92,31.55,34.58,38.08,2.79,35.2,45.57,20.76,16.28,14.5,24.73,5.17,158,164.96,148.78,38.62,27.18,60.94,0.62,0.37,0.63,2777.61,60.32,0.62,0.36,0.62,2845.69,59.4,0.61,0.34,0.6,2630.97,58.76,0.61,0.33,0.59,2718.68,60.27,0.67,0.36,0.62,2.36,,,,,
18,30615,150,Skylark,5.05,94.95,27.11,41.08,0.55,2.04,1.14,26.56,30.53,36.75,33.7,6.1,1.09,6.82,5.39,9.94,1.24,0.39,0.33,2.78,0.32,2.27,51.64,65.01,65.21,65.42,37.17,42.59,34.58,3.38,40.6,51.95,17.77,12.78,12.71,24.17,5.83,165,196.81,172.73,43.93,25.08,64.47,0.65,0.43,0.7,3003.83,64.26,0.65,0.42,0.69,3097.22,64.26,0.65,0.42,0.69,2919.97,62.18,0.64,0.39,0.66,2943.55,62.19,0.7,0.39,0.66,2.47,,,,,
18,30616,155,Robin,4.95,95.05,26.77,40.47,0.57,2.13,1.15,26.2,28.19,33.76,29.9,5.66,1.87,7.33,6.64,10.05,1.23,0.39,0.35,2.5,0.33,2.38,51.57,64.43,65.41,66.39,34.42,40.34,33.61,3.58,42.3,52.81,16.35,11.68,11.35,26.33,5.87,184,214.67,194.08,44.78,28.19,65.83,0.67,0.45,0.72,3137.8,65.52,0.67,0.44,0.72,3224.79,64.76,0.66,0.43,0.7,3009.81,64.01,0.66,0.42,0.69,3097.95,63.76,0.71,0.42,0.68,2.5,,,,,
18,30617,98,Wrangler,4.92,95.08,23.11,37.57,0.56,2.42,0.83,22.55,33.34,40.96,38.05,6.86,1.35,6.74,5.96,9.3,1.2,0.34,0.32,2.49,0.28,2.06,46.15,56.43,58.57,61.9,30.08,34.89,38.1,3.11,37,46.72,22.06,16.97,15.61,26.46,5.39,143,154.33,139.4,39.69,25.4,60.75,0.61,0.37,0.63,2747.79,60,0.61,0.35,0.62,2811.04,58.97,0.61,0.34,0.6,2592.02,58.55,0.61,0.33,0.59,2692.48,60,0.68,0.35,0.62,2.41,,,,,
18,30618,3,173738,4.89,95.11,21.1,37.85,0.55,2.62,0.64,20.55,35.07,43.63,39.97,7.11,1.73,6.41,5.44,9.34,1.08,0.33,0.27,2.62,0.25,1.96,45.8,55.14,58.36,62.63,27.98,32.36,37.37,2.62,34.4,44.02,23.65,18.17,16.3,27.32,4.89,131,139.09,121.29,37.61,24.61,59.09,0.59,0.34,0.6,2605.74,57.99,0.59,0.32,0.58,2652.6,56,0.58,0.29,0.54,2390.39,55.85,0.58,0.28,0.54,2501.02,58.54,0.65,0.33,0.59,2.32,,,,,
18,30619,88,430561,4.89,95.11,24.29,39.82,0.57,2.35,0.91,23.72,33.39,40.99,37.83,6.65,1.01,6.4,5.53,9.9,1.21,0.38,0.3,2.9,0.28,2.1,50.55,62.49,63.94,65.39,34.42,39.17,34.61,2.99,38.4,49.38,20.27,14.78,14.19,24.95,5.38,143,167.69,144.08,41.85,23.64,61.98,0.61,0.39,0.65,2784.6,61.39,0.61,0.38,0.64,2858.93,60.51,0.61,0.36,0.63,2642.7,58.93,0.6,0.34,0.6,2691.41,59.75,0.68,0.35,0.61,2.41,,,,,
18,30620,69,204591,5.03,94.97,24,38.7,0.54,2.27,0.95,23.46,32.44,39.1,35.22,6.5,1.7,6.55,6.08,9.77,1.13,0.37,0.31,2.77,0.3,2.15,50.21,62.47,63.18,63.9,32.71,38.33,36.1,3.33,39.4,49.87,19.47,14.4,14.12,27.72,5.69,151,177.62,155.08,42.31,25.92,62.95,0.63,0.4,0.67,2881.43,62.51,0.63,0.4,0.66,2962.64,61.28,0.62,0.38,0.64,2728.88,60.34,0.62,0.36,0.62,2807.36,60.81,0.68,0.37,0.63,2.39,,,,,
18,30701,149,KingBird,4.96,95.04,24.49,39.64,0.52,2.14,0.77,23.97,31.1,38.68,35.56,6.18,1.47,7.43,6.77,9.53,1.22,0.37,0.31,2.67,0.29,2.12,52.55,60.87,62.41,66.16,34.35,39.8,33.84,3.56,42,52.52,18.35,14.54,13.09,26.81,5.85,156,176.1,163.83,44.52,25.95,64.13,0.64,0.42,0.69,2950.27,62.3,0.63,0.39,0.66,2962.85,62.25,0.63,0.39,0.66,2787.11,61.54,0.63,0.38,0.64,2879.01,61.51,0.68,0.38,0.64,2.42,,,,,
18,30702,165,AFX009,5.29,94.71,24.88,40.75,0.56,2.25,0.82,24.32,28.13,35.13,32.5,5.54,2.41,7.16,6.65,10.32,1.19,0.37,0.31,2.84,0.3,2.31,53.48,63.68,64.82,67.65,35.44,40.32,32.35,3.44,42.3,53.36,16.34,12.36,11.36,28.32,5.77,177,202.51,185.15,45.18,28.18,65.5,0.66,0.44,0.72,3075.86,64.28,0.65,0.42,0.69,3117.75,63.69,0.65,0.41,0.68,2912.26,63.08,0.65,0.4,0.67,3008.59,62.98,0.7,0.4,0.67,2.46,,,,,
18,30703,138,467893,5.18,94.82,24.16,38.73,0.6,2.48,1.04,23.56,32.81,40.36,37.06,6.64,1.31,6.75,6.21,9.91,1.26,0.36,0.34,2.51,0.29,2.06,50.2,57.06,60.73,64.43,32.85,37.92,35.57,3.69,41.5,51.22,20.1,15.85,14.36,28,5.86,146,157.36,151.4,43.42,24.55,62.14,0.62,0.39,0.66,2806.68,59.97,0.61,0.35,0.62,2801.45,60.23,0.61,0.36,0.62,2643.54,59.94,0.61,0.35,0.61,2754.76,59.92,0.68,0.35,0.61,2.42,,,,,
18,30704,201,22338_VernalFD2,5.05,94.95,24.25,38.27,0.57,2.34,1.05,23.69,31.19,37.43,34.66,6.04,1.97,6.76,6.5,10.58,1.16,0.37,0.31,2.79,0.29,2.24,52.5,63.57,64.38,67.15,34.24,39.95,32.85,3.51,42.4,52.9,17.78,13.33,12.3,25.39,5.78,161,187.66,169.63,44.87,26.55,63.92,0.64,0.42,0.69,2940.44,62.96,0.63,0.4,0.67,2996.59,62.2,0.63,0.39,0.66,2783.66,61.57,0.63,0.38,0.64,2879.43,61.27,0.68,0.37,0.64,2.41,,,,,
18,30705,31,467964,5.04,94.96,24.96,38.13,0.5,2.02,0.95,24.46,31.73,37.83,34.36,6.25,1.23,6.88,5.46,10.21,1.26,0.37,0.34,2.73,0.3,2.14,50.86,62.67,63.95,65.22,33.1,38.99,34.78,4.05,43.7,52.92,18.59,13.64,13.16,25.3,6.1,158,183.66,167.89,44.9,25.81,63.3,0.63,0.41,0.68,2907.37,62.68,0.63,0.4,0.66,2979.91,61.74,0.63,0.38,0.65,2758.88,61.54,0.63,0.38,0.64,2875.99,61.17,0.68,0.37,0.64,2.41,,,,,
18,30706,152,GoldFinch,5.47,94.53,26.75,42.86,0.51,1.9,0.81,26.24,28.47,35.18,32.46,5.52,1.56,6.54,5.98,10.14,1.16,0.42,0.3,3.03,0.31,2.42,55.14,66.97,67.8,68.62,35.22,41.73,31.38,3.67,44.1,54.76,15.78,11.33,11.04,27.54,5.91,176,211.32,188.85,46.46,26.33,66.27,0.66,0.46,0.73,3120.37,65.38,0.66,0.44,0.71,3180.62,64.47,0.65,0.43,0.7,2957.26,63.69,0.65,0.41,0.68,3046.85,63.38,0.71,0.41,0.68,2.49,,,,,
18,30707,70,183695,4.77,95.23,23.47,34.54,0.56,2.38,1.04,22.91,33.74,40.39,36.97,6.87,1.04,7.4,5.82,9.88,1.26,0.34,0.33,2.6,0.29,1.91,50.49,59.9,61.23,62.55,30.41,34.76,37.45,4.02,41.8,49.96,20,15.66,15.13,26.29,5.92,144,163.81,148.01,42.37,25.39,62.12,0.62,0.39,0.65,2800.31,60.73,0.61,0.37,0.63,2835.06,58.56,0.6,0.33,0.59,2557.58,59.35,0.61,0.34,0.6,2720.23,59.48,0.68,0.35,0.61,2.39,,,,,
18,30708,151,Raven,5.23,94.77,23.95,40.56,0.57,2.37,0.75,23.38,32.01,38.39,35.75,6.43,1.81,6.47,5.89,9.58,1.15,0.38,0.31,2.88,0.29,2.21,51.16,59.58,61.15,64.07,33.85,39.49,35.93,3.69,41.3,51.56,18.75,14.92,13.8,28.76,6,155,174.64,163.26,43.7,26.61,63.8,0.64,0.42,0.69,2943.61,62.12,0.63,0.39,0.65,2962.48,62.33,0.63,0.39,0.66,2800.09,61.44,0.63,0.38,0.64,2882.23,61.29,0.68,0.38,0.64,2.4,,,,,
18,30709,142,464773,5.27,94.73,22.95,35.6,0.56,2.45,1.09,22.39,34.05,40.59,36.56,6.62,1.54,6.59,5.22,11.39,1.36,0.36,0.36,2.69,0.28,1.95,52.9,62.71,64.43,66.16,38.48,42.47,33.84,3.92,43.7,55.1,19.12,14.44,13.74,23.64,6.37,143,166.28,155.79,46.57,24.22,61.62,0.6,0.38,0.65,2718.07,60.15,0.6,0.36,0.62,2750.86,60.82,0.6,0.37,0.63,2606.86,59.69,0.59,0.35,0.61,2682.38,58.31,0.66,0.33,0.58,2.33,,,,,
18,30710,117,467905,5.38,94.62,24.35,39.63,0.59,2.42,0.87,23.76,30.33,36.53,33.68,6.05,2.29,6.73,6.12,10.12,1.18,0.38,0.38,2.76,0.33,2.12,52.73,62.37,63.44,66.63,34.86,40.68,33.37,4.33,45.8,55.19,17.27,13.36,12.19,27.91,6.34,166,190.49,180.97,46.82,27.76,64.62,0.65,0.43,0.7,3001.9,63.25,0.64,0.41,0.68,3036.59,63.17,0.64,0.41,0.67,2857.51,62.97,0.64,0.4,0.67,2975.92,61.77,0.69,0.38,0.65,2.42,,,,,
18,30711,111,Agate,5.1,94.9,25.01,38.56,0.55,2.19,1.08,24.46,32.35,38.4,34.56,6.54,1.64,6.43,5.15,10.66,1.28,0.37,0.35,2.59,0.31,2.18,49.52,58.42,60.04,61.66,35.81,39.88,38.34,3.82,40.3,51.16,19.38,15.35,14.72,25.62,6.32,154,169.06,159.7,43.25,24.83,62.17,0.62,0.39,0.66,2827.65,60.79,0.62,0.37,0.63,2859.42,61.52,0.62,0.38,0.64,2723.72,60.33,0.62,0.36,0.62,2790.52,60.21,0.68,0.36,0.62,2.39,,,,,
18,30712,166,Hi-Gest660,5.34,94.66,24.47,38.84,0.55,2.23,1.1,23.92,30.65,36.95,33.42,5.89,2.36,6.19,5.56,12.24,1.33,0.37,0.36,2.64,0.32,2.14,51.01,59.28,62.97,66.24,34.76,37.79,33.76,3.72,42.8,52.89,18.1,13.68,12.47,26.19,5.88,164,174.99,167.65,44.71,25.3,61.85,0.61,0.38,0.65,2784.6,60.22,0.61,0.36,0.62,2803.78,59.75,0.61,0.35,0.61,2608.3,60.08,0.61,0.36,0.62,2751.28,59.92,0.69,0.35,0.61,2.42,,,,,
18,30713,186,SW5512Y,4.95,95.05,25.44,38.94,0.57,2.24,1.01,24.87,29.85,36.31,32.66,6,1.75,7.69,7.01,9.97,1.25,0.37,0.36,2.58,0.32,2.05,53.83,63.5,64.89,66.28,38.22,43.18,33.72,4.59,46.5,56.73,16.77,12.75,12.25,25.47,6.78,168,194.86,186.28,48.1,27.24,65.19,0.65,0.44,0.71,3038.76,63.77,0.64,0.42,0.68,3070.92,64.45,0.65,0.43,0.7,2928.2,63.65,0.64,0.41,0.68,3018.6,62.07,0.69,0.39,0.65,2.44,,,,,
18,30714,24,502646,5.07,94.93,24.32,38.32,0.52,2.12,0.99,23.8,30.13,36.26,33,5.93,2.22,7.16,6.44,11.04,1.2,0.36,0.33,2.67,0.3,2.26,50.96,62.9,63.8,64.7,35.47,39.38,35.3,3.71,41.8,52.42,17.78,13.13,12.8,25.7,6.04,168,191.48,173.99,44.32,27.12,63.42,0.64,0.41,0.68,2923.57,62.86,0.63,0.4,0.67,2998.26,62.06,0.63,0.39,0.65,2783.52,61.55,0.63,0.38,0.64,2884.05,61.41,0.68,0.38,0.64,2.41,,,,,
18,30715,143,467899,5.35,94.65,25.38,38.77,0.52,2.06,0.96,24.86,29.65,35.71,31.54,5.85,1.87,7.08,6.27,11.15,1.34,0.37,0.4,2.64,0.32,2.17,53.28,63.36,64.77,66.19,37.24,41.38,33.81,4.57,46.4,56.19,16.69,12.58,12.08,23.93,6.65,171,195.14,185.63,47.6,26.54,64.21,0.64,0.42,0.69,2963.75,62.96,0.63,0.4,0.67,3004.19,62.9,0.63,0.4,0.67,2825.55,62.71,0.63,0.4,0.67,2945.41,61.47,0.69,0.38,0.64,2.43,,,,,
18,30716,168,AFX012,5.27,94.73,25.71,40.52,0.51,2,1.06,25.2,28.98,35.24,31.8,5.66,2.44,6.91,6.24,11.37,1.24,0.38,0.34,2.53,0.32,2.23,51.99,59.38,62.41,66.08,34.7,38.95,33.92,3.24,40.2,51.44,16.92,13.25,11.95,27.42,5.64,175,187.85,176.8,43.54,26.51,63.85,0.64,0.42,0.69,2952.6,61.97,0.63,0.39,0.65,2957.92,61.99,0.63,0.39,0.65,2786.43,61.37,0.63,0.38,0.64,2880.43,61.79,0.69,0.38,0.65,2.44,,,,,
18,30717,132,452500,5.08,94.92,23.98,37.41,0.54,2.26,1.15,23.44,33.76,40.39,36.03,6.69,1.44,6.16,4.84,11.46,1.29,0.36,0.34,2.67,0.29,2.02,48.86,58.03,58.64,63.09,33.36,37,36.91,3.78,41.1,50.76,20.66,16.7,14.91,25.03,5.97,144,155.83,146.53,42.94,23.3,60.07,0.6,0.35,0.62,2648.95,58.76,0.59,0.33,0.59,2685.41,58.27,0.59,0.32,0.58,2490.69,58.26,0.59,0.32,0.58,2614.98,58.38,0.66,0.33,0.59,2.35,,,,,
18,30718,174,AFX019,5.01,94.99,24.07,38.23,0.47,1.96,0.91,23.6,32.14,38.43,34.85,6.25,1.8,6.58,5.22,11.58,1.25,0.36,0.33,2.73,0.3,2.19,49.74,59.25,60.21,63.69,33.59,36.58,36.31,3.56,40.4,50.47,19.31,15.29,13.95,24.98,5.8,155,168.57,155.58,42.66,24.65,61.33,0.61,0.38,0.64,2749.99,60.1,0.61,0.36,0.62,2790.42,59.06,0.6,0.34,0.6,2567.51,59.15,0.6,0.34,0.6,2696.36,59.7,0.68,0.35,0.61,2.41,,,,,
18,30719,202,Hi-Gest360,4.62,95.38,23.98,34.98,0.52,2.16,1.27,23.46,32.3,39.02,34.14,6.33,1.93,7.05,5.05,12.61,1.32,0.35,0.32,2.72,0.3,2,52.98,60.3,61.65,62.99,36.22,37.24,37.01,4.31,43.2,52.86,18.35,14.97,14.44,25.47,6.44,152,165.16,155.36,44.61,23.66,61.23,0.6,0.37,0.64,2692.42,59.06,0.59,0.34,0.6,2688.26,58,0.58,0.32,0.58,2463.91,58.59,0.59,0.33,0.59,2619.28,58.19,0.66,0.32,0.58,2.34,,,,,
18,30720,20,502481,5.16,94.84,24.75,39.27,0.52,2.09,1.01,24.23,31.41,37.94,34.54,5.95,1.66,6.49,5.79,10.79,1.24,0.39,0.34,2.73,0.3,2.26,53.15,65.07,66.46,67.85,34.38,38.76,32.15,3.66,43.6,53.63,17.78,12.73,12.2,25.6,5.8,158,187.99,167.92,45.43,25.27,63.72,0.63,0.41,0.68,2910.65,62.95,0.63,0.4,0.67,2977.02,61.19,0.62,0.37,0.64,2714.91,61.33,0.62,0.38,0.64,2849.04,61.1,0.68,0.37,0.64,2.41,,,,,
18,30801,58,277882,4.94,95.06,21.55,35.48,0.5,2.32,0.79,21.05,34.98,42.14,38.11,7.01,1.67,6.77,6.04,10.23,1.12,0.34,0.32,2.72,0.26,2.01,47.54,55.06,56.76,61.22,28.21,31.93,38.78,3.26,37.4,45.79,22.1,18.22,16.34,28.48,5.32,136,143.56,129.92,38.92,24.87,59.83,0.6,0.35,0.61,2643.56,58.02,0.59,0.32,0.58,2654.94,55.9,0.58,0.28,0.54,2385.41,56.63,0.58,0.3,0.55,2540.72,58.47,0.65,0.33,0.59,2.32,,,,,
18,30802,66,206574,4.79,95.21,22.92,36.47,0.55,2.39,1,22.37,32.91,39.27,35.67,6.42,2.09,6.43,5.69,11.18,1.16,0.35,0.31,2.82,0.28,2.05,50.95,59.81,61.2,64.82,32.54,37.42,35.18,3.87,42.6,51.81,19.26,15.24,13.82,27.19,5.92,150,166.4,155.19,43.92,25.58,61.73,0.61,0.38,0.65,2764.25,60.18,0.6,0.36,0.62,2789.87,59.34,0.6,0.34,0.6,2576.85,59.5,0.6,0.35,0.61,2709.97,59.33,0.67,0.34,0.6,2.38,,,,,
18,30803,36,468010,5.06,94.94,21.49,37.31,0.53,2.48,0.63,20.95,35.2,42.81,40.17,7.02,1.24,6.48,5.74,10.5,1.18,0.34,0.31,2.95,0.25,1.9,48.23,56.45,61.4,63.65,29.6,34.74,36.35,3.34,39.3,48.23,22.16,16.52,15.56,27.01,5.44,134,142.85,131.43,41.01,23.93,59.32,0.59,0.34,0.6,2585.08,57.64,0.58,0.31,0.57,2605.03,56.47,0.57,0.29,0.55,2380.61,56.68,0.58,0.3,0.55,2512.71,57.72,0.64,0.32,0.57,2.29,,,,,
18,30804,19,502480,5.26,94.74,22.39,38,0.53,2.37,0.79,21.86,32.4,39.35,35.74,6.35,2.48,6.46,5.7,10.97,1.12,0.35,0.3,2.89,0.26,2.04,48.81,58.21,60.93,64.65,30.43,35.04,35.35,3.35,40,49.07,20.14,15.37,13.91,27.33,5.44,150,162.46,148.72,41.69,26.05,60.97,0.61,0.37,0.63,2729.17,59.75,0.6,0.35,0.61,2769.99,58.27,0.6,0.32,0.58,2527.02,58.61,0.6,0.33,0.59,2666.91,59.52,0.67,0.35,0.61,2.38,,,,,
18,30805,169,AFX013,4.97,95.03,23.05,37.19,0.52,2.26,0.97,22.53,32.46,39.72,36.78,6.37,1.84,6.92,5.9,11.42,1.21,0.35,0.32,2.67,0.28,2.08,50.44,57.6,61.19,63.73,33.67,36.72,36.27,3.98,42.4,51.73,19.69,15.41,14.41,26.83,6.07,149,158.26,152.22,43.74,24.71,61.1,0.6,0.37,0.64,2715.03,59.03,0.6,0.34,0.6,2714.68,58.55,0.59,0.33,0.59,2520.46,59.01,0.6,0.34,0.6,2668.41,59.06,0.67,0.34,0.6,2.37,,,,,
18,30806,118,467904,4.83,95.17,22.06,36.94,0.52,2.35,0.89,21.54,31.72,39.27,35.59,6.21,2.7,7.42,7.16,10.96,1.12,0.34,0.29,2.64,0.26,2.07,49.57,58.53,60.38,64.22,33.68,37.41,35.78,3.68,41.3,51.26,19.8,15.56,14.05,27.03,5.89,152,163.92,154.51,43.37,26.54,61.42,0.61,0.38,0.64,2757.87,60.01,0.61,0.35,0.62,2789.43,59.56,0.6,0.35,0.61,2596.3,59.54,0.6,0.35,0.61,2720.13,59.83,0.67,0.35,0.61,2.38,,,,,
18,30807,201,22338_VernalFD2,4.87,95.13,21.96,36.73,0.62,2.8,0.7,21.35,35.25,42.31,39.75,7.43,1.17,6.83,5.65,9.69,1.19,0.33,0.3,2.85,0.25,1.94,47.12,56.31,57.49,59.97,33.43,37.65,40.03,3.97,39.8,49.54,22.37,17.98,16.93,26.34,6.28,135,146.66,138.55,41.93,24.8,59.95,0.6,0.35,0.61,2659.76,58.72,0.59,0.33,0.59,2700.39,59.1,0.6,0.34,0.6,2549.16,58.31,0.59,0.33,0.58,2635.39,58.16,0.65,0.32,0.58,2.31,,,,,
18,30808,91,405068_Mandan1271,5.33,94.67,26.13,40.89,0.59,2.25,1.07,25.55,28.52,35.28,31.72,5.69,1.96,7.46,7.06,10.4,1.21,0.38,0.34,2.73,0.31,2.29,54.81,66.24,66.69,67.15,41.33,46.63,32.85,4.42,46.5,58.12,15.94,11.75,11.59,25.1,6.95,176,207.84,195.76,49.3,26.96,65.83,0.66,0.45,0.72,3088.02,64.86,0.65,0.43,0.7,3143.64,66.22,0.66,0.45,0.73,3031.68,64.42,0.65,0.43,0.7,3074.43,62.7,0.7,0.4,0.67,2.47,,,,,
