,Estimate,Std. Error,df,t value,lower,upper,Pr(>|t|)
FD4:locID - FD5:locID,-0.46408398904864,0.417832818583871,24.1974223346012,-1.11069300545018,-1.32607636397473,0.39790838587745,0.277615912488057
FD4:locID - FD6:locID,-0.54296999292123,0.41783281858387,24.1974223457519,-1.2994910135625,-1.40496236782648,0.319022381984018,0.206020434071733
FD4:locID - FD1:locOR,-1.16497263690953,2.56415398054817,2.9099271481444,-0.454330217977189,-9.47002860877712,7.14008333495806,0.68133124010263
FD4:locID - FD2:locOR,-2.10057105358061,2.56415398054825,2.90992711566596,-0.819206283833034,-10.4056270799711,6.20448497280983,0.474379022935135
FD4:locID - FD3:locOR,-1.50246543511428,2.56017361669995,2.89189890846906,-0.58686076026787,-9.82511782279031,6.82018695256176,0.599953896429035
FD4:locID - FD4:locOR,-2.14588726936009,2.55017920503867,2.84699585584078,-0.841465284133844,-10.5141091983358,6.22233465961565,0.464880171844836
FD4:locID - FD5:locOR,-1.70958230831563,2.56415398054825,2.90992711633326,-0.666723730822943,-10.0146383335859,6.59547371695461,0.553995246753142
FD4:locID - FD6:locOR,-1.70304356433305,2.56415398054824,2.90992711765149,-0.664173671804578,-10.0080995873903,6.60201245872423,0.555412886434923
FD4:locID - FD1:locWA,-1.75292077782795,2.56061555886819,2.89310820568667,-0.684570072128579,-10.074947294796,6.56910573914012,0.54442145686029
FD4:locID - FD2:locWA,-2.42441902423231,2.56061555886825,2.89310817598397,-0.94681101809124,-10.7464455918303,5.89760754336563,0.415916486014642
FD4:locID - FD3:locWA,-2.00678567226535,2.55720143040826,2.87771536673228,-0.784758544400222,-10.3441208748854,6.3305495303547,0.49207477880765
FD4:locID - FD4:locWA,-2.36466347453833,2.54739990973424,2.83382969114157,-0.928265509275705,-10.7473067112574,6.01797976218075,0.425361453968452
FD4:locID - FD5:locWA,-2.13729824209139,2.56061555886825,2.89310817546625,-0.83468142442907,-10.4593248105718,6.18472832638903,0.467200122482919
FD4:locID - FD6:locWA,-2.51708699446207,2.56061555886825,2.89310817524263,-0.98300074204602,-10.8391135633237,5.80493957439952,0.400506304591975
FD5:locID - FD6:locID,-0.07888600387259,0.417832818583871,24.1974223437096,-0.188798008112317,-0.940878378781656,0.783106371036476,0.851825695319656
FD5:locID - FD1:locOR,-0.700888647860889,2.56415398054817,2.90992715052146,-0.273341091517075,-9.00594461573803,7.60416732001625,0.802837623564618
FD5:locID - FD2:locOR,-1.63648706453197,2.56415398054824,2.90992711806544,-0.638217157372924,-9.94154308689432,6.66856895783039,0.57000184041168
FD5:locID - FD3:locOR,-1.03838144606564,2.56017361669995,2.89189891084703,-0.405590245635022,-9.36103382968414,7.28427093755286,0.713176300945245
FD5:locID - FD4:locOR,-1.68180328031144,2.56415398054824,2.90992711978704,-0.655890127141216,-9.9868592997837,6.62325273916081,0.560037246924006
FD5:locID - FD5:locOR,-1.24549831926699,2.55017920503867,2.84699585709359,-0.488396390656044,-9.6137202460152,7.12272360748123,0.660398798017613
FD5:locID - FD6:locOR,-1.23895957528441,2.56415398054824,2.90992712003621,-0.483184545344469,-9.54401559433838,7.06609644376955,0.662979533286304
FD5:locID - FD1:locWA,-1.28883678877931,2.56061555886819,2.89310820781332,-0.503330843365254,-9.6108633021224,7.03318972456377,0.650543490806993
FD5:locID - FD2:locWA,-1.96033503518367,2.56061555886825,2.89310817814243,-0.765571789327919,-10.2823615991024,6.36169152873507,0.50152646184108
FD5:locID - FD3:locWA,-1.54270168321671,2.55720143040826,2.87771536887875,-0.603277342516744,-9.88003688212638,6.79463351569296,0.590543028486575
FD5:locID - FD4:locWA,-1.90057948548969,2.56061555886825,2.89310818016787,-0.742235389028769,-10.222606045956,6.42144707497659,0.513590134586568
FD5:locID - FD5:locWA,-1.67321425304275,2.54739990973423,2.83382969075508,-0.656832186673553,-10.0558574904575,6.70942898437203,0.560693559539168
FD5:locID - FD6:locWA,-2.05300300541343,2.56061555886825,2.89310817740726,-0.801761513282699,-10.3750295705853,6.26902355975843,0.483290486750579
FD6:locID - FD1:locOR,-0.622002643988299,2.56415398054818,2.90992714613563,-0.242576166917763,-8.92705861922809,7.68305333125149,0.824421168996999
FD6:locID - FD2:locOR,-1.55760106065938,2.56415398054825,2.90992711365699,-0.607452232773613,-9.86265709042235,6.74745496910359,0.587665581049643
FD6:locID - FD3:locOR,-0.959495442193045,2.56017361669995,2.89189890645721,-0.374777490063283,-9.2821478333019,7.36315694891581,0.733613320030453
FD6:locID - FD4:locOR,-1.60291727643885,2.56415398054825,2.90992711539572,-0.625125202541905,-9.90797330328296,6.70213875040525,0.577469548100602
FD6:locID - FD5:locOR,-1.1666123153944,2.56415398054825,2.90992711432902,-0.454969679763522,-9.47166834402923,7.13844371324043,0.680921194521512
FD6:locID - FD6:locOR,-1.16007357141182,2.55017920503867,2.8469958540769,-0.454898843626259,-9.52829550352377,7.20814836070012,0.681614175848451
FD6:locID - FD1:locWA,-1.20995078490672,2.56061555886819,2.89310820641142,-0.47252340583353,-9.53197730063943,7.11207573082598,0.669901873335533
FD6:locID - FD2:locWA,-1.88144903131108,2.56061555886825,2.89310817669865,-0.734764351796196,-10.2034755976908,6.44057753506865,0.517502685209392
FD6:locID - FD3:locWA,-1.46381567934412,2.55720143040826,2.87771536743744,-0.572428773868791,-9.80115088074525,6.87351952205701,0.608682413773788
FD6:locID - FD4:locWA,-1.8216934816171,2.56061555886825,2.89310817872939,-0.711427951497047,-10.1437200445353,6.50033308130114,0.529881108651574
FD6:locID - FD5:locWA,-1.59432824917016,2.56061555886825,2.89310817618999,-0.622634758134027,-9.91635481641692,6.72769831807661,0.579140342169475
FD6:locID - FD6:locWA,-1.97411700154084,2.54739990973424,2.83382968911584,-0.774953706325127,-10.3567602419063,6.40852623882464,0.497853419155439
FD1:locOR - FD2:locOR,-0.935598416671079,0.417832818583871,24.1974223138689,-2.23916929225912,-1.79759079163592,-0.0736060417062391,0.0345977361440868
FD1:locOR - FD3:locOR,-0.337492798204746,0.392705497214938,19.1008967164274,-0.859404313405949,-1.1591410873514,0.484155490941913,0.400775075538861
FD1:locOR - FD4:locOR,-0.980914632450555,0.417832818583871,24.1974223126285,-2.34762466906045,-1.84290700741771,-0.118922257483397,0.0273996769564735
FD1:locOR - FD5:locOR,-0.544609671406096,0.417832818583871,24.1974223100105,-1.30341525888728,-1.40660204637815,0.317382703565955,0.204699073704267
FD1:locOR - FD6:locOR,-0.538070927423523,0.417832818583871,24.1974223079018,-1.28776607172018,-1.40006330239952,0.32392144755247,0.210007654701784
FD1:locOR - FD1:locWA,-0.587948140918425,2.54739990972893,2.83383048527058,-0.230803235358907,-8.97058994816068,7.79469366632383,0.833117552547485
FD1:locOR - FD2:locWA,-1.25944638732278,2.56061555886299,2.89310899827839,-0.491852977680892,-9.58147155326423,7.06257877861866,0.657713449021439
FD1:locOR - FD3:locWA,-0.84181303535582,2.55720143040299,2.8777161843122,-0.329193087938777,-9.17914682469699,7.49552075398535,0.764503959195005
FD1:locOR - FD4:locWA,-1.1996908376288,2.56061555886299,2.89310899811065,-0.468516577381695,-9.52171600385618,7.12233432859857,0.672446012391656
FD1:locOR - FD5:locWA,-0.972325605181859,2.56061555886299,2.89310899803918,-0.379723384018493,-9.29435077153105,7.34969956116734,0.730301735879715
FD1:locOR - FD6:locWA,-1.35211435755254,2.56061555886299,2.89310899780281,-0.528042701635747,-9.67413952430464,6.96991080919956,0.635280644540983
FD2:locOR - FD3:locOR,0.598105618466333,0.392705497214938,19.1008967377562,1.52303856887181,-0.223542670618574,1.41975390755124,0.144133946156331
FD2:locOR - FD4:locOR,-0.045316215779476,0.41783281858387,24.1974223195096,-0.108455376801332,-0.907308590733772,0.81667615917482,0.914528820687865
FD2:locOR - FD5:locOR,0.390988745264983,0.41783281858387,24.1974223171141,0.935754033371845,-0.47100362969379,1.25298112022376,0.358645553306597
FD2:locOR - FD6:locOR,0.397527489247556,0.41783281858387,24.197422322423,0.951403220538938,-0.464464885701294,1.25951986419641,0.350806989383792
FD2:locOR - FD1:locWA,0.347650275752654,2.56061555886298,2.89310898765096,0.135768243127846,-7.97437490830371,8.66967545980902,0.900897193866565
FD2:locOR - FD2:locWA,-0.323847970651706,2.54739990972896,2.83383049691191,-0.127128830229943,-8.70648975693927,8.05879381563586,0.907317471272951
FD2:locOR - FD3:locWA,0.0937853813152596,2.557201430403,2.87771618503056,0.0366750073733845,-8.24354840678419,8.43111916941471,0.973138818102421
FD2:locOR - FD4:locWA,-0.264092420957725,2.560615558863,2.89310899883206,-0.103136302536173,-8.58611758595545,8.05793274404,0.924585579451176
FD2:locOR - FD5:locWA,-0.0367271885107796,2.560615558863,2.8931089987781,-0.0143431091729708,-8.35875235360049,8.28529797657893,0.98948764426098
FD2:locOR - FD6:locWA,-0.416515940881462,2.560615558863,2.89310899855316,-0.162662426790224,-8.73854110635459,7.90550922459167,0.881477723492061
FD3:locOR - FD4:locOR,-0.64342183424581,0.392705497214938,19.1008967352166,-1.63843347956407,-1.46507012333807,0.17822645484645,0.117699141861657
FD3:locOR - FD5:locOR,-0.207116873201351,0.392705497214938,19.100896733237,-0.527410170395425,-1.02876516229934,0.614531415896641,0.603981601687795
FD3:locOR - FD6:locOR,-0.200578129218777,0.392705497214938,19.1008967340433,-0.510759667591299,-1.02222641831443,0.621070159876879,0.615372004450127
FD3:locOR - FD1:locWA,-0.25045534271368,2.55659020267063,2.87495941655809,-0.0979646024036438,-8.59056708609265,8.08965640066529,0.928387911420465
FD3:locOR - FD2:locWA,-0.921953589118039,2.55659020267065,2.87495942786779,-0.360618447240763,-9.26206531289791,7.41815813466183,0.743242599261976
FD3:locOR - FD3:locWA,-0.504320237151074,2.54010976686603,2.80153513718666,-0.198542694386511,-8.92190978721598,7.91326931291383,0.856145055210962
FD3:locOR - FD4:locWA,-0.862198039424059,2.55659020267065,2.87495942769743,-0.337245303734401,-9.20230976349916,7.47791368465104,0.759042649593844
FD3:locOR - FD5:locWA,-0.634832806977113,2.55659020267065,2.87495942764013,-0.248312305317433,-8.9749445311515,7.70527891719728,0.820565689409173
FD3:locOR - FD6:locWA,-1.0146215593478,2.55659020267065,2.87495942741122,-0.396865151985604,-9.35473328391888,7.32549016522329,0.719080828906467
FD4:locOR - FD5:locOR,0.436304961044459,0.41783281858387,24.1974223192128,1.04420941017318,-0.425687413910391,1.29829733599931,0.306708777316901
FD4:locOR - FD6:locOR,0.442843705027032,0.41783281858387,24.1974223151993,1.05985859734027,-0.41914866993532,1.30483607998938,0.29967422812064
FD4:locOR - FD1:locWA,0.39296649153213,2.56061555886298,2.89310898759204,0.153465634531496,-7.92905869262466,8.71499167568892,0.888106632709291
FD4:locOR - FD2:locWA,-0.27853175487223,2.560615558863,2.89310899894777,-0.10877531143172,-8.60055691967272,8.04349340992826,0.920483494123134
FD4:locOR - FD3:locWA,0.139101597094736,2.557201430403,2.87771618496945,0.0543960266254089,-8.19823219111036,8.47643538529983,0.960174172544485
FD4:locOR - FD4:locWA,-0.218776205178249,2.54739990972896,2.83383049668994,-0.0858821594295834,-8.60141799186538,8.16386558150888,0.937264524664818
FD4:locOR - FD5:locWA,0.00858902726869648,2.560615558863,2.89310899871629,0.00335428223067983,-8.31343613792637,8.33061419246376,0.997541471270524
FD4:locOR - FD6:locWA,-0.371199725101986,2.560615558863,2.89310899848776,-0.144965035386573,-8.69322489068658,7.95082544048261,0.89424486856923
FD5:locOR - FD6:locOR,0.00653874398257309,0.41783281858387,24.1974223201323,0.0156491871670932,-0.855453630970558,0.868531118935705,0.987642583877747
FD5:locOR - FD1:locWA,-0.043338469512329,2.56061555886298,2.89310898774078,-0.0169250199868242,-8.36536365341559,8.27868671439093,0.987595534018123
FD5:locOR - FD2:locWA,-0.714836715916689,2.560615558863,2.89310899908855,-0.279165965950039,-9.03686188047722,7.60718844864384,0.798877487927913
FD5:locOR - FD3:locWA,-0.297203363949723,2.557201430403,2.87771618511191,-0.116222117044133,-8.63453715190855,8.04013042400911,0.91510916123627
FD5:locOR - FD4:locWA,-0.655081166222708,2.560615558863,2.8931089989165,-0.255829565650841,-8.97710633107651,7.6669439986311,0.815187161113268
FD5:locOR - FD5:locWA,-0.427715933775762,2.54739990972896,2.83383049677021,-0.167902939833766,-8.8103577203184,7.95492585276687,0.877920067409212
FD5:locOR - FD6:locWA,-0.807504686146445,2.560615558863,2.89310899863411,-0.315355689904893,-9.1295298514816,7.51452047918871,0.773862363548833
FD6:locOR - FD1:locWA,-0.0498772134949021,2.56061555886298,2.89310898799681,-0.0194786028391742,-8.37190239696176,8.27214796997196,0.985724292808417
FD6:locOR - FD2:locWA,-0.721375459899262,2.560615558863,2.89310899934215,-0.281719548802389,-9.04340062402752,7.600649704229,0.797101041442542
FD6:locOR - FD3:locWA,-0.303742107932296,2.557201430403,2.87771618535684,-0.118779109193767,-8.64107589546774,8.03359167960315,0.913253130607503
FD6:locOR - FD4:locWA,-0.661619910205281,2.560615558863,2.89310899917012,-0.258383148503191,-8.98364507462677,7.6604052542162,0.813396026569872
FD6:locOR - FD5:locWA,-0.434254677758336,2.560615558863,2.89310899911245,-0.169589955139989,-8.75627984227813,7.88777048676146,0.876493150014436
FD6:locOR - FD6:locWA,-0.814043430129018,2.54739990972896,2.8338304967931,-0.319558553417563,-9.19668521663046,7.56859835637242,0.771399429653468
FD1:locWA - FD2:locWA,-0.67149824640436,0.400191154436603,20.538422951058,-1.67794375003043,-1.50488164878453,0.161885155975809,0.108511293582434
FD1:locWA - FD3:locWA,-0.253864894437394,0.377719166694485,16.4242073034694,-0.672099583028919,-1.05291621083923,0.545186421964438,0.510865041063545
FD1:locWA - FD4:locWA,-0.611742696710379,0.400191154436603,20.5384229472884,-1.52862623256029,-1.44512609910008,0.221640705679325,0.141612973095455
FD1:locWA - FD5:locWA,-0.384377464263433,0.400191154436603,20.5384229444059,-0.960484658399227,-1.21776086666043,0.449005938133561,0.347983374709531
FD1:locWA - FD6:locWA,-0.764166216634116,0.400191154436603,20.5384229438787,-1.90950301665194,-1.59754961903244,0.0692171857642121,0.0702657567657114
FD2:locWA - FD3:locWA,0.417633351966965,0.377719166694486,16.4242073398428,1.10567159093826,-0.381417964295019,1.21668466822895,0.284802262079521
FD2:locWA - FD4:locWA,0.0597555496939805,0.400191154436604,20.5384229754369,0.149317517470134,-0.773627852624527,0.893138952012488,0.882759589628053
FD2:locWA - FD5:locWA,0.287120782140926,0.400191154436604,20.538422978192,0.717459091631198,-0.546262620170613,1.12050418445247,0.481172067704508
FD2:locWA - FD6:locWA,-0.092667970229756,0.400191154436604,20.5384229798921,-0.231559266621511,-0.926051372536995,0.740715432077483,0.81917176970978
FD3:locWA - FD4:locWA,-0.357877802272985,0.377719166694486,16.4242073371606,-0.947470591457834,-1.15692911854528,0.441173513999312,0.3571320231775
FD3:locWA - FD5:locWA,-0.130512569826039,0.377719166694486,16.4242073391994,-0.345528057175883,-0.929563886090497,0.668538746438418,0.734083343443013
FD3:locWA - FD6:locWA,-0.510301322196721,0.377719166694486,16.4242073372678,-1.35100722227705,-1.30935263846861,0.288749994075163,0.195012306725833
FD4:locWA - FD5:locWA,0.227365232446946,0.400191154436604,20.5384229755541,0.568141574161064,-0.606018169871266,1.06074863476516,0.576098274797675
FD4:locWA - FD6:locWA,-0.152423519923736,0.400191154436604,20.5384229744891,-0.380876784091645,-0.985806922244642,0.680959882397169,0.707205816677395
FD5:locWA - FD6:locWA,-0.379788752370682,0.400191154436604,20.5384229778595,-0.949018358252709,-1.21317215468306,0.453594649941698,0.353645446424621
