trait,term,Estimate,Std. Error,df,t value,lower,upper,Pr(>|t|)
P,FD6:locOR,0.307958749945101,0.0108999789926186,21.1461038676696,28.2531507770471,0.285300535337452,0.33061696455275,2.7966258515125e-18
P,FD1:locWA,0.293789563513315,0.0109259781398451,21.2553871121125,26.8890857873783,0.271084359948134,0.316494767078496,6.71203232087209e-18
P,FD2:locWA,0.300050224245639,0.0109259781398451,21.2553870898895,27.4620926753833,0.277345020679031,0.322755427812247,4.33928991663057e-18
P,FD3:locWA,0.294171610230488,0.00908611060111422,10.7275260336967,32.3759662571589,0.274111067678098,0.314232152782877,4.79875966782833e-12
P,FD4:locWA,0.305701294068871,0.0109259781398451,21.2553871006857,27.9793067637608,0.282996090502956,0.328406497634786,2.94860840755527e-18
P,FD5:locWA,0.308746717679983,0.0109259781398451,21.2553870836591,28.2580391181671,0.286041514112974,0.331451921246991,2.40106538537483e-18
P,FD6:locWA,0.304294871846649,0.0109259781398451,21.2553871099124,27.8505839890837,0.281589668281327,0.327000075411972,3.2441601756779e-18
P,FD1:year2018,0.3224982884317,0.0100613784796149,15.6777523101752,32.0530918387679,0.301133432614482,0.343863144248917,1.02272908900012e-15
P,FD2:year2018,0.324699846512503,0.010061378479615,15.6777522900114,32.2719046073426,0.303334990693003,0.346064702332003,9.20641568857579e-16
P,FD3:year2018,0.324236958002402,0.00860820021196867,8.64861738689738,37.6660567852023,0.304642584197748,0.343831331807057,6.79915315353508e-11
