trait,term,Estimate,Std. Error,df,t value,lower,upper,Pr(>|t|)
Ca,FD3,1.34096231853559,0.0568068213858528,18.1297266934395,23.6056566064009,1.22167679899366,1.46024783807752,4.58884024421108e-15
Ca,FD4,1.29317570018466,0.058139986773329,19.769245706802,22.242449163712,1.17180699851673,1.41454440185259,1.84313126480249e-15
Ca,FD5,1.34616746336427,0.058139986773329,19.7692457338408,23.1539004061454,1.22479876170712,1.46753616502142,8.5687169720574e-16
Ca,FD6,1.49054878067961,0.058139986773329,19.7692456117591,25.6372397622109,1.36918007897381,1.6119174823854,1.21654320044522e-16
Ca,locID,1.48130338951975,0.0894002002230347,11.6308012871294,16.5693520352774,1.28582910412917,1.67677767491032,1.89730271284794e-09
Ca,locOR,1.35335842828654,0.0800730100257757,12.614961247482,16.9015555659877,1.17983294494054,1.52688391163254,4.85483475561753e-10
Ca,locWA,1.26099090411494,0.0819274398814284,12.9654349183252,15.39155752871,1.08394945352235,1.43803235470753,1.04089607077927e-09
Ca,FD1:locID,1.51639875932369,0.0968123111816022,15.615557830353,15.663284357288,1.31075441722407,1.72204310142331,5.76887193819965e-11
Ca,FD2:locID,1.44990425353165,0.0968123111816065,15.6155585122654,14.9764449979077,1.24425991218114,1.65554859488217,1.1150013589501e-10
Ca,FD3:locID,1.48738536671307,0.0940916492345268,13.9258236760846,15.8078360706135,1.28547795749072,1.68929277593541,2.7387587348532e-10
Ca,FD4:locID,1.45306157806386,0.0968123111816064,15.6155584606872,15.0090578391225,1.24741723665668,1.65870591947104,1.08000975223545e-10
Ca,FD5:locID,1.42189948134312,0.0968123111816066,15.6155584643521,14.6871762897575,1.21625513993997,1.62754382274627,1.48344725307306e-10
Ca,FD6:locID,1.55917089814311,0.0968123111816064,15.6155583811227,16.1050891060572,1.35352655664852,1.76481523963769,3.82672498673544e-11
Ca,FD1:locOR,1.36274988116082,0.0865644797984802,16.8101716081272,15.7425988619497,1.17995756082012,1.54554220150152,1.71322204255424e-11
Ca,FD2:locOR,1.31396619554898,0.0865644797984812,16.8101715685548,15.1790457079838,1.13117387517511,1.49675851592286,3.04355363313059e-11
Ca,FD3:locOR,1.33494674626392,0.0842084564460019,15.0698256904206,15.8528822710335,1.15553307666985,1.51436041585799,8.27507817200015e-11
Ca,FD4:locOR,1.27642183412893,0.0865644797984812,16.8101715559497,14.7453301527415,1.09362951374448,1.45921415451337,4.79749703660133e-11
Ca,FD5:locOR,1.31674193788028,0.0865644797984812,16.8101715706581,15.2111113120024,1.13394961750817,1.4995342582524,2.94418543486088e-11
Ca,FD6:locOR,1.5153239747363,0.0865644797984812,16.8101715595393,17.5051473567902,1.33253165435487,1.69811629511774,3.17174873071089e-12
Ca,FD1:locWA,1.2797318979433,0.0882829815735566,17.0757252805867,14.4957938113706,1.09353399030267,1.46592980558393,4.98494641998289e-11
Ca,FD2:locWA,1.23860255572652,0.0882829815735569,17.075725423826,14.0299130551513,1.05240464820431,1.42480046324874,8.35840678976764e-11
Ca,FD3:locWA,1.20055484262979,0.0859720692511746,15.3694810855708,13.9644753591108,1.01769264936959,1.38341703589,3.83369489266574e-10
