env,env2,loc,env3,year,cut,trait,gen,predicted.value,std.error,status,weight,FD,Var,date_init,date,harv_days1,harv_days2,harv_days3,cut_freq,cons_days,cons_days1
ID_2018_1,ID_2018,ID,2018_1,2018,1,ADF,44,29.2042532790596,0.714853758102398,Estimable,2.01314080116939,4,Legend,2018-01-01,2018-07-18,1,1,198,1,1,198
ID_2018_1,ID_2018,ID,2018_1,2018,1,ADF,61,28.7360633197649,0.674559725311682,Estimable,2.20316042589498,6,ABI700,2018-01-01,2018-07-18,1,1,198,1,1,198
ID_2018_1,ID_2018,ID,2018_1,2018,1,ADF,104,29.3842532790595,0.714853758102398,Estimable,2.01314080116939,5,Archer,2018-01-01,2018-07-18,1,1,198,1,1,198
ID_2018_1,ID_2018,ID,2018_1,2018,1,ADF,112,29.0839366802351,0.674559725311682,Estimable,2.20316042589498,1,Maverick,2018-01-01,2018-07-18,1,1,198,1,1,198
ID_2018_1,ID_2018,ID,2018_1,2018,1,ADF,144,28.1181899592947,0.696340095301761,Estimable,2.10181662604133,3,22277_5246,2018-01-01,2018-07-18,1,1,198,1,1,198
ID_2018_1,ID_2018,ID,2018_1,2018,1,ADF,201,29.2439366802351,0.21156434754057,Estimable,22.8412874368571,2,Vernal,2018-01-01,2018-07-18,1,1,198,1,1,198
ID_2018_1,ID_2018,ID,2018_1,2018,1,aNDF,44,32.9599984740281,0.892484408007401,Estimable,1.25544798746013,4,Legend,2018-01-01,2018-07-18,1,1,198,1,1,198
ID_2018_1,ID_2018,ID,2018_1,2018,1,aNDF,61,32.109999618507,0.892483730667678,Estimable,1.25544989306782,6,ABI700,2018-01-01,2018-07-18,1,1,198,1,1,198
ID_2018_1,ID_2018,ID,2018_1,2018,1,aNDF,104,31.7099984740281,0.892484408007401,Estimable,1.25544798746013,5,Archer,2018-01-01,2018-07-18,1,1,198,1,1,198
ID_2018_1,ID_2018,ID,2018_1,2018,1,aNDF,112,32.910000381493,0.892483730667678,Estimable,1.25544989306782,1,Maverick,2018-01-01,2018-07-18,1,1,198,1,1,198
ID_2018_1,ID_2018,ID,2018_1,2018,1,aNDF,144,30.8599988555211,0.892484091915595,Estimable,1.25544887674372,3,22277_5246,2018-01-01,2018-07-18,1,1,198,1,1,198
ID_2018_1,ID_2018,ID,2018_1,2018,1,aNDF,201,32.2545458360384,0.269094105797815,Estimable,13.8099348492896,2,Vernal,2018-01-01,2018-07-18,1,1,198,1,1,198
ID_2018_1,ID_2018,ID,2018_1,2018,1,Ash,44,10.7808524201806,0.849785619204654,Estimable,1.42833599173561,4,Legend,2018-01-01,2018-07-18,1,1,198,1,1,198
ID_2018_1,ID_2018,ID,2018_1,2018,1,Ash,61,12.3077131050452,0.79950982231212,Estimable,1.56870572112496,6,ABI700,2018-01-01,2018-07-18,1,1,198,1,1,198
ID_2018_1,ID_2018,ID,2018_1,2018,1,Ash,104,10.9608524201806,0.849785619204653,Estimable,1.42833599173561,5,Archer,2018-01-01,2018-07-18,1,1,198,1,1,198
ID_2018_1,ID_2018,ID,2018_1,2018,1,Ash,112,11.7922868949548,0.79950982231212,Estimable,1.56870572112497,1,Maverick,2018-01-01,2018-07-18,1,1,198,1,1,198
ID_2018_1,ID_2018,ID,2018_1,2018,1,Ash,144,10.7231393151355,0.826704158316673,Estimable,1.49384186545065,3,22277_5246,2018-01-01,2018-07-18,1,1,198,1,1,198
ID_2018_1,ID_2018,ID,2018_1,2018,1,Ash,201,11.8286505313185,0.251268729329814,Estimable,16.2263849168527,2,Vernal,2018-01-01,2018-07-18,1,1,198,1,1,198
ID_2018_1,ID_2018,ID,2018_1,2018,1,Ca,44,1.41643614054933,0.0513045088660533,Estimable,390.716240153872,4,Legend,2018-01-01,2018-07-18,1,1,198,1,1,198
ID_2018_1,ID_2018,ID,2018_1,2018,1,Ca,61,1.50660903513733,0.0484301089052169,Estimable,427.409213993533,6,ABI700,2018-01-01,2018-07-18,1,1,198,1,1,198
ID_2018_1,ID_2018,ID,2018_1,2018,1,Ca,104,1.44643614054933,0.0513045088660533,Estimable,390.716240153872,5,Archer,2018-01-01,2018-07-18,1,1,198,1,1,198
ID_2018_1,ID_2018,ID,2018_1,2018,1,Ca,112,1.42339096486267,0.0484301089052169,Estimable,427.409213993533,1,Maverick,2018-01-01,2018-07-18,1,1,198,1,1,198
ID_2018_1,ID_2018,ID,2018_1,2018,1,Ca,144,1.409827105412,0.0499836967953177,Estimable,407.839627945714,3,22277_5246,2018-01-01,2018-07-18,1,1,198,1,1,198
ID_2018_1,ID_2018,ID,2018_1,2018,1,Ca,201,1.45248187395358,0.0151855001699139,Estimable,4432.41954577135,2,Vernal,2018-01-01,2018-07-18,1,1,198,1,1,198
ID_2018_1,ID_2018,ID,2018_1,2018,1,Cprot,44,27.4282887000989,0.705680288249382,Estimable,2.04786183063343,4,Legend,2018-01-01,2018-07-18,1,1,198,1,1,198
ID_2018_1,ID_2018,ID,2018_1,2018,1,Cprot,61,27.3895721750247,0.673099800228964,Estimable,2.21100721901588,6,ABI700,2018-01-01,2018-07-18,1,1,198,1,1,198
ID_2018_1,ID_2018,ID,2018_1,2018,1,Cprot,104,27.8082887000987,0.705680288249381,Estimable,2.04786183063343,5,Archer,2018-01-01,2018-07-18,1,1,198,1,1,198
ID_2018_1,ID_2018,ID,2018_1,2018,1,Cprot,112,26.6704278249753,0.673099800228963,Estimable,2.21100721901588,1,Maverick,2018-01-01,2018-07-18,1,1,198,1,1,198
ID_2018_1,ID_2018,ID,2018_1,2018,1,Cprot,144,28.0387165250741,0.690667345942446,Estimable,2.1239963452119,3,22277_5246,2018-01-01,2018-07-18,1,1,198,1,1,198
ID_2018_1,ID_2018,ID,2018_1,2018,1,Cprot,201,27.3104278249753,0.209547324481718,Estimable,23.12467989437,2,Vernal,2018-01-01,2018-07-18,1,1,198,1,1,198
ID_2018_1,ID_2018,ID,2018_1,2018,1,Fat,44,1.66645510220313,0.0652896784846887,Estimable,241.667021770758,4,Legend,2018-01-01,2018-07-18,1,1,198,1,1,198
ID_2018_1,ID_2018,ID,2018_1,2018,1,Fat,61,1.74161377555078,0.0615129711907343,Estimable,264.976308180203,6,ABI700,2018-01-01,2018-07-18,1,1,198,1,1,198
ID_2018_1,ID_2018,ID,2018_1,2018,1,Fat,104,1.77645510220313,0.0652896784846887,Estimable,241.667021770758,5,Archer,2018-01-01,2018-07-18,1,1,198,1,1,198
ID_2018_1,ID_2018,ID,2018_1,2018,1,Fat,112,1.96838622444922,0.0615129711907343,Estimable,264.976308180203,1,Maverick,2018-01-01,2018-07-18,1,1,198,1,1,198
ID_2018_1,ID_2018,ID,2018_1,2018,1,Fat,144,1.85484132665235,0.063555149964975,Estimable,252.544688761832,3,22277_5246,2018-01-01,2018-07-18,1,1,198,1,1,198
ID_2018_1,ID_2018,ID,2018_1,2018,1,Fat,201,1.83111349717649,0.019313466692864,Estimable,2743.80462297964,2,Vernal,2018-01-01,2018-07-18,1,1,198,1,1,198
ID_2018_1,ID_2018,ID,2018_1,2018,1,K,44,2.62716298237362,0.146497519098157,Estimable,47.9037477996464,4,Legend,2018-01-01,2018-07-18,1,1,198,1,1,198
ID_2018_1,ID_2018,ID,2018_1,2018,1,K,61,2.60679074559341,0.138342325344599,Estimable,52.3783589547998,6,ABI700,2018-01-01,2018-07-18,1,1,198,1,1,198
ID_2018_1,ID_2018,ID,2018_1,2018,1,K,104,2.39716298237362,0.146497519098157,Estimable,47.9037477996463,5,Archer,2018-01-01,2018-07-18,1,1,198,1,1,198
ID_2018_1,ID_2018,ID,2018_1,2018,1,K,112,2.5232092544066,0.138342325344599,Estimable,52.3783589547998,1,Maverick,2018-01-01,2018-07-18,1,1,198,1,1,198
ID_2018_1,ID_2018,ID,2018_1,2018,1,K,144,2.38037223678022,0.142749752524613,Estimable,49.9918996720513,3,22277_5246,2018-01-01,2018-07-18,1,1,198,1,1,198
ID_2018_1,ID_2018,ID,2018_1,2018,1,K,201,2.57139107258841,0.0433665298901648,Estimable,543.348133365005,2,Vernal,2018-01-01,2018-07-18,1,1,198,1,1,198
ID_2018_1,ID_2018,ID,2018_1,2018,1,Lignin,44,6.21999954666088,0.169163817865105,Estimable,34.944999903618,4,Legend,2018-01-01,2018-07-18,1,1,198,1,1,198
ID_2018_1,ID_2018,ID,2018_1,2018,1,Lignin,61,6.00999988666522,0.16916368948037,Estimable,34.9450529456088,6,ABI700,2018-01-01,2018-07-18,1,1,198,1,1,198
ID_2018_1,ID_2018,ID,2018_1,2018,1,Lignin,104,6.32999954666088,0.169163817865105,Estimable,34.944999903618,5,Archer,2018-01-01,2018-07-18,1,1,198,1,1,198
ID_2018_1,ID_2018,ID,2018_1,2018,1,Lignin,112,5.74000011333478,0.16916368948037,Estimable,34.9450529456088,1,Maverick,2018-01-01,2018-07-18,1,1,198,1,1,198
ID_2018_1,ID_2018,ID,2018_1,2018,1,Lignin,144,5.96999965999566,0.169163757952241,Estimable,34.945024656547,3,22277_5246,2018-01-01,2018-07-18,1,1,198,1,1,198
ID_2018_1,ID_2018,ID,2018_1,2018,1,Lignin,201,6.05181829515296,0.0510047972752676,Estimable,384.395193427098,2,Vernal,2018-01-01,2018-07-18,1,1,198,1,1,198
ID_2018_1,ID_2018,ID,2018_1,2018,1,Mg,44,0.382765586903519,0.0250131238405933,Estimable,1636.5952544252,4,Legend,2018-01-01,2018-07-18,1,1,198,1,1,198
ID_2018_1,ID_2018,ID,2018_1,2018,1,Mg,61,0.37569139672588,0.0237349098799432,Estimable,1778.8135762338,6,ABI700,2018-01-01,2018-07-18,1,1,198,1,1,198
ID_2018_1,ID_2018,ID,2018_1,2018,1,Mg,104,0.402765586903519,0.0250131238405933,Estimable,1636.5952544252,5,Archer,2018-01-01,2018-07-18,1,1,198,1,1,198
ID_2018_1,ID_2018,ID,2018_1,2018,1,Mg,112,0.38430860327412,0.0237349098799432,Estimable,1778.8135762338,1,Maverick,2018-01-01,2018-07-18,1,1,198,1,1,198
ID_2018_1,ID_2018,ID,2018_1,2018,1,Mg,144,0.417074190177639,0.0244249497347582,Estimable,1702.96380460255,3,22277_5246,2018-01-01,2018-07-18,1,1,198,1,1,198
ID_2018_1,ID_2018,ID,2018_1,2018,1,Mg,201,0.395217694183211,0.00741550111823247,Estimable,18524.0149786421,2,Vernal,2018-01-01,2018-07-18,1,1,198,1,1,198
ID_2018_1,ID_2018,ID,2018_1,2018,1,P,44,0.360000036429036,0.0147093135361824,Estimable,4621.8430073461,4,Legend,2018-01-01,2018-07-18,1,1,198,1,1,198
ID_2018_1,ID_2018,ID,2018_1,2018,1,P,61,0.340000009107259,0.0147093023727354,Estimable,4621.8500227061,6,ABI700,2018-01-01,2018-07-18,1,1,198,1,1,198
ID_2018_1,ID_2018,ID,2018_1,2018,1,P,104,0.330000036429036,0.0147093135361824,Estimable,4621.8430073461,5,Archer,2018-01-01,2018-07-18,1,1,198,1,1,198
ID_2018_1,ID_2018,ID,2018_1,2018,1,P,112,0.329999990892741,0.0147093023727354,Estimable,4621.85002270609,1,Maverick,2018-01-01,2018-07-18,1,1,198,1,1,198
ID_2018_1,ID_2018,ID,2018_1,2018,1,P,144,0.350000027321777,0.0147093083265749,Estimable,4621.84628118077,3,22277_5246,2018-01-01,2018-07-18,1,1,198,1,1,198
ID_2018_1,ID_2018,ID,2018_1,2018,1,P,201,0.348181809074559,0.00443502378014191,Estimable,50840.2988037938,2,Vernal,2018-01-01,2018-07-18,1,1,198,1,1,198
ID_2018_1,ID_2018,ID,2018_1,2018,1,RFV,44,185.364434747536,6.67193606766435,Estimable,0.0224846234596887,4,Legend,2018-01-01,2018-07-18,1,1,198,1,1,198
ID_2018_1,ID_2018,ID,2018_1,2018,1,RFV,61,192.350020019597,6.61008156563208,Estimable,0.0228886574054995,6,ABI700,2018-01-01,2018-07-18,1,1,198,1,1,198
ID_2018_1,ID_2018,ID,2018_1,2018,1,RFV,104,192.245340081129,6.67193606766435,Estimable,0.0224846234596887,5,Archer,2018-01-01,2018-07-18,1,1,198,1,1,198
ID_2018_1,ID_2018,ID,2018_1,2018,1,RFV,112,187.577264884099,6.61008156563208,Estimable,0.0228886574054995,1,Maverick,2018-01-01,2018-07-18,1,1,198,1,1,198
ID_2018_1,ID_2018,ID,2018_1,2018,1,RFV,144,200.864870824242,6.64314230495462,Estimable,0.0226731726344004,3,22277_5246,2018-01-01,2018-07-18,1,1,198,1,1,198
ID_2018_1,ID_2018,ID,2018_1,2018,1,RFV,201,191.192440540435,2.00546707388419,Estimable,0.248812315857882,2,Vernal,2018-01-01,2018-07-18,1,1,198,1,1,198
ID_2018_1,ID_2018,ID,2018_1,2018,1,Starch,44,0.590000412862411,0.22844947992671,Estimable,19.1610653730299,4,Legend,2018-01-01,2018-07-18,1,1,198,1,1,198
ID_2018_1,ID_2018,ID,2018_1,2018,1,Starch,61,0.930000103215603,0.228449306547875,Estimable,19.1610944570493,6,ABI700,2018-01-01,2018-07-18,1,1,198,1,1,198
ID_2018_1,ID_2018,ID,2018_1,2018,1,Starch,104,0.910000412862413,0.22844947992671,Estimable,19.1610653730299,5,Archer,2018-01-01,2018-07-18,1,1,198,1,1,198
ID_2018_1,ID_2018,ID,2018_1,2018,1,Starch,112,0.799999896784397,0.228449306547875,Estimable,19.1610944570492,1,Maverick,2018-01-01,2018-07-18,1,1,198,1,1,198
ID_2018_1,ID_2018,ID,2018_1,2018,1,Starch,144,0.82000030964681,0.228449399016604,Estimable,19.1610789455723,3,22277_5246,2018-01-01,2018-07-18,1,1,198,1,1,198
ID_2018_1,ID_2018,ID,2018_1,2018,1,Starch,201,0.879090805875306,0.0688800924355691,Estimable,210.771825744733,2,Vernal,2018-01-01,2018-07-18,1,1,198,1,1,198
ID_2018_1,ID_2018,ID,2018_1,2018,1,Su_ESC,44,5.42329050877438,0.31838194538362,Estimable,10.1896628457435,4,Legend,2018-01-01,2018-07-18,1,1,198,1,1,198
ID_2018_1,ID_2018,ID,2018_1,2018,1,Su_ESC,61,4.6233226271936,0.299084186371579,Estimable,11.2113186676803,6,ABI700,2018-01-01,2018-07-18,1,1,198,1,1,198
ID_2018_1,ID_2018,ID,2018_1,2018,1,Su_ESC,104,4.67329050877438,0.31838194538362,Estimable,10.1896628457435,5,Archer,2018-01-01,2018-07-18,1,1,198,1,1,198
ID_2018_1,ID_2018,ID,2018_1,2018,1,Su_ESC,112,3.95667737280641,0.299084186371579,Estimable,11.2113186676803,1,Maverick,2018-01-01,2018-07-18,1,1,198,1,1,198
ID_2018_1,ID_2018,ID,2018_1,2018,1,Su_ESC,144,4.73996788158079,0.309526084946316,Estimable,10.6664355626473,3,22277_5246,2018-01-01,2018-07-18,1,1,198,1,1,198
ID_2018_1,ID_2018,ID,2018_1,2018,1,Su_ESC,201,4.1775864637155,0.0940962558154513,Estimable,115.83236265028,2,Vernal,2018-01-01,2018-07-18,1,1,198,1,1,198
ID_2018_1,ID_2018,ID,2018_1,2018,1,Su_WSC,44,7.05333831920668,0.277315402535486,Estimable,13.4302301670458,4,Legend,2018-01-01,2018-07-18,1,1,198,1,1,198
ID_2018_1,ID_2018,ID,2018_1,2018,1,Su_WSC,61,6.60583457980167,0.260523316847383,Estimable,14.7757024057208,6,ABI700,2018-01-01,2018-07-18,1,1,198,1,1,198
ID_2018_1,ID_2018,ID,2018_1,2018,1,Su_WSC,104,7.14333831920669,0.277315402535486,Estimable,13.4302301670458,5,Archer,2018-01-01,2018-07-18,1,1,198,1,1,198
ID_2018_1,ID_2018,ID,2018_1,2018,1,Su_WSC,112,7.27416542019833,0.260523316847383,Estimable,14.7757024057208,1,Maverick,2018-01-01,2018-07-18,1,1,198,1,1,198
ID_2018_1,ID_2018,ID,2018_1,2018,1,Su_WSC,144,7.15750373940501,0.26960927904599,Estimable,14.0581172117608,3,22277_5246,2018-01-01,2018-07-18,1,1,198,1,1,198
ID_2018_1,ID_2018,ID,2018_1,2018,1,Su_WSC,201,6.68234723838015,0.0819608301842094,Estimable,152.665930045978,2,Vernal,2018-01-01,2018-07-18,1,1,198,1,1,198
ID_2018_1,ID_2018,ID,2018_1,2018,1,TTNDFD,44,47.9100005140542,1.56357292939711,Estimable,0.409038054871368,4,Legend,2018-01-01,2018-07-18,1,1,198,1,1,198
ID_2018_1,ID_2018,ID,2018_1,2018,1,TTNDFD,61,45.3200001285135,1.56357174274326,Estimable,0.409038675738239,6,ABI700,2018-01-01,2018-07-18,1,1,198,1,1,198
ID_2018_1,ID_2018,ID,2018_1,2018,1,TTNDFD,104,44.2300005140542,1.56357292939711,Estimable,0.409038054871368,5,Archer,2018-01-01,2018-07-18,1,1,198,1,1,198
ID_2018_1,ID_2018,ID,2018_1,2018,1,TTNDFD,112,47.5499998714864,1.56357174274326,Estimable,0.409038675738239,1,Maverick,2018-01-01,2018-07-18,1,1,198,1,1,198
ID_2018_1,ID_2018,ID,2018_1,2018,1,TTNDFD,144,45.5500003855406,1.56357237562543,Estimable,0.409038344609241,3,22277_5246,2018-01-01,2018-07-18,1,1,198,1,1,198
ID_2018_1,ID_2018,ID,2018_1,2018,1,TTNDFD,201,46.3618180533046,0.471434857024746,Estimable,4.49942088009691,2,Vernal,2018-01-01,2018-07-18,1,1,198,1,1,198
ID_2018_2,ID_2018,ID,2018_2,2018,2,ADF,44,30.4573844201771,2.27109063903767,Estimable,0.193879131485191,4,Legend,2018-01-01,2018-08-17,30,30,228,30,30,228
ID_2018_2,ID_2018,ID,2018_2,2018,2,ADF,61,29.3136111300443,2.27108891542223,Estimable,0.19387942576864,6,ABI700,2018-01-01,2018-08-17,30,30,228,30,30,228
ID_2018_2,ID_2018,ID,2018_2,2018,2,ADF,104,32.5596393201771,2.27109063903767,Estimable,0.193879131485191,5,Archer,2018-01-01,2018-08-17,30,30,228,30,30,228
ID_2018_2,ID_2018,ID,2018_2,2018,2,ADF,112,25.0091656699557,2.27108891542223,Estimable,0.19387942576864,1,Maverick,2018-01-01,2018-08-17,30,30,228,30,30,228
ID_2018_2,ID_2018,ID,2018_2,2018,2,ADF,144,26.1402256901328,2.27108983468396,Estimable,0.193879268817467,3,22277_5246,2018-01-01,2018-08-17,30,30,228,30,30,228
ID_2018_2,ID_2018,ID,2018_2,2018,2,ADF,201,28.343762142683,0.684759419004395,Estimable,2.13267152537641,2,Vernal,2018-01-01,2018-08-17,30,30,228,30,30,228
ID_2018_2,ID_2018,ID,2018_2,2018,2,aNDF,44,33.6790507528375,2.51465508736105,Estimable,0.158140515293169,4,Legend,2018-01-01,2018-08-17,30,30,228,30,30,228
ID_2018_2,ID_2018,ID,2018_2,2018,2,aNDF,61,33.3043166132094,2.51465317889546,Estimable,0.15814075533002,6,ABI700,2018-01-01,2018-08-17,30,30,228,30,30,228
ID_2018_2,ID_2018,ID,2018_2,2018,2,aNDF,104,36.2333796528376,2.51465508736105,Estimable,0.158140515293169,5,Archer,2018-01-01,2018-08-17,30,30,228,30,30,228
ID_2018_2,ID_2018,ID,2018_2,2018,2,aNDF,112,28.0099667867906,2.51465317889546,Estimable,0.15814075533002,1,Maverick,2018-01-01,2018-08-17,30,30,228,30,30,228
ID_2018_2,ID_2018,ID,2018_2,2018,2,aNDF,144,29.6699268396282,2.51465419674395,Estimable,0.158140627310366,3,22277_5246,2018-01-01,2018-08-17,30,30,228,30,30,228
ID_2018_2,ID_2018,ID,2018_2,2018,2,aNDF,201,31.6014622867906,0.758196844731583,Estimable,1.73954654835998,2,Vernal,2018-01-01,2018-08-17,30,30,228,30,30,228
ID_2018_2,ID_2018,ID,2018_2,2018,2,Ash,44,9.67277407548443,0.409138605851035,Estimable,5.97391553832442,4,Legend,2018-01-01,2018-08-17,30,30,228,30,30,228
ID_2018_2,ID_2018,ID,2018_2,2018,2,Ash,61,9.8811355938711,0.409138295340479,Estimable,5.97392460595566,6,ABI700,2018-01-01,2018-08-17,30,30,228,30,30,228
ID_2018_2,ID_2018,ID,2018_2,2018,2,Ash,104,9.32646147548441,0.409138605851035,Estimable,5.97391553832442,5,Archer,2018-01-01,2018-08-17,30,30,228,30,30,228
ID_2018_2,ID_2018,ID,2018_2,2018,2,Ash,112,10.4258330061289,0.409138295340479,Estimable,5.97392460595566,1,Maverick,2018-01-01,2018-08-17,30,30,228,30,30,228
ID_2018_2,ID_2018,ID,2018_2,2018,2,Ash,144,10.3054475816133,0.409138460946138,Estimable,5.97391976988566,3,22277_5246,2018-01-01,2018-08-17,30,30,228,30,30,228
ID_2018_2,ID_2018,ID,2018_2,2018,2,Ash,201,10.1949243243107,0.12335989996134,Estimable,65.7131041695498,2,Vernal,2018-01-01,2018-08-17,30,30,228,30,30,228
ID_2018_2,ID_2018,ID,2018_2,2018,2,Ca,44,1.33028655354552,0.065645131305644,Estimable,233.540662413086,4,Legend,2018-01-01,2018-08-17,30,30,228,30,30,228
ID_2018_2,ID_2018,ID,2018_2,2018,2,Ca,61,1.41736761338638,0.0639749073757017,Estimable,244.468338913052,6,ABI700,2018-01-01,2018-08-17,30,30,228,30,30,228
ID_2018_2,ID_2018,ID,2018_2,2018,2,Ca,104,1.30579145354553,0.0656451313056441,Estimable,233.540662413086,5,Archer,2018-01-01,2018-08-17,30,30,228,30,30,228
ID_2018_2,ID_2018,ID,2018_2,2018,2,Ca,112,1.36468728661362,0.0639749073757017,Estimable,244.468338913052,1,Maverick,2018-01-01,2018-08-17,30,30,228,30,30,228
ID_2018_2,ID_2018,ID,2018_2,2018,2,Ca,144,1.36200674015915,0.0648710451738366,Estimable,238.640244779736,3,22277_5246,2018-01-01,2018-08-17,30,30,228,30,30,228
ID_2018_2,ID_2018,ID,2018_2,2018,2,Ca,201,1.34200269570453,0.0196263237746934,Estimable,2609.01543371048,2,Vernal,2018-01-01,2018-08-17,30,30,228,30,30,228
ID_2018_2,ID_2018,ID,2018_2,2018,2,Cprot,44,25.284100143018,0.993068307502953,Estimable,1.01400887552018,4,Legend,2018-01-01,2018-08-17,30,30,228,30,30,228
ID_2018_2,ID_2018,ID,2018_2,2018,2,Cprot,61,24.6433869357545,0.993056393012877,Estimable,1.0140332059735,6,ABI700,2018-01-01,2018-08-17,30,30,228,30,30,228
ID_2018_2,ID_2018,ID,2018_2,2018,2,Cprot,104,24.0488668430181,0.993068307502953,Estimable,1.01400887552018,5,Archer,2018-01-01,2018-08-17,30,30,228,30,30,228
ID_2018_2,ID_2018,ID,2018_2,2018,2,Cprot,112,26.9133222642455,0.993056393012878,Estimable,1.0140332059735,1,Maverick,2018-01-01,2018-08-17,30,30,228,30,30,228
ID_2018_2,ID_2018,ID,2018_2,2018,2,Cprot,144,26.2823395072636,0.993062747425373,Estimable,1.01402022973173,3,22277_5246,2018-01-01,2018-08-17,30,30,228,30,30,228
ID_2018_2,ID_2018,ID,2018_2,2018,2,Cprot,201,25.6746344460637,0.299420163206261,Estimable,11.1541868423842,2,Vernal,2018-01-01,2018-08-17,30,30,228,30,30,228
ID_2018_2,ID_2018,ID,2018_2,2018,2,dNDF30,44,14.0633749997109,0.926614016917746,Estimable,1.1646683375842,4,Legend,2018-01-01,2018-08-17,30,30,228,30,30,228
ID_2018_2,ID_2018,ID,2018_2,2018,2,dNDF30,61,13.1789935999277,0.926613313675789,Estimable,1.16467010540012,6,ABI700,2018-01-01,2018-08-17,30,30,228,30,30,228
ID_2018_2,ID_2018,ID,2018_2,2018,2,dNDF30,104,14.2130998997109,0.926614016917746,Estimable,1.1646683375842,5,Archer,2018-01-01,2018-08-17,30,30,228,30,30,228
ID_2018_2,ID_2018,ID,2018_2,2018,2,dNDF30,112,12.0005976000723,0.926613313675789,Estimable,1.16467010540012,1,Maverick,2018-01-01,2018-08-17,30,30,228,30,30,228
ID_2018_2,ID_2018,ID,2018_2,2018,2,dNDF30,144,12.5465355997832,0.926613688738232,Estimable,1.16466916256496,3,22277_5246,2018-01-01,2018-08-17,30,30,228,30,30,228
ID_2018_2,ID_2018,ID,2018_2,2018,2,dNDF30,201,13.5028342182541,0.279384567467014,Estimable,12.8113581954179,2,Vernal,2018-01-01,2018-08-17,30,30,228,30,30,228
ID_2018_2,ID_2018,ID,2018_2,2018,2,dNDF48,44,16.5722889007137,1.23939121112236,Estimable,0.65100327858091,4,Legend,2018-01-01,2018-08-17,30,30,228,30,30,228
ID_2018_2,ID_2018,ID,2018_2,2018,2,dNDF48,61,16.1259952251784,1.23939027050212,Estimable,0.6510042667197,6,ABI700,2018-01-01,2018-08-17,30,30,228,30,30,228
ID_2018_2,ID_2018,ID,2018_2,2018,2,dNDF48,104,17.1757778007137,1.23939121112236,Estimable,0.65100327858091,5,Archer,2018-01-01,2018-08-17,30,30,228,30,30,228
ID_2018_2,ID_2018,ID,2018_2,2018,2,dNDF48,112,14.6108821748216,1.23939027050212,Estimable,0.6510042667197,1,Maverick,2018-01-01,2018-08-17,30,30,228,30,30,228
ID_2018_2,ID_2018,ID,2018_2,2018,2,dNDF48,144,15.8950250755353,1.23939077216634,Estimable,0.651003739712345,3,22277_5246,2018-01-01,2018-08-17,30,30,228,30,30,228
ID_2018_2,ID_2018,ID,2018_2,2018,2,dNDF48,201,16.3396271020943,0.3736904159875,Estimable,7.16103968756557,2,Vernal,2018-01-01,2018-08-17,30,30,228,30,30,228
ID_2018_2,ID_2018,ID,2018_2,2018,2,Fat,44,1.78051080404532,0.0960027383625836,Estimable,108.500754473373,4,Legend,2018-01-01,2018-08-17,30,30,228,30,30,228
ID_2018_2,ID_2018,ID,2018_2,2018,2,Fat,61,1.78243297601133,0.0960026655025228,Estimable,108.500919163487,6,ABI700,2018-01-01,2018-08-17,30,30,228,30,30,228
ID_2018_2,ID_2018,ID,2018_2,2018,2,Fat,104,1.91027530404532,0.0960027383625836,Estimable,108.500754473373,5,Archer,2018-01-01,2018-08-17,30,30,228,30,30,228
ID_2018_2,ID_2018,ID,2018_2,2018,2,Fat,112,1.87982912398867,0.0960026655025228,Estimable,108.500919163487,1,Maverick,2018-01-01,2018-08-17,30,30,228,30,30,228
ID_2018_2,ID_2018,ID,2018_2,2018,2,Fat,144,2.06105732803399,0.0960027043612288,Estimable,108.500831328759,3,22277_5246,2018-01-01,2018-08-17,30,30,228,30,30,228
ID_2018_2,ID_2018,ID,2018_2,2018,2,Fat,201,1.83415496944322,0.0289459074041401,Estimable,1193.50890307085,2,Vernal,2018-01-01,2018-08-17,30,30,228,30,30,228
ID_2018_2,ID_2018,ID,2018_2,2018,2,IVTDMD30,44,80.1327069061487,1.68758992845234,Estimable,0.351128555862719,4,Legend,2018-01-01,2018-08-17,30,30,228,30,30,228
ID_2018_2,ID_2018,ID,2018_2,2018,2,IVTDMD30,61,79.2853015015371,1.68758864767737,Estimable,0.351129088830459,6,ABI700,2018-01-01,2018-08-17,30,30,228,30,30,228
ID_2018_2,ID_2018,ID,2018_2,2018,2,IVTDMD30,104,77.2951291061486,1.68758992845234,Estimable,0.351128555862719,5,Archer,2018-01-01,2018-08-17,30,30,228,30,30,228
ID_2018_2,ID_2018,ID,2018_2,2018,2,IVTDMD30,112,83.0864178984628,1.68758864767737,Estimable,0.351129088830459,1,Maverick,2018-01-01,2018-08-17,30,30,228,30,30,228
ID_2018_2,ID_2018,ID,2018_2,2018,2,IVTDMD30,144,83.4843606046115,1.68758933075748,Estimable,0.351128804580998,3,22277_5246,2018-01-01,2018-08-17,30,30,228,30,30,228
ID_2018_2,ID_2018,ID,2018_2,2018,2,IVTDMD30,201,81.4882511257356,0.508827379700863,Estimable,3.86241606870495,2,Vernal,2018-01-01,2018-08-17,30,30,228,30,30,228
ID_2018_2,ID_2018,ID,2018_2,2018,2,IVTDMD48,44,82.5865185774226,1.40905574893369,Estimable,0.50366717461072,4,Legend,2018-01-01,2018-08-17,30,30,228,30,30,228
