year,ID,cut,DM,Cprot,ADF,aNDF,Ash,Fat,Lignin,dNDF30,IVTDMD30,dNDF48,IVTDMD48,Ca,P,K,Mg
2018,30818,3,94.2055054,21.9278755,21.580637,25.209013,7.827075,2.2637012,3.937444,11.2840824,82.8847809,12.6574802,87.0615692,1.5359182,0.2937937,2.2174704,0.3663113
2018,30819,3,94.7772293,22.0503426,25.9015236,29.9822197,8.635541,1.895525,4.7629514,12.2808514,79.5494461,14.2686357,83.5560532,1.6526303,0.300008,2.3812058,0.3510085
2018,30907,3,94.546051,24.2636642,21.567667,24.9126205,8.9916639,2.3636501,3.9595804,11.0554571,83.6930084,13.6760044,87.6362152,1.4758022,0.3360343,2.7157588,0.3621237
2018,30916,3,94.6504517,24.082613,22.1632748,25.3956871,8.8300266,2.3036709,3.9469671,11.6336632,84.8461838,13.9975271,88.1257477,1.5152919,0.3318501,2.6058495,0.358463
2018,31010,3,94.3305054,23.1813812,22.1600475,25.5516319,9.1878004,2.2798307,4.1350904,11.1102448,82.9313431,12.9923353,86.6028748,1.6061021,0.3122912,2.5037887,0.3599102
2018,31017,3,94.3992844,24.7212906,22.4058018,25.6670914,9.5010891,2.2363477,4.2213631,11.3075962,83.8624496,13.7974148,87.3766174,1.5448534,0.3329911,2.670687,0.3535289
2018,31103,3,94.4323807,24.4485893,22.5113239,26.2157478,9.3419456,2.3478549,4.1887736,11.5161629,83.705986,14.0462961,86.888031,1.4973599,0.3394428,2.5881698,0.3445587
2018,31118,3,94.4479752,23.827219,20.4707947,23.7817421,8.4686975,2.4117715,3.7499175,10.9879436,85.0013199,12.7512903,88.3928909,1.5540917,0.3173651,2.5242977,0.3810874
2018,20203,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,20411,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,20504,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,20615,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,20811,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,20913,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,21004,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,21104,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,21013,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,21109,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
