year,ID,cut,DM,Cprot,ADF,aNDF,Ash,Fat,Lignin,dNDF30,IVTDMD30,dNDF48,IVTDMD48,Ca,P,K,Mg
2018,31118,2,94.300293,24.6153965,28.3755569,31.3355598,8.4696245,2.1630182,4.9538732,12.7139902,81.1388092,15.8479538,84.5404739,1.2246085,0.3558436,2.9075375,0.3615695
2018,20105,2,94.4867096,25.4356995,30.2526093,33.7574844,10.0355654,1.9639131,5.487464,14.5558386,81.2931595,18.1266727,83.9279861,1.2429584,0.3894643,3.2613897,0.3871361
2018,20212,2,94.5090637,26.2823391,26.1402283,29.6699295,10.3054485,2.0610571,4.7411914,12.5465374,83.4843597,15.8950262,85.5633774,1.3529074,0.3705269,3.0668781,0.460124
2018,20320,2,94.716774,26.4064827,27.036932,29.9021301,10.3552961,1.9533362,4.9577293,12.9357557,82.7920303,16.0302353,85.2331467,1.3628982,0.3733377,3.0018651,0.414437
2018,20411,2,94.6140442,26.6116333,26.0230999,28.6781273,10.9230156,1.6459969,4.8338027,12.3481722,82.6366272,14.3065262,84.7065353,1.4459615,0.3537984,3.0236018,0.4204696
2018,20615,2,94.4602127,26.9491405,25.481102,28.8626785,10.5589333,1.9074051,4.8002787,12.6339788,83.1809006,15.4080276,85.4409485,1.2964618,0.3770497,3.0419688,0.4308497
2018,20616,2,94.5045776,27.0880356,26.1007919,28.9596176,9.9202299,2.0476692,4.8956156,12.4134951,83.0812988,15.5144091,85.628212,1.3571706,0.3864547,3.0226731,0.4251205
2018,20618,2,94.3997803,26.9133224,25.0091648,28.0099659,10.4258327,1.8798292,4.7759614,12.000597,83.0864182,14.6108818,85.4218216,1.3677204,0.3656129,2.993772,0.4305336
2018,20714,2,94.2606201,26.702446,24.3354168,27.327507,9.3801155,1.9466732,4.7780685,11.4870968,82.4514771,13.8832779,85.5235596,1.3293638,0.3583328,2.9234316,0.4501462
2018,20720,2,94.5642166,26.5767059,27.8222866,30.7789917,10.1702919,1.8851432,5.1172256,13.3969574,82.2424011,16.4684715,84.8612671,1.3543541,0.3830509,3.050261,0.4276364
2018,20811,2,94.3759384,26.244421,26.0635281,29.0922184,10.0213957,1.9079137,4.9615812,11.9313688,81.8732071,14.8567924,84.8722687,1.4142059,0.3609031,3.0448365,0.4295899
2018,20816,2,94.6900864,25.3502007,29.4671936,32.7350121,10.4302683,1.8007479,5.4914618,13.5406504,80.3084946,16.2635002,82.6247406,1.3949974,0.3685618,3.0863652,0.3918369
2018,20919,2,94.7007217,25.6790905,28.1534233,31.708353,10.4923782,1.8416945,5.3057098,13.6898842,81.8124619,16.5999851,84.1388779,1.3100848,0.3769239,3.1890838,0.3906254
2018,21104,2,94.6785126,25.2200127,28.7222328,32.1251259,10.2584362,1.8594064,5.3304048,13.7679853,81.6663361,16.8106365,83.8417969,1.3547068,0.3713421,3.1058784,0.4079124
2018,21109,2,94.7668915,25.9812374,27.5555725,30.1734619,10.2712412,1.8723541,5.1124206,12.8904467,81.7921143,15.5572844,84.1239624,1.3344795,0.3696663,2.9915931,0.4128068
2018,20103,3,94.2761917,19.966011,23.918623,27.474884,9.7383995,2.2658987,5.2169776,8.5100985,77.423317,11.2834435,82.2386322,2.1273892,0.2347829,1.8788632,0.3816223
2018,20105,3,94.2976837,20.8017426,25.2164612,29.2345371,10.0877857,2.0207682,5.3092117,9.9494534,77.9308243,12.8675318,82.2979965,2.130686,0.2460144,1.9873247,0.3783599
2018,20117,3,94.1610031,22.7001781,20.1572018,22.3834991,9.5668182,2.3669724,4.1609225,8.4846983,82.4416351,10.4396019,86.8871155,2.0887368,0.2808653,2.261411,0.4275955
2018,20213,3,93.9829712,23.0045261,18.5129585,20.3952827,9.4465761,2.6323402,3.9694827,7.567512,84.0072021,9.1779661,87.9261093,2.2898948,0.2713245,2.0896699,0.4783456
2018,20314,3,94.1800308,22.0439034,20.9577274,23.2212982,10.0328197,2.3951859,4.4349403,8.5158596,82.304245,10.9330521,86.286972,2.1324625,0.2650976,2.2808228,0.4226108
2018,20320,3,94.2023239,22.7822628,18.7467461,21.1906128,9.3601341,2.5644307,3.8631907,8.5479097,83.7204514,10.2447777,87.4859238,1.8432314,0.2879068,2.0958545,0.4304663
2018,20405,3,94.0203857,24.0227528,18.4523983,19.4772835,9.3393087,2.5319657,3.7933969,7.541676,83.9758301,9.1497612,88.2045441,2.1314063,0.2853322,2.0610075,0.4638483
2018,20419,3,94.1650848,22.8329773,20.1981373,22.5563602,9.6569633,2.2013965,4.0608506,8.3869143,81.6579819,10.2101345,86.405365,2.1721163,0.2618708,2.0310845,0.4597655
2018,20502,3,94.3137665,23.6812,18.3825893,20.0946083,9.7826405,2.5331476,3.8733356,8.5541964,84.5318069,10.0641718,88.2651215,1.9097134,0.2984045,2.2199316,0.424343
2018,20616,3,94.0619583,23.7000618,18.2581749,19.8741016,9.7005215,2.5476546,3.8085277,7.5735598,83.3612823,9.0665274,87.6121826,2.1471922,0.2826195,1.9212544,0.4690668
2018,20714,3,94.1134415,22.5329266,19.7041531,21.779686,9.0681372,2.4144235,3.9137146,8.6136541,81.9438782,9.9185476,86.3405075,1.9340725,0.2828371,1.8667808,0.4515088
2018,20720,3,93.9667206,22.1956635,19.4494133,21.9658928,9.2291889,2.4737651,3.9937174,8.2487268,82.7122192,9.7354031,86.9722977,2.2914405,0.2584457,1.9058237,0.4660414
2018,20816,3,93.8744354,23.5783691,17.3528728,18.2989731,8.9928131,2.6461389,3.4917543,7.2314701,84.5375519,8.703742,89.0733566,2.2635076,0.2736261,1.9887334,0.5057666
2018,20919,3,93.9699249,22.416729,17.454792,19.5591412,8.9199467,2.7226393,3.6545231,7.3014851,84.1373062,9.1820955,87.9506989,2.1508901,0.2646079,1.8684056,0.4716377
2018,20103,2,94.7434387,23.9090767,27.7047997,33.2690697,11.3248768,2.2377064,4.8286271,13.6597986,81.7593231,17.6372051,83.5213165,1.4726923,0.3640126,3.3407145,0.5737486
2018,20106,2,94.7646561,24.0488663,32.5596428,36.2333832,9.3264627,1.910275,5.9903703,14.2131023,77.2951279,17.1757793,80.4422836,1.293659,0.3612363,2.9562702,0.3798257
2018,20117,2,94.6674423,25.2840996,30.4573879,33.6790543,9.6727753,1.7805105,5.4960718,14.0633774,80.1327057,16.5722904,82.5865173,1.3181541,0.3696494,2.9624479,0.401278
2018,20203,2,94.7262955,24.4052601,31.8614807,35.3931465,10.0871515,1.7713951,5.7646761,14.9203224,79.2222137,17.960947,82.0618591,1.2643248,0.3743606,3.2878971,0.3614632
2018,20213,2,94.5554962,26.4532661,27.1994419,30.5527897,10.7961884,1.936963,5.0869656,13.8157444,83.2065964,16.7194099,85.2287292,1.3023541,0.3852589,3.1363988,0.4050326
2018,20314,2,94.6499329,26.6032562,25.6813526,28.6521225,10.7195654,1.7809752,4.8239131,13.207386,84.0242233,15.3797941,85.6598206,1.3983798,0.3676886,3.1840103,0.4314555
2018,20405,2,94.6882858,26.2333546,27.8566742,31.1042538,10.7231131,1.8002043,5.1646252,13.4749489,82.6935043,16.2441826,84.5415955,1.3428812,0.3650953,3.1012599,0.4105049
2018,20419,2,94.613945,24.6433868,29.313612,33.3043175,9.8811359,1.7824329,5.4738216,13.1789942,79.2853012,16.1259956,82.1386261,1.4143345,0.3537314,3.1098068,0.4068091
2018,20502,2,94.6538162,24.2797127,29.3604736,32.801403,9.6802893,1.8187062,5.5190034,13.1607437,79.2451096,15.852212,82.1925201,1.3349376,0.3540908,3.1947134,0.3833313
2018,20504,2,94.7267303,23.9363251,30.7595177,34.4647293,9.5570908,1.7486265,5.752851,13.6130648,78.2576447,16.2322941,81.1132507,1.3041843,0.348527,3.0350668,0.3748274
2018,20913,2,94.5888901,25.0659561,30.0555191,33.460968,9.6931219,1.7778708,5.5318747,14.2620039,80.2786255,17.2203579,83.0400162,1.3153143,0.3700342,3.1521394,0.3981493
2018,21004,2,94.6462326,25.37257,29.0586452,32.3504829,10.1195965,1.9270595,5.3315196,13.8940916,81.6954269,16.965374,83.9035645,1.4045422,0.3735508,3.0608537,0.4235993
2018,21013,2,94.606308,25.2947254,27.3972416,30.3100681,10.2261438,1.7438678,5.1572089,12.703577,81.0792923,14.8923244,83.4444962,1.4217035,0.3530833,3.2320471,0.4006818
2018,30103,3,94.7713699,24.5759659,22.6316166,25.6772823,9.1892462,2.1518157,4.2527413,11.5127468,83.4243851,13.9909782,87.1399841,1.4473778,0.3347987,2.7529438,0.3466182
2018,30120,3,94.5010223,23.5387001,22.7083817,26.3396053,8.838398,2.419708,4.0129566,11.9127979,83.6261749,14.6196003,87.1656342,1.3576694,0.3444196,2.7822249,0.3432322
2018,30210,3,94.7599716,22.8988285,23.8947582,28.1536751,9.2830992,2.2744753,4.4415102,12.4735126,82.3101959,15.3568153,85.9768372,1.3620111,0.3315583,2.7952764,0.3282598
2018,30217,3,94.4027252,24.1177921,20.452467,22.9546566,8.6393747,2.3620017,3.8624549,10.2327499,84.2858505,12.2123117,88.4496155,1.5745296,0.3156304,2.4153488,0.3776689
2018,30309,3,94.6250992,23.1557198,21.6648388,25.0661907,8.1176996,2.3251631,4.0229602,11.0237055,83.4805603,12.9150047,87.1973343,1.510246,0.3100518,2.2673316,0.3799152
2018,30311,3,94.6278992,23.5363579,22.7040768,26.0153122,8.6517744,2.3006337,4.3049603,10.7781439,82.608902,13.4210567,86.5855713,1.5506922,0.311701,2.4815094,0.3784463
2018,30317,3,94.4668808,22.2334251,24.4598503,28.0498867,8.3659039,2.2358303,4.5699153,12.0277243,80.8946609,14.0383425,85.1019745,1.4308943,0.3164594,2.5939267,0.3561935
2018,30320,3,94.5661621,24.8612785,21.3897114,24.8310623,9.1836557,2.3781414,4.0377827,11.5268936,85.040535,13.9500694,87.9882812,1.4482014,0.3426826,2.606298,0.3651657
2018,30406,3,94.6908112,24.9538212,21.1440277,24.3225231,9.1243496,2.1858275,3.8913078,11.2423182,84.8722305,13.1627216,88.2277603,1.6140115,0.3252194,2.4893222,0.3840365
2018,30410,3,94.7296524,23.5713387,23.0522804,26.7372932,8.9316721,2.3769062,4.1564717,11.5728331,82.7697601,14.3204012,86.7250977,1.4368573,0.3340668,2.6987882,0.3495965
2018,30413,3,94.2888947,23.0854492,21.8221073,24.567934,8.4508486,2.409462,4.0690675,10.7730198,83.1716385,12.5150137,87.0990677,1.5139918,0.3166299,2.5073335,0.3720896
2018,30414,3,94.5480423,24.7510605,21.2580032,24.6468124,9.4441566,2.3802004,4.0134125,10.6851788,84.0146942,13.3665075,87.6090622,1.4778246,0.3298658,2.5274568,0.3611917
2018,30505,3,94.3081589,24.034441,22.1801071,25.6360931,8.8304157,2.281086,4.1912751,11.0741291,83.2939911,13.3475389,87.2099304,1.5679507,0.3237218,2.4852641,0.36142
2018,30508,3,94.4052048,23.3788052,20.5279827,23.9002285,8.7025461,2.4172337,3.6989379,10.9478359,84.4675446,12.8609295,88.1283798,1.5335275,0.3215705,2.5624995,0.3632396
2018,30612,3,94.6234818,23.8419209,21.9988785,25.429882,9.3428383,2.3999476,4.0020833,11.5656862,84.0241241,14.1026278,87.3635788,1.4291831,0.3405569,2.7398133,0.3463967
2018,30704,3,94.6282349,24.8397541,21.1233025,24.0747261,9.1759634,2.1075227,3.9188008,10.906291,84.3949661,12.8045607,88.0350647,1.620049,0.3183352,2.5373802,0.3710687
2018,30719,3,94.3087387,23.6720695,20.6017952,22.9491539,9.1263828,2.3568418,3.7253194,10.4736185,84.1600037,12.0567694,88.1242447,1.5997088,0.3157398,2.4923918,0.3667693
2018,30807,3,94.7019119,23.8579159,23.3373337,27.2416706,8.9939642,2.236553,4.3499999,11.8057842,82.5550003,14.7518311,86.5000534,1.4146497,0.3331296,2.6841412,0.350897
