cut,year,ID,DM,Cprot,ADF,aNDF,Ash,Fat,Lignin,dNDF30,IVTDMD30,dNDF48,IVTDMD48,Ca,P,K,Mg,Su_ESC,Su_WSC,Starch
3,2020,30505,94.1307144,22.2797623,33.269722,38.3263359,9.0645256,1.8948869,6.2583742,16.3257809,76.4038696,18.474966,79.6478195,1.1389899,0.3511029,2.5078244,0.3511012,4.8311739,7.2683759,2.0367322
3,2020,30508,94.3261414,21.7384109,32.3629532,37.2714348,8.9450884,1.813531,6.3660688,14.7407084,75.8323441,16.8887501,79.5681915,1.1360191,0.3310685,2.5494549,0.3467942,5.8916631,8.0763531,1.7968148
3,2020,30601,94.0681839,21.612484,32.7440491,37.6014862,9.8121328,1.7005022,6.2993064,16.0311928,76.2664337,17.887722,79.5477295,1.2081332,0.3366901,2.5241532,0.369205,5.1092324,7.7870612,2.2785892
3,2020,30612,94.0601654,23.0743752,30.4531517,34.5487213,10.1607571,2.033143,6.061574,14.5568295,78.4233551,16.2621231,81.0267105,1.1403092,0.3530563,2.9517932,0.3378408,4.593348,7.0467415,2.5944281
3,2020,30704,94.6283417,20.7366924,34.5125656,39.7683754,9.3329926,1.5902536,6.6237898,16.0774746,74.6271133,18.1198769,77.9677582,1.1992197,0.3219171,2.5527775,0.3289423,4.9823122,7.5181355,1.5558107
3,2020,30719,94.2492065,21.1879425,34.8895607,40.1434593,8.9554529,1.8715421,6.6686068,15.8979921,74.5361176,18.04249,78.0066147,1.0637972,0.34622,2.7000892,0.326101,4.7518082,7.0456729,1.832505
3,2020,30807,94.2465591,22.8520756,33.5388222,37.8520126,9.8635921,1.8840358,6.1811194,17.1536045,78.0830078,19.1911774,80.1803894,1.031379,0.3799982,2.9347672,0.3531139,4.0625134,6.8010082,2.0518553
3,2020,30818,94.441246,21.7015457,32.3982468,37.4806709,9.0548096,1.7789596,6.3925762,14.0568762,75.6225967,16.8724213,79.359581,1.1247845,0.3372031,2.5606332,0.3286546,5.7276392,7.9463391,2.2127028
3,2020,30819,94.3158951,21.4983234,33.4724541,39.0790939,8.6174288,1.6838261,6.6043253,14.516551,74.4655533,16.4476013,77.772438,1.2163773,0.3184744,2.2386622,0.3533081,5.7610431,7.9780045,1.8034422
3,2020,30907,94.2056961,22.0003033,32.7303505,37.6760902,9.3985186,1.937283,6.3328233,15.2864981,76.3165131,17.3232555,79.4448929,1.2009523,0.3415124,2.4597044,0.3676656,5.3285332,7.648335,2.0644667
3,2020,30916,94.5700912,20.702774,34.9204407,40.496769,9.4164658,1.6873879,6.6682115,16.4689636,74.9171066,18.8940105,77.9948196,1.1004021,0.3362422,2.6250243,0.323151,4.613574,7.1517415,2.0882208
3,2020,31010,94.4370193,22.6358376,32.9752388,37.7786064,9.5297194,1.7541711,6.5333085,14.5548706,74.7070541,16.9769917,77.9670639,1.1516178,0.3527687,2.5508065,0.3732415,4.8932533,7.3139834,2.1936295
3,2020,31017,94.4410248,23.5847015,30.7702255,34.886631,9.4182568,1.7922883,5.8132443,16.1439571,78.7900162,17.5613403,81.9024887,1.1726652,0.3550832,2.5608175,0.3650195,5.4104052,7.9482646,1.5993932
3,2020,31103,94.2424011,20.1980095,35.1246567,40.4740067,9.0376492,1.681684,6.6099758,16.6669579,75.1196136,18.4887066,78.1210327,1.1539341,0.3270585,2.5206981,0.3227082,5.21244,7.7184272,1.9218138
3,2020,31118,94.2659149,23.4018784,30.4250851,35.2147064,9.2187691,1.8936471,6.0050015,14.3736906,76.8706207,16.3930531,80.6217346,1.2516704,0.3410862,2.3053386,0.3968653,5.6864367,7.8477678,2.1683583
4,2020,30103,94.1935806,22.3465309,24.6213112,28.5802193,9.9040775,2.0840271,4.9333158,12.1243134,82.4311447,14.9360504,86.1804123,1.2827308,0.3330702,2.5797734,0.3598758,7.6030774,10.2696342,3.5638969
4,2020,30120,94.0466766,21.4701691,24.5976601,28.5258465,9.6321993,2.1081212,4.8887672,11.5278435,82.519989,14.3318634,85.9917984,1.3500849,0.3184099,2.5592239,0.361933,8.1511307,10.8640442,4.1648674
4,2020,30210,94.1926498,21.7958889,26.0936432,30.7856922,9.2622404,1.9978417,5.2592158,12.4056816,81.47612,15.7062063,84.991272,1.1375896,0.3293398,2.6036139,0.3240874,7.6335955,10.260107,3.4838331
4,2020,30217,94.0086899,21.5217209,25.3241024,29.4627266,9.2101641,2.0555012,5.4118485,11.8145304,81.1963196,14.227561,84.9657059,1.4237084,0.3057327,2.3628778,0.3642718,7.8568788,10.4498682,3.4092216
4,2020,30309,94.1871643,22.3422298,24.437418,28.7961521,9.64645,2.112505,5.1121783,11.3749714,81.6362686,14.2227249,85.8014755,1.4489679,0.3102583,2.3296421,0.3783692,7.9357934,10.5097246,3.591325
4,2020,30311,94.2785645,22.6067352,25.323431,29.1803493,9.4819984,2.0850284,5.3843217,12.2002077,81.4728241,14.1733675,85.3935165,1.4686115,0.3149815,2.4214766,0.3754638,7.4218602,10.0612535,2.9558098
4,2020,30317,94.1133347,21.8087463,24.1127224,28.7239819,9.054493,2.073643,4.9893022,11.2490702,81.8892136,14.5276785,85.7499695,1.3552147,0.3096511,2.2620068,0.3780679,8.1322613,10.5788012,4.527739
4,2020,30320,94.0008163,22.4244156,25.2315922,29.4799767,9.3468637,2.0543613,5.0792937,12.578824,81.7757568,14.8792715,85.7215805,1.4045576,0.3221486,2.4235337,0.3677326,7.8513708,10.4872828,3.1075923
4,2020,30406,94.1737976,22.9194393,24.72509,28.5551872,9.8244276,2.0687406,5.1085806,12.7729921,82.3950272,14.5841675,86.219986,1.4449607,0.3201103,2.5159307,0.3648679,7.5144153,10.1364622,2.8754325
4,2020,30410,94.1111755,23.056694,22.8087978,25.7142754,10.119503,2.1684451,4.7617183,10.8567123,83.1633377,12.7024622,86.9199905,1.4149973,0.3277718,2.4928653,0.3825423,8.3394098,10.860858,3.7795472
4,2020,30413,94.1439438,22.3522625,23.6445522,28.090086,9.6288357,2.1556828,5.0319276,11.1117926,81.8337173,13.7317505,85.8100739,1.3812859,0.3154744,2.2188408,0.3934898,8.4617214,10.8557873,3.8046625
4,2020,30414,94.0396347,25.4668503,21.9981003,24.2395897,10.2199898,2.1820776,4.6726127,11.6406975,83.8460159,12.834384,87.9922256,1.4555134,0.3492353,2.5160925,0.4113511,7.8560934,10.5342951,2.379148
4,2020,30505,93.9889908,22.6721096,23.6518078,27.680212,9.1359062,2.0967109,4.9828157,12.3226404,82.4162521,14.2816687,86.5752029,1.4470277,0.3078133,2.1586492,0.4042775,8.2468462,10.8123684,3.2950785
4,2020,30508,94.0878677,22.2803936,22.6255322,26.759367,9.6205282,2.1518431,4.7779226,10.995923,82.999855,13.3615131,87.0912781,1.4585346,0.304128,2.2168255,0.4017327,8.8262205,11.3166027,3.8221688
4,2020,30601,94.0575638,22.4129257,23.3375359,27.3798695,9.8017826,2.0330281,5.0605035,11.6663885,81.9657211,13.9181089,86.0807571,1.4755099,0.3052494,2.05778,0.4041765,8.3551197,10.9760857,3.3216305
4,2020,30612,93.963974,20.8785229,23.5223427,27.9930687,9.8996172,2.1587691,5.075357,10.6510344,81.3987503,13.301384,86.0284119,1.5953333,0.2881988,2.2375751,0.393295,8.6004982,11.2548609,3.9963918
4,2020,30704,93.9604874,22.6695843,22.4328442,26.4236259,9.540761,2.152493,4.6181102,11.3054609,83.5805054,13.3833361,87.6775284,1.4485068,0.3061771,2.2109098,0.4010626,8.687561,11.1567364,4.0323343
4,2020,30719,94.0759964,20.9620514,24.3727989,29.1747532,9.2500296,2.0363896,5.158895,11.5114527,81.497963,14.0513582,85.7659149,1.4152144,0.2970022,2.2280991,0.3733496,8.7813072,11.3551683,3.7832417
4,2020,30807,94.2394257,21.5724983,26.3320084,30.7279053,9.9629822,1.8628454,5.5146456,13.0731201,80.0731049,15.0142298,84.2129135,1.4124548,0.3100431,2.4326272,0.3755621,7.5203652,10.2289181,3.1039891
4,2020,30818,93.9795456,21.5017338,22.5958652,27.2121944,9.0755882,2.0751312,4.8477764,10.3215685,82.7933807,13.2758121,86.603157,1.3707892,0.3004158,2.1356938,0.381979,9.2227097,11.7603064,4.5674791
4,2020,30819,94.2485046,22.4423046,25.0990562,29.6969013,9.5561876,1.9810975,5.1678977,12.3178682,80.7083664,14.1493645,84.6358566,1.6184123,0.3015924,1.9458776,0.4112417,8.1455822,10.7354784,3.4641705
4,2020,30907,94.1577606,22.8848267,24.2708492,28.2142277,9.3703814,2.0316265,5.2002745,11.8085146,81.9852753,14.0068502,85.8771362,1.4735395,0.3150006,2.2101457,0.3990695,8.11378,10.6706047,3.3170128
4,2020,30916,94.0281067,23.7440662,23.7217064,27.2881222,9.6418028,2.0777612,4.9033141,12.4306421,82.9427261,13.9939508,86.8650208,1.4524132,0.3249391,2.3859391,0.3941508,7.8258281,10.4355812,2.9860091
4,2020,31010,94.0682144,21.7292786,24.5910339,28.6384945,9.6287031,2.0030947,5.2602296,11.2428093,80.971405,13.5090084,85.2094803,1.4620271,0.3038082,2.1650515,0.3912413,8.419836,11.0248604,3.6796355
4,2020,31017,94.1778412,22.1422729,23.232193,28.0507622,9.0986052,2.0045264,5.0566812,10.9548817,81.768364,13.8723631,86.0690079,1.3849335,0.3004172,1.9161884,0.3913482,8.710269,11.277647,3.4020388
4,2020,31103,94.1737976,22.491785,24.3641415,29.0650711,9.1362944,2.0547137,5.1988478,12.0373535,81.4020386,14.8464804,85.7697906,1.4243243,0.3132347,2.1660428,0.3851053,7.8543901,10.5511522,3.2889419
4,2020,31118,93.8083954,23.6508541,21.1352272,24.3527336,9.9924498,2.2288115,4.5919447,10.769577,84.0388336,12.1124191,88.0681152,1.6659232,0.3042215,2.0416222,0.4566827,8.9532347,11.4459848,3.3441246
2,2020,10115,93.7511215,26.2402706,25.7614975,29.4185371,10.0524588,1.8953477,4.5888262,15.8909216,83.1301956,15.658637,86.0153885,1.3927611,0.3519548,2.1483109,0.4619056,7.3391557,9.7475462,2.1349463
2,2020,10205,93.8174362,26.8951588,25.2450008,28.727169,10.5622921,1.8953943,4.3958216,14.9944468,82.5481491,15.7570524,86.2910233,1.2695076,0.3714559,2.4730902,0.4209205,6.7509847,9.2670355,2.1557028
2,2020,10206,94.0021896,25.6411705,26.4936848,30.6156197,10.0684595,1.7755266,4.7331824,16.3764935,81.7514496,16.2211227,85.0504608,1.3910425,0.3544372,2.3336205,0.42711,7.0381069,9.4555607,1.6568497
2,2020,10214,93.802681,25.6829681,26.5949459,30.0986195,9.8818245,1.7916182,4.749567,16.1475315,82.4761124,16.0577316,85.5289841,1.3921807,0.3505146,2.3465869,0.4286049,7.0097327,9.6007347,1.6332358
2,2020,10302,93.7426224,24.1577816,27.6746635,32.0546722,10.1318445,1.9410175,4.9468126,15.9422579,80.3895187,16.6305943,84.3923569,1.3414674,0.3417897,2.4338915,0.4057153,7.0555778,9.4751272,1.938735
2,2020,10312,93.736496,26.1899376,26.1412449,30.0404396,9.9315577,1.8075657,4.7690945,15.9620771,82.5456161,16.0863514,85.4617157,1.3525138,0.3596369,2.1747441,0.4673588,7.2146044,9.6481085,1.7409008
2,2020,10407,94.034935,24.0108318,29.0843182,33.9103394,9.1485672,1.8083243,5.0387511,16.6062145,80.8444595,17.4017715,83.6555099,1.1505382,0.3603705,2.3824465,0.4004635,7.6126566,9.9105587,1.3057033
2,2020,10413,93.878067,21.0090961,28.9303436,34.435833,10.3634243,1.739151,5.2298951,15.1074181,78.2559204,16.8724499,82.6124725,1.1118587,0.3174252,2.3159034,0.37199,7.6051011,9.8412962,2.6592035
2,2020,10419,93.8419113,21.7297039,29.0113411,34.2844887,9.5237494,1.7839007,5.1870871,14.9379635,78.4511414,16.4882069,82.4229813,1.2472519,0.3334697,2.1814873,0.3964595,8.0595541,10.2620087,2.8047225
2,2020,10508,93.8689117,25.9369411,27.0378723,30.9804306,10.8532906,1.7813686,4.6861105,16.5792274,82.0191193,17.2456017,85.6730042,1.2844802,0.3740624,2.6534698,0.4211653,6.372437,8.9067583,1.6617858
2,2020,10514,94.0178375,25.9491997,26.1486874,29.5637913,9.5297489,1.9637297,4.7757444,15.17206,82.1482086,15.6386271,85.4098587,1.3411772,0.3583532,2.2593811,0.4347718,7.1204357,9.2828569,1.9675642
2,2020,10604,94.0147171,27.9379921,26.4976845,29.2393417,9.8690958,2.0637188,4.4920878,15.4606237,84.3773422,16.2709408,86.5671005,1.1231878,0.4111167,2.6449211,0.4169281,6.0586748,8.3965483,1.8509043
2,2020,10613,93.9789352,24.1580601,27.0732479,31.3001957,9.60151,1.8177707,4.8105597,15.7951975,81.7635117,16.8988686,84.881012,1.138051,0.3530835,2.4907777,0.3882397,7.3738861,9.6805086,2.2628829
2,2020,10702,93.9605331,22.9574833,27.8892212,32.5841789,9.9408493,2.0125349,5.1301861,14.7222443,79.8042221,16.63517,83.817009,1.0624971,0.3589768,2.4440637,0.3787145,7.1144361,9.3254213,2.6232278
2,2020,10715,93.7721558,22.933197,27.1017761,31.4561844,9.7176647,1.9159726,4.8171887,15.4758139,81.5414886,16.7316475,84.7460556,1.1133114,0.3474008,2.5415382,0.3660167,7.54456,9.8940783,2.8263626
2,2020,10802,93.7576218,22.122221,25.0281887,29.0278473,10.2112207,2.0047917,4.5036359,13.2843981,81.8783035,15.0750599,85.7213669,1.2737802,0.3204765,2.1664464,0.3983028,8.5989771,10.8412466,3.8734794
2,2020,10805,93.8049698,21.4656296,26.7946987,31.5462189,9.6222219,1.9039907,4.8411345,13.3131723,79.9749222,15.4535141,83.2023468,1.0272075,0.3259954,2.1187594,0.3800304,8.4592733,10.695075,4.1857858
2,2020,10816,93.8744736,24.7949715,26.428566,30.7472267,10.8115559,1.9399976,4.499846,15.7256241,82.3115082,16.620985,86.0466003,1.2376648,0.3569817,2.5999014,0.3953927,6.8243585,9.1209726,2.0252469
2,2020,10817,93.9375,27.8233013,24.2129498,27.5568619,8.8059921,2.0947778,4.4951234,14.746212,84.2204437,14.9644003,86.8045502,1.2348474,0.3716375,2.261714,0.4375249,7.1877065,9.2945051,1.7121347
2,2020,10910,94.0065536,19.5681171,30.2274303,36.0961075,8.7055454,1.8813775,5.3504543,14.7522869,78.2742538,17.4502144,82.1337738,1.0032067,0.321344,2.1433933,0.3511682,8.3252773,10.368741,3.2362938
2,2020,11016,93.9102325,23.6387863,27.6729221,32.1826973,9.1043081,1.8322326,4.9662499,15.6947489,81.1412659,17.2335606,84.76091,1.0827892,0.3653892,2.6862733,0.3552012,7.6781402,9.9741373,1.9355314
2,2020,11019,93.7058563,21.2235718,26.4041157,31.7933502,9.6541967,1.8026582,4.7230344,14.2752552,80.4696655,16.582386,84.5006561,1.1096702,0.3153063,2.1331685,0.3942363,8.6270142,10.8267031,3.9635086
2,2020,11120,93.8312988,24.4565563,25.4776249,29.9947395,10.3315029,2.0631666,4.6170979,14.3042688,81.0521774,15.4753752,85.4844589,1.2145331,0.3380048,2.3251014,0.3821607,7.2604623,9.4488611,2.6271033
2,2020,11102,93.9503021,26.6982861,26.4123783,30.1822281,9.5854788,1.7968907,4.8562307,15.4778156,82.1128845,15.9784803,85.2929382,1.3893147,0.3704421,2.077163,0.4571495,7.0366673,9.5192041,1.8992672
2,2020,11117,93.8394394,27.4379101,24.4105873,28.2613106,9.4016905,1.7856988,4.5273271,15.7510777,83.3158264,15.8924685,86.5733871,1.4246442,0.3629436,2.1111624,0.4673336,7.0998497,9.6055717,1.7642028
3,2020,10104,93.9262924,24.1688824,27.3999615,30.5877476,9.586833,1.761542,5.203784,15.9138718,82.35952,15.684761,84.8775482,1.6183016,0.316335,2.0492492,0.4485255,7.0883207,9.5640507,1.5919878
3,2020,10115,93.7672882,25.4042416,26.0521545,28.5929947,10.254158,1.8375212,4.7817984,16.1370354,83.6978912,15.3062696,86.0524979,1.8197471,0.3224712,1.9947567,0.5043523,7.0378094,9.7443933,1.3604832
3,2020,10205,93.9207993,22.4534225,28.2701931,32.456852,10.6579742,1.6632602,5.5062132,14.6224937,78.6722031,16.3804359,83.2990417,1.5682909,0.3008188,2.0739465,0.3736005,6.3058019,8.7889223,2.0217111
3,2020,10206,94.0634003,23.3155441,28.9467659,33.1501732,9.7118979,1.7003626,5.4816442,15.1273727,79.1853561,16.0823421,82.6850433,1.4638423,0.310587,2.1495752,0.3906456,6.4932365,8.7800522,2.2483375
3,2020,10214,93.9585266,24.9709682,25.5853691,28.9827843,10.608613,1.8703238,4.6939883,15.3218193,82.9023285,15.4736309,86.2519455,1.5831038,0.3230969,2.247122,0.4220872,6.384582,8.902791,2.2770166
3,2020,10302,93.9030228,24.0370178,27.6467266,30.7935352,9.9767294,1.9756765,5.0393338,15.8776226,83.1319199,15.72754,85.1554184,1.6322607,0.3147013,2.1160598,0.4313442,6.336092,8.983942,1.4677899
3,2020,10312,93.9067001,22.2231121,31.5962448,35.3959656,9.5080862,1.6972054,5.8974414,16.4084702,79.1054611,16.7014427,82.064003,1.5124123,0.3090474,2.0974503,0.3994212,6.2973366,8.6615276,1.1819589
3,2020,10407,94.0362549,23.8433552,28.9047184,32.1015015,9.7854109,1.8462902,5.2983637,15.9276056,81.2036209,16.0475559,83.7890549,1.4600605,0.3294692,2.3752179,0.4000171,6.0932398,8.643959,1.2735224
3,2020,10413,94.0598907,20.4028206,31.4355354,35.8171806,9.8749199,1.7009535,5.9260173,15.6792374,78.4885254,16.901804,81.6612396,1.329242,0.2945419,2.3145254,0.3503239,5.9644012,8.6197205,1.5940402
3,2020,10419,93.8534317,21.4035263,28.9225197,32.6449852,9.8121595,1.8383685,5.355648,15.0085192,79.7197495,15.9660873,83.0023346,1.5151131,0.2982797,2.1594682,0.4044133,7.0208192,9.494524,2.1953504
3,2020,10508,93.9043198,23.8971958,27.2618275,29.5860329,10.7823153,1.8930283,4.8478661,16.1841335,84.1637421,15.7729044,86.3274231,1.6036251,0.3271646,2.5010448,0.4197673,6.1570754,9.0097628,1.606653
3,2020,10514,93.8446884,21.4817524,29.2825413,33.163147,10.0135832,1.8917278,5.5657201,14.7274323,80.1283798,15.7139378,82.5778275,1.5648364,0.298444,2.1206508,0.3938021,6.4224601,9.1041794,1.8749714
3,2020,10604,94.1336365,23.1526585,30.0093822,33.1043739,10.2400589,1.8290677,5.5500846,15.8425379,81.8446121,16.7112064,83.6105347,1.4046079,0.3391752,2.5258293,0.3798578,5.3814006,8.2887392,1.5121496
3,2020,10613,93.8543472,18.4867821,29.9304943,34.9289742,9.3623905,2.0048769,5.5615931,14.5931282,79.4362183,16.7402115,82.4909973,1.3435794,0.28413,2.1709523,0.3561487,7.3942323,9.7358427,3.2625539
3,2020,10702,93.7467346,19.7752991,30.662178,35.0577393,9.6828718,1.9447924,5.8519292,14.7106285,78.6797562,15.9991837,81.4197617,1.2976103,0.2868024,2.2544172,0.363273,6.578969,8.9053936,2.3917234
3,2020,10715,93.7228394,22.355732,28.2700691,31.8992958,9.5590839,1.923496,5.2463846,15.0811863,81.740242,15.9083672,84.0422668,1.2832088,0.3163293,2.4047377,0.3776235,6.5868478,9.0666914,2.0334039
3,2020,10802,93.8969879,20.4674988,29.8753643,34.0545425,9.4924383,1.9293977,5.7021604,14.7896729,79.3625565,16.295599,82.850235,1.2811626,0.2987632,2.2331262,0.3782319,6.8979087,9.0912266,2.2141488
3,2020,10805,93.9075317,22.3838978,25.7863941,29.6217995,9.6059694,2.0389228,4.9232574,12.8270922,81.5149689,14.2902584,84.5624008,1.3274323,0.3064792,1.9954724,0.4216691,7.7242684,9.8460636,3.4750791
3,2020,10816,93.8637848,21.4915352,28.3838406,31.8665924,10.5654926,1.9706727,5.2670984,15.2988987,81.4385757,15.7556906,84.1196899,1.4833665,0.3031841,2.3846977,0.4005806,6.3409615,8.9644585,2.3046877
3,2020,10817,93.8089142,23.8750801,27.7744255,31.3007278,9.2005339,2.0361624,5.271256,14.6458578,81.7866898,15.3006487,84.0624847,1.4283818,0.3217516,2.0383294,0.4188469,6.3342133,8.7097874,1.7725539
3,2020,10907,93.7728043,19.9985313,29.6489582,34.3214722,9.6704397,2.0040803,5.5931602,14.6762695,79.2656555,16.5230236,82.7404175,1.2355425,0.2947271,2.3252518,0.3628119,7.1900911,9.3367338,2.410522
3,2020,10910,93.7860107,20.1647949,29.5372963,34.3026657,9.4840984,1.9153895,5.7040968,13.3776045,78.6725235,15.5925398,81.7869263,1.2608364,0.2967458,2.1289401,0.347642,7.038065,9.2918949,3.0107944
3,2020,11016,93.9197311,21.8791294,27.2446861,31.4471779,9.7629414,2.055712,5.0982189,14.4141159,82.0285568,15.6702805,84.9284134,1.3213133,0.3045637,2.3299866,0.3785216,6.8575497,9.3098402,2.3650579
3,2020,11019,93.7229996,20.8081112,27.4345226,32.0306969,8.9688501,2.0211403,5.32477,13.7928104,80.6288452,15.6608143,83.7328033,1.3402917,0.2850953,1.8647734,0.3940417,7.7089472,9.8798809,3.1040921
3,2020,11102,93.7271881,20.4471016,28.7417641,33.5528908,9.4267597,2.0391004,5.6552172,13.6893902,79.3574448,15.1916113,82.6727448,1.5037611,0.2704477,1.7056415,0.4015008,7.2169504,9.3648357,2.9674168
3,2020,11117,93.8463974,22.6784916,26.9041748,30.4600754,9.6952085,1.9537601,5.0758505,15.6117983,82.9605179,15.8574514,84.7218246,1.6436744,0.3055136,1.8713157,0.4628614,7.496829,10.1397486,1.8203033
3,2020,11120,94.0663223,18.6415634,29.9326744,35.847908,9.112359,1.7473863,5.6359463,14.1778097,78.2284775,16.3440819,81.4898987,1.2729514,0.2684425,1.8772627,0.3755041,8.4817142,10.578146,2.8164041
4,2020,10104,94.2412643,23.3315926,30.621418,34.9890976,9.8403683,1.8131499,5.9291534,16.5198326,78.1927567,17.0728493,82.279953,1.4054272,0.3255691,2.345721,0.3722592,5.3908439,7.6874485,1.4542723
4,2020,10115,93.9828873,24.186367,27.4287968,31.1947193,10.5193453,1.9843948,5.2598195,16.1270428,80.9986191,15.4886656,84.4663086,1.7081667,0.3116132,2.2023685,0.446452,6.6339746,8.8670425,1.3734485
4,2020,10205,94.3311539,18.4872265,28.2362003,34.3622017,8.5641336,1.9313202,5.8103933,13.7525454,78.4221573,16.3555984,82.699295,1.2979215,0.2576772,1.7212657,0.3390515,7.8667784,10.0197897,3.8086691
4,2020,10206,94.4206848,19.8573055,33.2554283,39.2643776,8.8968382,1.8396623,6.2950325,15.9370012,74.4861374,17.2860584,79.0824432,1.274796,0.3035678,2.0921001,0.3279968,6.643569,8.4888878,1.9494781
4,2020,10214,94.3024902,21.6440315,29.2191353,34.4647064,9.2727413,1.9173111,5.5857902,16.2569046,79.439743,17.188427,83.3541183,1.3373719,0.3009793,2.1595452,0.3458341,6.6730485,8.7947702,2.2373624
4,2020,10302,94.2732925,16.7575779,32.6307831,39.8393173,7.5691948,1.9045593,6.3916054,13.9483538,74.6446381,17.1074944,78.9826965,1.0963045,0.257518,1.6134865,0.303306,7.9463081,9.6835756,3.6041567
4,2020,10312,94.2204666,21.2698116,31.161871,36.7072067,8.9749813,1.8568727,6.015132,15.5726938,77.1293869,16.4530582,81.0777435,1.4583037,0.2894109,2.1218321,0.3690544,6.513731,8.4390726,1.788332
4,2020,10402,94.2681732,17.1700745,33.967186,41.0196877,7.6525249,1.9254533,6.7362351,14.5017147,73.5484924,17.196558,77.7123795,1.1431217,0.2680852,1.8732108,0.3103298,7.154592,8.8691549,2.5398448
4,2020,10413,94.4754868,15.7723207,33.3091469,41.0679817,7.5109086,1.7781274,6.6639752,14.0975189,73.9947662,17.6464272,78.379097,1.0618169,0.2415127,1.6598203,0.2840098,7.6849608,9.3935156,3.7532437
4,2020,10419,94.1480637,14.9638634,32.48563,39.7869186,7.7297359,1.9379898,6.2847629,13.0826197,74.6888504,16.6366463,78.5225143,1.2709838,0.228504,1.3972617,0.3426117,8.0686808,9.9537983,4.8906898
4,2020,10508,94.3210449,13.844924,32.208744,39.9074516,7.8379149,1.7439555,6.2466164,13.348856,75.310791,17.6065159,78.4850006,0.9503628,0.2297563,1.5307473,0.2753417,8.3764133,10.1761675,6.2818766
4,2020,10514,94.3085938,13.6228724,31.6103325,39.4157677,7.1052485,1.8564029,6.2512937,12.3769407,75.5972672,16.6883564,78.8341522,1.1130943,0.2185872,1.324064,0.2750248,8.595747,10.4207363,6.6768436
4,2020,10604,94.3638077,16.620285,32.5391769,39.4266701,7.6855516,1.9165814,6.3989415,13.6488199,75.2715759,17.1544743,78.9490967,1.0800302,0.2614426,1.8702084,0.2889365,7.5772796,9.3394012,3.6008377
4,2020,10613,94.3693542,13.4045792,31.7634563,39.2471848,7.8174624,1.7957727,6.0121274,12.9172964,76.2335663,17.5120296,79.3439941,1.056313,0.2294928,1.456252,0.2916426,8.345397,10.2859068,7.346242
4,2020,10702,94.4486237,15.7201529,30.4435253,37.3971329,7.6636696,1.972133,5.9316683,12.3070545,76.2972946,16.3579082,79.9017487,1.033947,0.2463539,1.5205787,0.2923519,7.9072728,9.8110981,5.9198546
4,2020,10715,94.3560486,12.782052,31.5525246,40.4043388,7.8600926,1.7968951,6.0250683,12.6971741,75.7163239,18.0634098,78.8922424,0.8772085,0.2216123,1.4400358,0.2557066,8.0164938,9.8956957,8.0649452
4,2020,10802,94.3775787,14.920866,28.3886662,35.2487221,8.197053,2.0014532,5.3813891,11.9599867,79.0029373,16.5822525,81.5522614,0.9706433,0.2474739,1.5977826,0.2814169,8.1328344,10.3046598,8.3683186
4,2020,10805,94.264473,17.0526733,29.1715546,34.7611008,8.6527691,2.0795574,5.7311716,12.2278347,77.7016678,15.3803787,81.3345413,1.165741,0.2639427,1.6699644,0.3356161,7.8908844,9.8378382,6.2048655
4,2020,10816,94.2762909,13.4740047,28.9153118,36.1224899,8.5274467,1.9813772,5.4586082,11.4493465,79.0352325,17.0545235,81.2647171,0.9234168,0.2340376,1.4781787,0.2534322,7.6143432,9.7695742,10.2579479
4,2020,10817,94.2142029,15.6840267,32.5068779,39.9144554,8.0909576,1.9244443,6.4300356,13.9606371,74.4966507,17.3762817,78.3884125,1.1071651,0.2474747,1.5175179,0.3228732,7.7123442,9.5055714,5.0794668
4,2020,10907,94.3503342,11.572401,33.1398239,42.0358543,7.3696523,1.8043096,6.1779318,12.813138,74.6426163,18.5995388,77.3395386,0.8279893,0.2246676,1.3644853,0.2323767,7.8707657,9.788167,8.944272
4,2020,10910,94.3571548,14.5338583,32.7412605,40.8952866,6.9747553,1.7749553,6.6204805,11.7083101,73.6650314,16.2684689,77.1797791,0.9094951,0.2257507,1.3305898,0.2699175,8.2151117,9.7665138,6.1130023
4,2020,11016,94.1020813,14.2275219,30.9102707,38.3732185,7.2984128,1.9385245,6.1767707,11.7625256,75.3786926,16.041666,78.794632,1.1136043,0.2202101,1.3779768,0.3128264,8.3944931,10.0921001,6.8215475
4,2020,11019,94.2297668,13.1795158,29.2066441,36.451664,8.9990654,2.0081694,5.5164585,11.6474094,77.3875427,16.7133827,80.4404526,1.0512745,0.2204122,1.3299174,0.2875817,7.5978241,9.876462,10.056859
4,2020,11102,94.3807678,14.2344885,29.4259663,36.4016647,8.7275677,2.0748494,5.7102809,11.788331,77.3716202,16.0301704,80.6109695,1.1280575,0.2217764,1.3975664,0.3141941,8.2368917,10.2126589,7.9569421
4,2020,11117,94.1821976,14.7628212,29.3649807,36.5702171,7.7655921,1.9593258,5.8731937,11.9601488,77.0277939,16.2582283,80.2771149,1.1468364,0.2279763,1.0913908,0.3241687,8.5610895,10.4230766,7.6460028
4,2020,11120,94.4742584,13.4370079,32.4731827,40.4339981,8.1669436,1.8154527,6.3533583,12.8348036,73.693161,17.1074409,77.6122818,1.1244593,0.2203898,1.4995855,0.2820791,7.6915364,9.6649885,6.9574194
