cut,year,ID,DM,Cprot,ADF,aNDF,Ash,Fat,Lignin,dNDF30,IVTDMD30,dNDF48,IVTDMD48,Ca,P,K,Mg,Su_ESC,Su_WSC,Starch
2,2020,30309,94.4279099,23.6435871,29.1139793,33.774826,9.5855465,2.00353,5.3752108,15.3555775,79.2439041,16.944025,82.9948273,1.3591236,0.3371734,2.4387,0.4179734,6.250289,8.8370438,1.695299
2,2020,30311,94.3114853,21.9322777,32.4648781,38.2586746,8.3145237,1.6690372,6.1650248,15.5810347,75.7118301,17.633522,79.472435,1.3011456,0.3140647,2.0111516,0.4066467,6.2250791,8.6377125,1.7813627
2,2020,30317,94.4882965,22.2013321,30.3057728,35.4734306,8.7498169,1.8289771,5.6482601,15.1039419,78.0636292,17.2171879,81.4822311,1.3127918,0.3189389,2.0810466,0.4068553,6.6283484,9.0473289,2.236578
2,2020,30320,94.3090134,22.4333878,29.4060135,34.3156395,9.3812475,1.9695091,5.3369617,15.5789833,79.7469101,17.4417858,83.3305435,1.2132363,0.3425049,2.7062428,0.3842232,6.6847577,9.0835371,2.1198251
2,2020,30406,94.3569565,21.983532,30.4389687,35.3107414,9.9018726,1.7664692,5.5092516,16.6557713,79.0288086,18.2283859,82.5498276,1.2543225,0.3343749,2.8936818,0.3706124,6.0680113,8.7142467,1.8815343
2,2020,30410,94.3822861,22.6214886,27.7416134,32.0419235,9.8683996,1.853201,5.0867257,14.1735897,79.954483,16.3791904,83.5411224,1.2359636,0.3335662,2.4172621,0.3972852,7.0804253,9.6046906,2.8789697
2,2020,30413,94.3938141,21.7259197,29.6307163,34.9693336,9.0339823,1.9487867,5.5012741,14.464222,77.9505005,16.9336033,81.5888901,1.3025682,0.3226991,2.0849082,0.4219497,6.9415894,9.4883614,2.8683162
2,2020,30414,94.3140717,23.3256245,29.4620419,34.5445595,9.3240376,2.0828788,5.4474144,15.1928082,78.6114502,17.4448681,82.2012711,1.2870344,0.3500673,2.2555547,0.4290968,6.3515992,8.6725817,2.4934504
2,2020,30505,94.3129501,20.5187111,31.3421326,37.1845207,8.7093401,1.8258921,5.850853,15.9391241,76.8820496,18.3642578,80.8955917,1.3039651,0.3051356,2.1741049,0.3920979,6.6718793,9.1404629,2.3888535
2,2020,30508,94.4541397,22.6889915,28.1313171,33.4595146,9.102952,1.9332043,5.4598455,13.9371252,78.764595,16.1479912,82.6505356,1.3618673,0.3155087,2.0269108,0.4141911,7.2345519,9.5981731,2.6454666
2,2020,30601,94.3867264,21.6848965,29.1353741,35.018898,9.4005995,1.9191636,5.5151424,14.5265036,77.8928299,17.5192413,82.1573029,1.2237093,0.3217978,2.0923736,0.3885047,6.7919703,9.0707932,3.0485084
2,2020,30612,94.2973557,22.1623516,31.2842598,37.2941742,9.0830507,2.0244589,5.7404151,15.1533947,77.3177261,18.3741226,81.0550919,1.1366271,0.3498742,2.6196079,0.3683682,5.9796076,8.3458986,2.4309688
2,2020,30704,94.2393723,21.6771641,31.8370571,37.1532211,8.9310074,1.8071197,5.9533281,15.3884544,77.2540741,18.3004589,81.1021347,1.2361332,0.334388,2.3440189,0.3547893,5.8040304,8.387289,2.2392526
2,2020,30807,94.4251862,19.7879944,35.9329758,42.3234863,9.054574,1.6578816,6.5921245,17.0573292,73.960968,20.2236156,77.9857941,1.0208313,0.3469408,2.7329822,0.3309199,5.6105165,7.9936929,1.681577
2,2020,30719,94.4544449,22.7418556,29.8442383,34.7438889,9.4196224,1.8417213,5.5904965,15.5358133,78.7491989,17.4928455,82.3885956,1.2132881,0.3406112,2.5196123,0.3868026,6.0895934,8.7127275,1.5967094
2,2020,30818,94.5470428,23.1256981,28.8275337,33.8887291,9.7412472,1.8899957,5.4536366,14.2125034,79.0330429,17.1521301,82.6813202,1.2426163,0.3448932,2.389178,0.3907761,6.1826606,8.6823492,2.6871057
2,2020,30819,94.2723389,23.6151295,26.4379158,31.8450336,9.3518038,1.8659002,5.0870395,13.3020658,79.4545975,15.6994257,83.5254745,1.415181,0.3191196,2.0194519,0.4368837,7.339489,9.6403751,3.150167
2,2020,30907,94.4134979,26.006691,27.129097,30.9075508,9.2979879,1.9349157,4.941946,15.6271715,82.1640244,16.7104149,84.6729355,1.2932795,0.3685175,2.2249243,0.4552178,6.2637801,8.8478003,1.7887435
2,2020,30916,94.4543839,23.562582,29.5557213,34.4582481,9.5583401,1.8756887,5.3700213,16.2992973,79.8168869,18.1331997,83.0368958,1.1683444,0.3511345,2.6243341,0.3802326,5.8022971,8.369339,1.7281127
2,2020,31010,94.4093628,23.7408829,28.1462269,32.4255409,9.7884102,1.8246136,5.2332854,14.3637543,79.5350723,16.4580402,83.0587082,1.2473522,0.3461832,2.3988528,0.4120863,6.5000339,9.0521336,2.472929
2,2020,31103,94.2929153,23.156105,28.9415703,33.8254128,9.7673216,1.8016973,5.3245387,15.9324627,79.7843857,17.66259,83.2828522,1.2217933,0.3396032,2.6050794,0.3827544,6.2950687,8.8033991,2.2020278
2,2020,31118,94.3006668,22.4219418,29.3549366,35.0918617,9.0977058,2.0064273,5.5924993,14.0691414,77.8915939,17.3363056,81.8826981,1.2543863,0.3355832,2.0633249,0.4103894,6.4522481,8.765274,2.9273999
3,2020,30103,94.2966995,20.7833118,32.5188255,36.806633,9.8806887,1.7750199,5.9745541,15.3951492,77.9404755,17.6923542,80.6532288,1.0661907,0.341042,3.0292597,0.3021298,5.5889931,8.0353107,2.7434795
3,2020,30120,94.6266861,21.47616,33.7907028,38.2934952,9.7877569,1.8117099,6.5052123,15.6789398,75.991539,17.926096,79.0807037,1.0410911,0.3542709,3.2388308,0.285928,4.6788931,7.1157403,1.4825871
3,2020,30210,94.5545273,21.9551373,33.8089714,38.1010971,9.648036,1.6553574,6.438333,16.5672932,76.942482,18.3358154,79.4906464,1.1678948,0.3426179,3.0643954,0.3208339,4.6119518,7.1964736,1.1454519
3,2020,30217,94.199173,21.8401604,32.2818489,37.0366478,9.0705023,1.9598696,6.2467513,15.0763597,76.9815903,16.9990654,79.9256592,1.2058687,0.3344651,2.5386844,0.3552602,5.2825127,7.644918,2.1476812
3,2020,30309,94.0756149,15.964962,35.8738174,41.9526138,10.2054968,1.6779132,5.9943151,17.9832516,74.0871811,24.3518734,78.6820755,1.6881654,0.3038322,1.8842348,0.2297345,6.5779867,7.9460607,-0.7192852
3,2020,30311,94.2070389,21.8233051,33.5985641,38.6155357,9.1652708,1.8233048,6.3938632,15.6538057,75.6885223,17.5785809,78.9253464,1.1977425,0.3404008,2.5310938,0.353495,4.9911108,7.4319558,1.9737272
3,2020,30317,94.4621201,22.0789089,31.9829407,36.6701088,8.8755989,1.8347435,6.0774522,15.465353,76.6253662,17.0290718,79.9321518,1.2792709,0.3280236,2.3615806,0.3882814,5.6371379,8.0211535,2.0309103
3,2020,30320,94.5878906,22.3597317,32.5800438,36.9509964,9.1499605,1.8398082,6.114624,16.6055737,78.0163803,18.10042,80.8050003,1.1535287,0.3490893,2.8222446,0.3410817,5.3402052,7.6806188,1.4414172
3,2020,30406,94.6395645,22.0391598,34.4572372,39.3035583,9.2333241,1.6633097,6.4348092,16.9664459,76.6347046,18.5547237,79.0804596,1.1655762,0.3446754,2.7601979,0.3387584,4.8066745,7.3600368,1.2641833
3,2020,30410,94.5747528,24.0704441,31.9592533,36.7131004,9.3280201,1.7979957,6.0889206,15.1037159,76.4852142,17.2949772,80.0349655,1.0918263,0.3662479,2.7650685,0.3415905,4.6426611,6.9440331,1.8268689
3,2020,30413,94.1902084,21.6603317,33.2123375,38.8546295,8.702879,1.9571817,6.5831966,14.4025917,74.5149078,16.9038048,78.0182114,1.0995547,0.3388089,2.379679,0.3557841,5.3247089,7.4419341,2.3104222
3,2020,30414,94.467041,24.5044155,31.0218735,36.0091896,9.8244257,1.9130096,5.9113755,15.5001402,77.2090759,17.7941437,80.7450485,1.15563,0.3721588,2.6926053,0.3838062,4.3898849,6.8217239,2.3202667
