cut,block,position,gen,loc,year,DM,Cprot,ADF,aNDF,Ash,Fat,Lignin,dNDF30,IVTDMD30,NDFD30,dNDF48,IVTDMD48,NDFD48,Ca,P,K,Mg,Su_ESC,Su_WSC,Starch
1,1,1,123,WA,2021,93.58,21.25,27.2,30.76,8.75,1.88,6.04,13.22,83.52,42.98,13.87,82.64,45.11,1.37,0.3,2.24,0.33,8.18,10.63,3.54
1,5,1,124,WA,2021,94.14,21.55,25.39,28.85,7.53,1.95,5.5,12.03,84.91,41.7,13.72,84.3,47.57,1.05,0.32,2.25,0.31,8.71,10.81,5.19
1,1,14,125,WA,2021,93.7,23.76,23,25.41,7.4,2.17,5.12,12.57,87.97,49.45,12.76,86.21,50.22,1.33,0.33,2.14,0.38,9.37,11.61,3.93
1,1,5,126,WA,2021,93.64,23.78,25.05,27.43,8.5,1.92,5.48,13.69,86.8,49.92,13.64,85.83,49.74,1.34,0.33,2.31,0.38,8.41,10.77,3.16
1,5,9,127,WA,2021,94.17,20.06,26.03,29.43,7.59,2.04,5.67,11.56,84.36,39.28,13.89,83.14,47.2,1.03,0.32,2.09,0.3,8.91,11.13,6.1
1,5,3,128,WA,2021,93.94,22.2,25.44,28.93,7.15,2.04,5.65,13.18,85.18,45.56,14.37,85.24,49.68,1.09,0.34,2.32,0.34,9.06,11.21,3.33
1,7,18,129,WA,2021,93.97,19.89,22.87,26.52,8.14,2.03,4.71,9.7,87.54,36.57,13.29,85.9,50.13,0.95,0.31,1.99,0.31,9.64,11.93,9.97
1,5,17,130,WA,2021,93.94,18.29,26.11,31.12,7.59,2.13,5.98,10.57,82.85,33.98,13.84,82.79,44.48,1.1,0.28,1.77,0.32,9.57,11.7,5.84
1,4,10,131,WA,2021,93.65,17.54,24.21,28.29,7.87,1.88,4.81,9.42,86.45,33.29,13.86,84.73,49.01,0.95,0.29,1.75,0.27,9.9,12.43,10.99
1,9,13,132,WA,2021,94.5,20.49,23.69,27.94,7.01,2.13,5.48,10.45,85.64,37.42,13.24,85.03,47.4,1.21,0.29,1.56,0.36,9.74,11.86,6.96
1,1,13,133,WA,2021,93.76,20.86,26.39,30.37,7.15,1.91,5.99,12.26,83.64,40.36,13.71,82.76,45.15,1.31,0.3,2.03,0.35,9.08,11.36,3.92
1,11,3,134,WA,2021,93.99,21.08,25.03,28.13,6.67,1.96,5.65,11.13,86.04,39.58,13.72,84.81,48.79,0.99,0.31,2.18,0.32,9.29,11.39,6.07
1,7,7,135,WA,2021,93.98,19.51,24.02,27.32,7.62,1.86,5.02,9.91,86.46,36.27,13.39,84.93,49.02,0.91,0.31,1.99,0.31,9.83,12.07,8.78
1,4,3,136,WA,2021,93.92,19.46,27.08,31.09,8.06,2,5.76,13.46,84.51,43.28,14.75,83.3,47.46,1.25,0.29,2.02,0.32,9.03,11.49,4.82
1,8,7,137,WA,2021,94.06,20.97,20.58,23.57,8.45,2.05,4.27,9.32,89.92,39.55,12.82,88.15,54.41,0.92,0.32,1.91,0.32,10.18,12.71,9.73
1,5,16,138,WA,2021,93.54,20.05,25.26,28.59,7.6,1.9,5.7,11.7,84.93,40.92,13.14,84.2,45.97,1.32,0.3,2.12,0.35,9.9,12.37,5.59
1,1,8,139,WA,2021,93.72,23.89,26.46,28.94,8.08,1.91,5.6,15.47,86.62,53.46,14.87,85.22,51.36,1.29,0.35,2.4,0.37,8.07,10.44,2.35
1,2,20,140,WA,2021,93.65,21.12,27.91,31.47,7.43,1.92,5.96,14.53,84.1,46.19,15.4,82.67,48.95,1.34,0.32,2.25,0.37,8.4,10.85,2.69
1,8,11,141,WA,2021,94.18,18.16,23.87,27.94,8.41,1.77,4.89,8.68,86.33,31.07,13.21,84.71,47.28,0.92,0.29,1.75,0.26,9.86,12.31,11.08
1,10,12,142,WA,2021,94.01,20.34,25.36,28.31,7.44,1.99,5.35,13.21,86.44,46.68,14.64,84.93,51.73,1.23,0.32,2.07,0.35,9.19,11.57,5.91
1,7,4,143,WA,2021,94.09,21.7,25.91,29.29,7.41,1.91,5.59,11.94,84.93,40.77,13.89,83.38,47.41,1.03,0.33,2.29,0.33,8.61,10.86,5.33
1,11,20,144,WA,2021,94.02,21.34,23.09,26.38,7.94,1.98,4.91,10.88,86.74,41.22,12.88,86.05,48.82,1.22,0.3,1.67,0.38,10.38,12.43,6.5
1,3,7,145,WA,2021,93.72,21.14,26.74,29.96,8.63,1.9,5.76,12.5,84.44,41.71,13.64,83.59,45.53,1.21,0.31,2.24,0.33,8.26,10.57,3.83
1,2,2,146,WA,2021,93.54,21.81,25.2,27.91,8.4,2.06,5.43,13.37,86.33,47.91,13.94,85.26,49.94,1.58,0.3,2.28,0.37,8.42,11,3.69
1,11,10,147,WA,2021,94.04,21.19,22.01,24.77,7.97,2.04,4.8,9.76,88.4,39.42,12.45,86.51,50.28,1.12,0.3,1.85,0.33,10.1,12.38,8.53
1,10,15,148,WA,2021,94.39,20.49,25.47,28.78,7.43,1.89,5.38,10.97,85.66,38.14,14.14,84.53,49.15,0.9,0.32,2.18,0.29,9.13,11.27,6.51
1,4,1,149,WA,2021,93.85,22.23,23.47,26.08,6.94,2.14,5.22,11.5,87.1,44.09,13.03,85.84,49.97,1.18,0.32,2.06,0.35,9.32,11.48,5.51
1,7,3,150,WA,2021,94.01,20.87,27.97,31.37,8.02,1.84,5.94,13.83,84.37,44.09,15.4,83.38,49.11,0.95,0.33,2.52,0.3,8.04,10.38,3.95
1,6,2,151,WA,2021,94.11,19.32,25.75,29.76,8.49,1.82,5.32,10.96,84.54,36.82,14.31,84.11,48.1,0.83,0.31,2.32,0.27,9.01,11.38,7.57
1,11,4,152,WA,2021,94.02,20.21,25.52,29.47,6.88,1.91,5.51,11.66,85.59,39.58,14.01,84.36,47.54,1.05,0.29,2.01,0.32,9.2,11.32,6.29
1,10,20,153,WA,2021,94.35,20.26,25.82,29.57,7.4,1.94,5.59,12.02,85.29,40.63,14.58,84.2,49.31,1.07,0.3,2.2,0.31,8.95,11.13,5.72
1,6,5,154,WA,2021,94.08,21.19,26.27,29.45,7.68,2.18,5.87,12.43,84.6,42.2,14.07,83.11,47.79,1.16,0.32,2.3,0.32,8.04,10.33,4.45
1,9,16,155,WA,2021,94.52,21.05,25.3,28.55,9.12,1.91,5.43,12.24,84.88,42.87,13.72,84.62,48.05,1.19,0.31,2.31,0.32,8.65,10.94,5.62
1,2,16,156,WA,2021,93.31,21.44,23.94,26.43,9.01,2.01,5.07,12.04,86.55,45.57,12.84,85.89,48.59,1.43,0.31,2.19,0.38,9.12,11.53,5.66
1,11,14,157,WA,2021,93.96,20.91,24.46,28.09,7.97,2.05,5.34,12.05,85.82,42.89,13.8,84.88,49.13,1.33,0.29,1.99,0.36,9.05,11.4,5.63
1,2,9,158,WA,2021,93.49,21.9,25.17,27.6,8.15,2.2,5.64,12.75,86.67,46.21,13.59,84.58,49.24,1.24,0.32,2.39,0.35,8.36,10.75,3.93
1,1,7,159,WA,2021,93.89,23.86,25.89,28.07,8.68,1.95,5.75,14.39,86.5,51.24,13.95,85.09,49.68,1.43,0.34,2.51,0.38,7.87,10.35,1.93
1,11,12,160,WA,2021,94.09,19.25,28.35,32.02,7.91,1.78,6.03,12.3,82.68,38.41,14.65,82.53,45.75,1.1,0.3,2.13,0.29,8.74,10.89,5.17
1,5,19,161,WA,2021,93.89,20.58,28.75,32.32,8.78,1.86,6.06,13.97,83.32,43.22,15.19,82.48,46.99,1.19,0.32,2.42,0.32,7.99,10.55,3.02
1,1,3,162,WA,2021,93.76,21.7,27.93,30.96,8.51,1.97,6.03,13.8,83.71,44.57,14.27,83.27,46.09,1.3,0.32,2.45,0.33,8.14,10.35,3.16
1,7,12,163,WA,2021,94.07,22.42,25.05,28.02,7.61,2.01,5.49,12.24,86.1,43.69,13.46,85.01,48.04,1.02,0.33,2.32,0.33,8.41,10.52,5.03
1,1,20,164,WA,2021,93.74,26.31,22.68,24.79,8.43,2.2,5.16,13.59,89.27,54.8,12.87,87.52,51.93,1.38,0.36,2.46,0.4,7.98,10.52,1.88
1,4,6,165,WA,2021,93.96,22,24.1,26.66,8.84,2.23,5.21,12.28,87.48,46.05,13.49,86.05,50.61,1.15,0.32,2.43,0.31,8.08,10.47,6.02
1,10,7,166,WA,2021,94.14,22.47,23.53,25.98,8.16,1.9,5.03,11.38,87.26,43.79,13.74,86.12,52.9,1.09,0.34,2.41,0.35,8.99,11.35,6.22
1,11,1,167,WA,2021,94.12,20.02,27.53,31.55,8.04,1.77,5.89,12.17,83.11,38.57,14.16,82.69,44.87,1.11,0.31,2.14,0.31,8.86,11.04,5.64
1,11,11,168,WA,2021,94.03,20.42,26.81,30.07,7.98,1.84,5.63,12.08,84.71,40.15,14.2,83.29,47.21,1.13,0.32,2.17,0.32,8.74,11.16,6
1,8,10,169,WA,2021,94.34,22.64,24.21,26.68,7.95,2.17,5.21,12.27,87.25,45.97,14.38,86.01,53.89,0.96,0.35,2.62,0.31,8.24,10.43,4.91
1,8,1,170,WA,2021,94.18,18.27,30.99,35.76,6.73,1.74,6.75,12.52,79.84,35,15.25,79.39,42.65,1,0.3,2.13,0.28,8.4,10.4,4.39
1,6,20,171,WA,2021,94.07,21.51,25.62,28.91,7.93,2.02,5.68,12.41,84.81,42.91,13.96,84.19,48.28,1.12,0.31,2.34,0.31,8.39,10.8,4.52
1,5,11,172,WA,2021,93.96,20.47,28.77,32.66,9.19,1.91,6.36,13.79,82.66,42.22,14.91,81.69,45.65,1.23,0.32,2.5,0.31,7.73,10.54,2.27
1,9,15,173,WA,2021,94.42,21.02,26.86,30.38,7.26,1.81,5.81,12.27,84.1,40.38,14.89,83.55,49,0.94,0.33,2.36,0.31,8.7,10.8,4.24
1,5,2,174,WA,2021,94.24,22.45,25.84,28.89,7.65,1.91,5.86,12.74,85.23,44.09,14.12,83.85,48.86,1.18,0.32,2.52,0.32,7.49,10.02,3.79
1,9,19,175,WA,2021,94.37,20.54,26.85,30.44,8.06,1.92,5.66,11.86,84.59,38.95,14.74,83.94,48.41,0.88,0.33,2.39,0.29,8.72,10.87,5.32
1,6,8,176,WA,2021,93.92,21.58,23.98,26.52,8.13,2.11,5.06,11.91,87.51,44.89,13.53,85.33,51.02,1.11,0.33,2.33,0.32,8.84,11.22,6.28
1,3,4,177,WA,2021,93.98,22.22,28.02,31.31,7.62,1.95,5.91,14.8,84.36,47.26,15.12,82.28,48.3,1.25,0.34,2.59,0.33,7.9,10.28,2.32
1,10,9,178,WA,2021,94.04,21.57,25.81,28.4,7.61,2.03,5.63,12.63,85.09,44.49,13.43,83.66,47.29,1.28,0.32,2.19,0.35,8.8,10.95,4.51
1,4,20,179,WA,2021,93.78,22.31,23.76,26.34,8.91,2.01,5.11,11.89,87.14,45.14,12.86,85.8,48.83,1.24,0.32,2.21,0.35,8.83,11.2,5.69
1,8,6,180,WA,2021,94.11,19.11,25.34,29.26,8.08,2.15,5.46,10.98,84.91,37.54,13.9,83.28,47.49,0.99,0.31,2.11,0.29,8.59,10.86,8.24
1,5,5,181,WA,2021,94.13,20.17,27.23,31.19,7.94,1.78,6,12.47,82.93,39.99,14.45,82.66,46.34,1.21,0.29,2.34,0.32,8.43,10.61,4.55
1,3,18,182,WA,2021,93.95,20.6,26.75,30.17,8.57,1.97,5.76,11.91,84.64,39.47,13.81,83.14,45.75,1.05,0.31,2.41,0.28,8.34,10.73,4.92
1,6,9,183,WA,2021,94.02,22.87,24.7,28.14,9.13,2.14,5.54,11.84,84.52,42.09,13.04,83.99,46.35,1.21,0.32,2.31,0.33,8.23,10.54,3.77
1,9,5,184,WA,2021,94.23,17.24,28.52,33.17,6.83,1.8,5.96,11.06,82.18,33.35,14.52,81.53,43.76,1.07,0.27,1.68,0.3,9.71,11.62,7
1,3,16,185,WA,2021,93.74,22.38,25.44,28.37,8.94,2.12,5.54,13.99,86.32,49.3,13.69,84.66,48.24,1.47,0.32,2.42,0.37,8.18,10.66,2.83
1,3,8,186,WA,2021,93.62,23.29,25.91,28.53,8.08,1.97,5.61,13.35,85.89,46.79,13.54,84.81,47.45,1.29,0.34,2.37,0.36,8.47,10.62,3.31
1,9,20,187,WA,2021,94.45,19.15,30.59,35.05,7.76,1.69,6.56,12.78,80.16,36.47,14.98,80.45,42.75,1.03,0.3,2.33,0.28,7.96,9.92,4.04
1,6,1,188,WA,2021,94.09,19.52,28.93,33.17,7.27,1.79,6.46,12.83,81.41,38.66,15.21,80.83,45.85,1.07,0.3,2.35,0.3,8.06,10.34,3.84
1,3,6,189,WA,2021,93.86,22.22,26.5,29.86,8.45,1.94,5.7,13.59,85.04,45.52,14.21,84.17,47.58,1.28,0.33,2.39,0.33,8.05,10.49,3.07
1,4,14,190,WA,2021,94.06,20.15,25.16,29.12,8.6,1.93,5.39,10.73,85.04,36.85,13.61,84.38,46.72,0.98,0.3,2.28,0.27,8.37,10.68,7.38
1,1,6,191,WA,2021,93.6,21.62,22.68,24.95,7.99,2.07,4.97,11,88.51,44.08,12.01,85.82,48.15,1.42,0.3,2.04,0.35,9.57,11.94,7.13
1,7,16,192,WA,2021,94.24,21.75,25.14,28.36,7.72,1.93,5.52,10.92,85.29,38.51,13.09,84.43,46.15,1.02,0.32,2.18,0.31,8.91,11,5.79
1,8,8,193,WA,2021,94.21,21.28,26.57,29.53,9.09,1.89,5.58,12.45,84.6,42.17,13.71,83.65,46.43,1.22,0.33,2.51,0.32,8.41,10.7,4.57
1,8,20,194,WA,2021,94.13,20.37,27.29,30.73,7.15,1.84,5.73,12.45,84.34,40.51,14.98,83.58,48.74,0.98,0.32,2.25,0.3,8.66,10.64,5.67
1,2,10,195,WA,2021,93.53,24.92,21.72,23.7,8.43,2.17,4.96,11.63,88.79,49.07,11.71,87.77,49.41,1.3,0.34,2.41,0.36,8.8,10.97,4.66
1,4,16,196,WA,2021,93.82,23.43,22.09,24.06,7.91,2.08,4.92,11.82,88.89,49.12,12.48,87.08,51.87,1.3,0.32,2.32,0.36,8.87,11.16,5.15
1,3,15,197,WA,2021,93.76,21.9,23.41,26.29,9.07,1.99,5.14,11.12,86.94,42.31,12.59,85.51,47.91,1.24,0.31,2.26,0.34,8.76,11.07,6.03
1,10,3,198,WA,2021,94.36,20.56,26.07,29.21,7.94,1.87,5.48,11.64,85.26,39.84,14.11,84.2,48.29,1.01,0.33,2.21,0.3,9.04,11.28,5.95
1,1,4,201,WA,2021,93.98,22.27,27.59,30.92,8.16,1.89,5.89,14.55,84.41,47.05,14.59,83.79,47.17,1.28,0.32,2.24,0.34,8.27,10.53,3.01
1,2,14,201,WA,2021,93.66,22.4,25.61,28.8,7.26,2.11,5.85,13.49,86,46.86,13.96,84.44,48.47,1.36,0.31,2.34,0.35,8.54,11.02,3.03
1,3,2,201,WA,2021,93.75,22.5,24.56,27.79,8.47,1.95,5.3,13.04,86.6,46.92,13.83,85.47,49.76,1.24,0.32,2.19,0.35,8.84,11.22,4.19
1,4,13,201,WA,2021,94,19.2,27.41,31.68,6.62,2.02,6.07,12.39,83.18,39.12,14.95,82.44,47.2,1.02,0.3,2,0.31,9.06,11.16,5.13
1,5,8,201,WA,2021,94,20.14,27.81,31.7,7.69,1.81,5.81,12.84,83.79,40.49,14.99,83.22,47.29,0.99,0.32,2.17,0.31,9.01,11.3,4.68
1,6,13,201,WA,2021,93.91,18.94,26.02,30.34,8.24,2.1,5.58,11.35,84.36,37.42,13.91,83.24,45.84,1.13,0.29,1.85,0.32,9.18,11.53,6.73
1,7,15,201,WA,2021,94.25,18.74,25.34,29.44,8.34,1.83,5.18,10.76,85.62,36.54,14.36,84.81,48.77,0.87,0.31,2.04,0.29,9.69,12.08,7.92
1,8,16,201,WA,2021,94.17,18.83,28.3,32.84,7.41,1.99,5.9,12.43,83.32,37.85,15.18,82.75,46.22,0.93,0.32,2.12,0.28,9.07,11.05,5.97
1,9,7,201,WA,2021,94.52,19.5,25.01,29,7.78,1.82,5.29,10.54,85.82,36.36,14.29,84.75,49.29,0.86,0.31,1.99,0.29,9.72,11.91,7.81
1,10,19,201,WA,2021,94.23,19.25,25.22,29.36,7.77,1.82,5.3,10.37,85.74,35.32,14.08,84.47,47.94,0.85,0.31,1.87,0.29,9.63,11.86,7.75
1,11,17,201,WA,2021,93.86,19.83,25,29.23,7.81,1.97,5.43,11.62,85.54,39.76,13.89,84.55,47.53,1.21,0.29,1.75,0.35,9.83,12.05,6.31
1,1,15,202,WA,2021,93.6,22.64,26.53,29.6,8.51,1.86,5.65,14.56,85.33,49.19,14.58,84.85,49.26,1.33,0.32,2.45,0.37,8.33,10.66,2.64
1,2,5,202,WA,2021,93.46,21.11,24.78,28.06,7.38,2.23,5.49,12.65,85.99,45.06,13.49,84.71,48.07,1.26,0.3,2.07,0.35,9.29,11.53,4.52
1,3,12,202,WA,2021,93.8,21.18,26.63,30.29,8.1,1.89,5.68,13.41,84.53,44.29,14.37,83.82,47.45,1.23,0.31,2.11,0.35,8.66,10.95,4.09
1,4,7,202,WA,2021,93.95,22.64,24.83,27.8,7.46,2.01,5.68,13.22,86.35,47.57,13.87,84.85,49.89,1.32,0.32,2.26,0.36,8.2,10.57,3.52
1,5,14,202,WA,2021,94.26,20.03,26,29.18,7.92,1.84,5.58,10.79,84.78,36.99,13.9,83.47,47.62,0.86,0.33,2.32,0.28,8.89,11.1,6.53
1,6,4,202,WA,2021,93.87,24.87,23.98,25.97,8.82,2.22,5.12,13.76,88.04,52.97,13.52,87.11,52.05,1.18,0.36,2.67,0.35,7.88,10.1,3.17
1,7,2,202,WA,2021,94.34,21.59,25.84,29.02,7.91,1.97,5.57,12.47,85.37,42.98,14.55,84.3,50.12,0.95,0.34,2.46,0.31,8.71,10.93,4.47
1,8,17,202,WA,2021,94.19,20.29,24.28,27.61,7.43,2.18,5.55,10.88,85.69,39.41,13.27,84.55,48.07,1.17,0.3,1.96,0.34,9.26,11.51,5.72
1,9,10,202,WA,2021,94.49,20.68,23.1,26.37,8.17,2.08,5.23,10.28,87.24,38.97,13.48,85.21,51.11,1.02,0.3,2.08,0.29,8.98,11.39,7.96
1,10,16,202,WA,2021,94.18,20.64,26.5,29.84,8.22,1.87,5.68,11.96,84.98,40.07,13.91,83.53,46.63,1.08,0.32,2.28,0.31,8.62,10.87,5.81
1,11,2,202,WA,2021,94.13,22.14,25.06,28.17,6.93,1.93,5.51,11.95,85.47,42.43,13.5,84.71,47.92,1.17,0.31,1.97,0.34,8.9,10.98,4.81
