Cutting,ID,block,position,gen,Name,loc,year,DM,Cprot,ADF,aNDF,Ash,Fat,Lignin,Ca,P,Mg,K,Starch,Su_ESC,Su_WSC,TTNDFD
1,20908,9,8,70,183695,ID,2019,94.54569,22.54699,32.12152,39.03899,10.94779,1.935412,6.728309,1.324462,0.3088839,0.3060162,2.854683,1.110154,6.517552,6.978576,45.81834
1,20909,9,9,14,467955,ID,2019,94.06788,21.96807,31.57814,38.69768,11.41879,1.799026,6.397441,1.398821,0.3195322,0.3083426,2.852142,1.247476,6.111245,6.639082,48.19349
1,20910,9,10,121,467922,ID,2019,94.01706,23.46639,31.34875,37.54177,12.23318,1.937658,6.335511,1.408757,0.3344044,0.3357256,2.727411,1.493256,6.355787,6.711179,48.42655
1,20911,9,11,106,49878_54H11,ID,2019,94.37056,22.27411,31.4306,38.9426,10.29669,1.84308,6.306945,1.31992,0.3318439,0.3007917,2.953645,1.069326,6.673896,7.224159,46.76099
1,20912,9,12,53,494658,ID,2019,93.97416,23.04817,31.23675,37.61486,11.68579,1.925039,6.389338,1.458212,0.329424,0.3307878,2.92225,1.010467,6.304781,6.590628,48.74279
1,20913,9,13,201,22338_ VernalFD2,ID,2019,94.32684,20.3439,35.48915,42.22472,14.20638,1.732935,6.945765,1.414266,0.311965,0.3268289,2.834612,1.606119,4.833693,6.045157,49.16864
1,20914,9,14,38,468013,ID,2019,93.90972,22.78214,31.00342,37.90505,11.5969,1.927632,6.083316,1.384843,0.3414153,0.3205111,3.020181,1.156223,5.685569,6.51947,53.65645
1,20915,9,15,115,467908,ID,2019,93.85965,21.63756,32.32574,39.8345,11.96771,1.805032,6.370523,1.416942,0.3301666,0.3542913,2.878288,1.39709,5.785388,6.380502,53.17452
1,20916,9,16,5,171720,ID,2019,94.32861,21.08011,32.87801,40.86133,11.19554,1.803425,6.797883,1.3357,0.2970765,0.293411,2.731975,1.069392,5.778823,6.635149,45.31264
1,20917,9,17,160,PGI529,ID,2019,94.06137,22.31656,29.61084,37.6616,10.14091,1.984766,5.96912,1.343905,0.3126153,0.2871579,2.793542,1.156651,7.504283,7.656698,47.06872
1,20918,9,18,175,AFX020,ID,2019,93.9966,23.53741,28.88269,36.89711,9.908864,1.955482,5.868114,1.389842,0.328984,0.3049245,2.739068,0.998013,6.603403,7.482154,48.06752
1,20919,9,19,202,Hi-Gest360,ID,2019,94.27876,23.06392,29.82932,36.42074,10.92906,1.90598,6.217897,1.410549,0.3257955,0.3344615,2.783478,1.106369,6.719575,7.359539,48.5242
1,20920,9,20,118,467904,ID,2019,94.21397,21.9078,30.63923,37.96658,12.13692,1.986687,5.988951,1.391876,0.3088668,0.3260329,2.658214,1.80725,6.978718,7.781127,52.45091
1,21002,10,2,58,277882,ID,2019,94.21469,22.6675,32.26302,39.7957,10.93932,1.840335,6.541688,1.35446,0.3339452,0.3109153,2.771369,1.171316,5.961019,6.623408,45.97008
1,21003,10,3,62,253950,ID,2019,93.91287,23.59788,29.55723,35.84042,11.88945,2.001275,6.229128,1.559124,0.3172619,0.3427092,2.695722,1.135953,6.473129,6.86734,49.28472
1,21004,10,4,201,22338_ VernalFD2,ID,2019,93.9791,22.09632,31.45213,38.61199,11.3163,1.886284,6.126871,1.384892,0.3295758,0.3191088,2.885935,1.229257,6.116241,6.801055,51.77591
1,21005,10,5,95,467902,ID,2019,94.34335,22.41258,32.70709,39.08778,13.17708,1.798622,6.632612,1.43639,0.3324976,0.3434664,2.8348,1.303737,5.153151,6.099178,51.36909
1,21006,10,6,82,440506,ID,2019,93.85435,22.56298,31.24829,39.18422,10.31496,1.825432,6.395748,1.372899,0.3256962,0.3088403,2.671808,1.263929,6.135203,6.842443,48.20922
1,21007,10,7,12,499543,ID,2019,94.01167,23.84782,29.45809,37.21365,10.25697,1.899216,5.864971,1.312795,0.3449647,0.2994759,2.851387,1.100237,6.605955,7.574408,52.92865
1,21008,10,8,128,467932,ID,2019,94.27818,22.41669,31.64886,38.92573,12.66912,1.888892,6.269804,1.411879,0.3354094,0.330592,2.801349,1.593734,6.519611,6.745496,52.00824
1,21009,10,9,136,467895,ID,2019,94.27318,23.09381,32.37352,38.6642,11.32494,1.848616,6.633057,1.386101,0.339054,0.3210166,2.99263,1.100595,6.566349,6.601258,48.12296
1,21010,10,10,101,467914,ID,2019,94.01514,22.74999,32.17084,39.02277,11.73117,1.880627,6.52177,1.446884,0.3305523,0.3422486,2.930017,1.110009,5.385945,6.138036,50.39521
1,21011,10,11,98,Wrangler,ID,2019,93.97325,23.18411,30.64425,36.88884,11.62854,1.849152,6.438797,1.492501,0.3294425,0.3466321,2.733238,1.171927,6.110214,6.623517,46.55062
1,21012,10,12,142,464773,ID,2019,93.78022,24.50625,30.94335,37.01675,11.90656,1.923712,6.2009,1.494832,0.364583,0.3585695,2.822217,1.143618,6.289649,6.455358,52.39328
1,21013,10,13,202,Hi-Gest360,ID,2019,94.25988,23.96014,29.21262,36.10641,11.0141,2.009659,5.871471,1.390788,0.3371781,0.3156139,2.955376,1.181234,6.67698,7.212708,51.51144
1,21014,10,14,139,464740,ID,2019,94.02155,23.13298,32.3544,38.64871,12.91846,1.794831,6.449,1.473419,0.3402548,0.3441007,2.933837,1.250419,5.955966,6.187631,51.55848
1,21015,10,15,52,491406,ID,2019,93.84186,23.08471,30.95133,37.94018,11.61748,1.857643,6.049612,1.418042,0.3404227,0.3335079,2.934746,1.169861,6.20222,6.760375,50.17021
1,21016,10,16,37,468011,ID,2019,94.12347,24.08924,29.75485,36.67129,11.15583,1.971697,5.960433,1.404885,0.356002,0.3297405,3.031218,1.067633,6.190562,7.009929,52.26702
1,21017,10,17,77,452477,ID,2019,94.02293,24.00241,29.94911,36.11683,12.0869,2.016435,5.745763,1.439887,0.3635431,0.3537897,3.104631,1.042478,6.133289,6.713869,56.82247
1,21018,10,18,116,467906,ID,2019,94.08575,22.39866,30.41722,38.49299,10.50417,1.935428,6.146814,1.3749,0.3258911,0.323312,2.81979,1.397971,6.600806,7.442598,51.33665
1,21019,10,19,13,467953,ID,2019,94.37801,22.35171,30.96208,37.61885,11.89069,1.894999,6.232237,1.431752,0.3291375,0.3331392,2.952348,1.300315,7.033326,7.151853,52.41669
1,21020,10,20,124,452483_Peace,ID,2019,93.98727,23.72595,29.49157,35.3684,13.16939,1.989427,5.819866,1.527905,0.3373045,0.3606419,3.029524,1.315646,6.64759,6.810048,57.26094
1,21101,11,1,189,55Q27,ID,2019,94.29362,22.62871,29.84503,37.21553,9.788241,1.8994,6.181323,1.320588,0.3242549,0.2922195,2.969151,1.098928,6.846867,7.472297,48.2132
1,21102,11,2,17,502473,ID,2019,93.89935,22.77139,30.91909,37.67887,11.22004,1.854434,6.332972,1.469999,0.3238407,0.3379678,2.896435,1.081899,5.560087,6.446729,47.77187
1,21103,11,3,197,5472,ID,2019,94.1385,21.54406,30.83326,38.31947,10.83948,1.8899,6.278172,1.424667,0.3103811,0.3285542,2.780352,1.266726,6.442994,7.090849,49.0717
1,21104,11,4,201,22338_ VernalFD2,ID,2019,94.11762,21.61633,30.40069,38.26906,10.2258,1.928459,6.063997,1.385374,0.3121449,0.2969128,2.892784,1.064301,6.540524,7.449592,47.64011
1,21105,11,5,156,Swift,ID,2019,94.01406,22.98479,30.04389,37.03053,10.73501,1.925645,5.952613,1.407504,0.3346427,0.3266887,2.934585,1.141659,6.539511,7.209792,49.90376
1,21106,11,6,25,516791,ID,2019,93.80981,22.6157,31.36072,37.9852,11.64377,1.894451,6.747583,1.526667,0.3075751,0.3239246,2.486497,1.534881,6.393419,6.617173,42.57087
1,21107,11,7,173,AFX018,ID,2019,94.1161,22.87403,29.12579,36.2242,11.25219,1.908427,5.767102,1.397283,0.3290049,0.3248996,2.931783,1.310906,6.671479,7.364185,50.95877
1,21108,11,8,84,440503,ID,2019,94.24944,20.78533,32.57585,40.21834,11.3771,1.759353,6.726105,1.380707,0.2926044,0.3010886,2.691152,1.40301,7.062457,7.078845,44.44382
1,21109,11,9,202,Hi-Gest360,ID,2019,93.8099,24.52066,28.04825,35.16862,10.13479,1.952385,5.607602,1.374508,0.3455338,0.3021073,2.853535,1.02947,7.151744,7.866875,49.86607
1,21110,11,10,94,467901,ID,2019,94.32328,22.58225,29.51377,36.61015,10.84451,1.936391,6.107899,1.427856,0.3147384,0.3056848,2.648877,1.298816,7.428022,7.754011,46.84801
1,21111,11,11,146,Dove,ID,2019,93.80668,23.05112,29.57129,36.58812,10.37473,1.870086,6.086036,1.476469,0.322005,0.3217725,2.707205,0.9399285,6.276391,7.013947,44.32804
1,21112,11,12,18,502477,ID,2019,94.14706,21.88833,31.61312,38.71663,11.15859,1.925623,6.474723,1.481553,0.3098632,0.3173739,2.74747,1.248921,6.549463,7.197513,47.65221
1,21113,11,13,55,340116,ID,2019,94.21304,22.4891,31.16994,37.99238,11.59108,1.829111,6.414356,1.39529,0.3118302,0.3210216,2.804663,1.083893,6.127654,6.887636,46.30132
1,21114,11,14,31,467964,ID,2019,93.88953,23.69497,29.7692,36.99423,11.14098,1.901117,5.917319,1.413317,0.344795,0.342353,2.799258,1.137948,6.224776,6.745971,53.08052
1,21115,11,15,24,502646,ID,2019,94.00049,22.11819,33.44042,40.16473,12.64836,1.758601,6.632044,1.413267,0.3317647,0.3370526,2.760763,1.161786,6.310171,6.515643,49.50259
1,21116,11,16,99,467947,ID,2019,93.90434,22.89871,29.3883,36.96734,10.43652,1.94205,5.906178,1.435199,0.3291826,0.3050726,2.844495,0.8992462,6.873772,7.417392,51.81619
1,21117,11,17,137,467894,ID,2019,93.49775,23.18294,28.87165,37.01963,10.89879,1.965183,5.769832,1.404059,0.3290904,0.3152874,2.695349,1.390912,6.50127,7.306102,51.58961
1,21118,11,18,67,206110,ID,2019,94.09753,23.24804,29.37767,36.60811,10.46454,2.05961,5.937684,1.359763,0.3239197,0.3107881,2.858191,1.213275,7.367784,7.459312,50.21869
1,21119,11,19,50,467966,ID,2019,93.72569,23.53509,28.78291,36.25161,10.06516,1.968701,5.704919,1.391946,0.3340957,0.3171974,2.773279,1.101013,6.513144,7.340401,51.56463
1,21120,11,20,32,467969,ID,2019,94.0854,22.03452,31.63638,38.77297,11.02659,1.818062,6.427285,1.389364,0.3183205,0.3079212,2.846418,1.167035,6.299273,6.887743,47.74044
1,30101,1,1,34,467982,OR,2019,93.80791,19.27001,36.44635,45.22221,10.38465,1.906917,7.380415,1.184216,0.2800851,0.2564628,2.798591,1.438152,5.997622,7.003542,44.93291
1,30102,1,2,90,346911,OR,2019,93.76174,20.723,32.85991,42.58282,9.320534,2.086158,6.430673,1.084849,0.3115133,0.2278769,2.905814,1.760766,6.593286,7.204181,45.89055
1,30103,1,3,201,22338_ VernalFD2,OR,2019,93.7154,19.33875,37.93336,46.62233,10.65429,1.910469,7.537844,1.187762,0.3073163,0.2702322,2.724979,1.276973,5.084901,6.558041,46.18751
1,30104,1,4,55,340116,OR,2019,93.99964,18.88085,33.77075,43.97206,8.675244,2.015013,6.670275,1.036673,0.2746188,0.2040571,2.705839,2.100988,6.686399,7.31972,42.4975
1,30105,1,5,10,467951,OR,2019,93.9959,21.78277,35.87712,43.45621,10.10162,2.205897,7.086672,1.228712,0.3179503,0.2698116,2.844927,1.031444,4.475282,6.925193,48.02771
